timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,heading_var,unaided_heading,delta_heading,tilt_var,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield,dead_reckoning
200545989,200545672,42042859,60.1877325,24.832678599999998,0.04340976,-0.9810509,-3.101017,0.1979316,0.09433211,2.0861626e-07,-0.0013302235,-0.0055290502,0.030570652,0.05354184,-0.025199575,0.050895337,0.014763279,0.07378903,0.104314245,-0.11090478,-2.1918807,0.050289325,-0.014267945,0.0075809797,6.492692e-05,-9.696816,0.09488416,0.23999926,0.22709708,0.108340636,0.06463738,inf,inf,inf,inf,1,1,1,1,3,2,3,2,2,0,1,1,1,0,0
201045963,201045671,42042859,60.1877325,24.832678599999998,0.042708874,-0.9876676,-3.0757227,0.1979316,0.09433211,2.0861626e-07,0.0005039675,0.0017482532,0.030468415,0.051815554,-0.025199575,0.050895337,0.014763279,-0.2072343,-0.16180886,-0.07680525,-2.1915383,0.050282795,-0.014280303,0.0075809797,6.4937936e-05,-9.696816,0.09350419,0.2403539,0.2277485,0.1084151,0.06469199,inf,inf,inf,inf,1,1,1,1,3,2,3,2,2,0,1,1,1,0,0
201545965,201545671,42042859,60.1877325,24.832678599999998,0.038095158,-0.9919042,-3.0509014,0.1979316,0.09433211,2.0861626e-07,-0.0012390435,0.008247436,0.030915136,0.050575763,-0.025199575,0.050895337,0.014763279,-0.020631906,0.061996542,-0.20419079,-2.190825,0.050265018,-0.014323656,0.0075809797,6.49353e-05,-9.696816,0.09200573,0.2406757,0.22790715,0.10842317,0.06468999,inf,inf,inf,inf,1,1,1,1,3,2,3,2,2,0,1,1,1,0,0
202045968,202045671,42042859,60.1877325,24.832678599999998,0.034985457,-0.993012,-3.0352302,0.1979316,0.09433211,2.0861626e-07,-0.0003281734,0.013629538,0.026670879,0.039684806,-0.025199575,0.050895337,0.014763279,-0.22049236,0.060064048,0.21354017,-2.190257,0.05024026,-0.014344824,0.0075809797,6.4944456e-05,-9.696816,0.089356184,0.24100749,0.22805357,0.10848816,0.064691834,inf,inf,inf,inf,1,1,1,1,3,2,3,2,2,0,1,1,1,0,0
202546031,202545671,42042859,60.1877325,24.832678599999998,0.028099865,-0.9966375,-3.0209515,0.1979316,0.09433211,2.0861626e-07,-0.00026365876,0.015359927,0.022876764,0.033309203,-0.025199575,0.050895337,0.014763279,-0.13956255,-0.1402174,0.07616486,-2.1894166,0.050210834,-0.014400697,0.0075809797,6.494087e-05,-9.696816,0.09447241,0.2412857,0.22864386,0.108487196,0.06473519,inf,inf,inf,inf,1,1,1,1,3,2,3,2,2,0,1,1,1,0,0
203045955,203045675,42042859,60.1877325,24.832678599999998,0.018218052,-1.001898,-3.0061867,0.1979316,0.09433211,2.0861626e-07,-0.0036455386,0.015676156,0.019498326,0.029001025,-0.025199575,0.050895337,0.014763279,0.22620116,0.20848268,-0.3969976,-2.1885827,0.05018717,-0.014388484,0.0075809797,6.494977e-05,-9.696816,0.09633279,0.24156459,0.22874005,0.108490676,0.06473324,inf,inf,inf,inf,1,1,1,1,3,2,3,2,2,0,1,1,1,0,0
203546008,203545719,42042859,60.1877325,24.832678599999998,0.005435685,-1.0101956,-2.989311,0.1979316,0.09433211,2.0861626e-07,-0.011404753,0.008766508,0.020618169,0.031592175,-0.025199575,0.050895337,0.014763279,-0.0035887042,0.05892657,-0.18370803,-2.1881123,0.05016969,-0.014502273,0.0075809797,6.495247e-05,-9.696816,0.09717965,0.24180964,0.22880992,0.10847873,0.06472478,inf,inf,inf,inf,1,1,1,1,3,2,3,2,2,0,1,1,1,0,0
204045996,204045714,42042859,60.1877325,24.832678599999998,-0.0076841344,-1.0114745,-2.9681323,0.1979316,0.09433211,2.0861626e-07,-0.0147595145,0.010182241,0.021642148,0.0373097,-0.025199575,0.050895337,0.014763279,0.6394674,-0.2943248,0.20064154,-2.1874275,0.050159033,-0.014442917,0.0075809797,6.49615e-05,-9.696816,0.10233188,0.24209309,0.2294033,0.10851269,0.06477572,inf,inf,inf,inf,1,1,1,1,3,2,3,2,2,0,1,1,1,0,0
204545970,204545709,42042859,60.1877325,24.832678599999998,-0.015670897,-1.0015488,-2.9424438,0.1979316,0.09433211,2.0861626e-07,-0.018284878,0.015527564,0.029098244,0.049487416,-0.025199575,0.050895337,0.014763279,-0.35300285,-0.1375344,0.02970302,-2.1869175,0.05015121,-0.014541161,0.0075809797,6.496876e-05,-9.696816,0.09907794,0.24233681,0.22949947,0.108501434,0.064770564,inf,inf,inf,inf,1,1,1,1,3,2,3,2,2,0,1,1,0,0,0
205045973,205045704,42042859,60.1877325,24.832678599999998,-0.01736505,-1.0053998,-2.921162,0.1979316,0.09433211,2.0861626e-07,-0.01358288,0.016402956,0.022465596,0.039569885,-0.025199575,0.050895337,0.014763279,0.08307284,-1.1540332,1.0011785,-2.1861029,0.050143126,-0.014456275,0.0075809797,6.499715e-05,-9.696816,0.09178519,0.24257915,0.22957392,0.108562544,0.06476804,inf,inf,inf,inf,1,1,1,1,3,2,3,2,2,0,1,1,0,0,0
205546023,205545699,42042859,60.1877325,24.832678599999998,-0.00091635494,-1.0200459,-2.9261084,0.1979316,0.09433211,2.0861626e-07,0.10335664,-0.060625605,-0.05660199,-0.049303286,-0.025199575,0.050895337,0.014763279,0.8581396,0.9076929,1.3614309,-2.1805012,0.050079945,-0.009014873,0.0075809797,6.498549e-05,-9.696816,0.103770494,0.24278888,0.22964014,0.10919951,0.06476092,inf,inf,inf,inf,1,1,1,1,3,2,3,2,2,0,1,1,0,0,0
206045981,206045694,42042859,60.1877325,24.832678599999998,0.09030446,-1.0548931,-3.0393908,0.1979316,0.09433211,2.0861626e-07,0.21582073,-0.03720034,-0.36192074,-0.35671252,-0.025199575,0.050895337,0.014763279,-0.73604107,-0.2910505,-2.5772703,-2.1106591,0.047318615,0.053941812,0.0075809797,6.477565e-05,-9.696816,0.21705294,0.24301296,0.23020563,0.114894316,0.06481511,inf,inf,inf,inf,1,1,1,1,3,2,3,2,2,0,1,1,0,0,0
207045959,207045684,42042859,60.1877325,24.832678599999998,0.18779309,-1.035468,-3.5910542,0.1979316,0.09433211,2.0861626e-07,-0.07589356,0.031774376,-0.7762495,-0.7541344,-0.025199575,0.050895337,0.014763279,-2.3176591,-1.110466,2.1340544,-2.0530858,0.04126461,0.099712394,0.0075809797,6.394017e-05,-9.696816,0.76871634,0.24348705,0.23024991,0.11286371,0.06481362,inf,inf,inf,inf,1,1,1,1,3,2,3,2,2,0,1,1,0,0,0
207545975,207545678,42042859,60.1877325,24.832678599999998,0.13388427,-1.0300058,-4.0032864,0.1979316,0.09433211,2.0861626e-07,-0.17137301,0.060914196,-0.9363951,-0.9083584,-0.025199575,0.050895337,0.014763279,-0.7479164,-0.33816645,-0.48348957,-2.0746908,0.03707626,0.07059538,0.0075809797,6.3362735e-05,-9.696816,1.1809485,0.24368982,0.230722,0.11472189,0.064862646,inf,inf,inf,inf,1,1,1,1,3,2,3,2,2,0,1,1,0,0,0
208045967,208045674,42042859,60.1877325,24.832678599999998,0.03970678,-1.009428,-4.4911976,0.1979316,0.09433211,2.0861626e-07,-0.19046651,0.0685048,-1.0824215,-1.0548424,-0.025199575,0.050895337,0.014763279,1.0208442,-1.4940982,-1.3558778,-2.1467798,0.033330604,-0.011382904,0.0075809797,6.315418e-05,-9.696816,1.6688597,0.24393505,0.23069221,0.11531067,0.06487707,inf,inf,inf,inf,1,1,1,1,3,2,3,2,2,0,1,1,0,0,0
208545957,208545672,42042859,60.1877325,24.832678599999998,-0.0116001135,-0.994434,-5.0433903,0.1979316,0.09433211,2.0861626e-07,-0.09299041,-0.016656596,-1.1516752,-1.1326178,-0.025199575,0.050895337,0.014763279,0.9567699,-2.0990474,0.8307873,-2.2255058,0.06621641,-0.059509214,-0.03770409,6.3066895e-05,-9.696816,2.2210524,0.24417894,0.23064192,0.11231791,0.06488498,inf,inf,inf,inf,1,1,1,1,3,2,3,2,3,0,1,1,0,0,0
209045947,209045670,42042859,60.1877325,24.832678599999998,-0.093691535,-1.0572366,-5.654667,0.1979316,0.09433211,2.0861626e-07,-0.28752172,-0.3094901,-1.251953,-1.2533112,-0.025199575,0.050895337,0.014763279,0.40859365,-1.1407638,-1.7407516,-2.2058947,0.060854357,-0.050335713,-0.03770409,6.32181e-05,-9.696816,2.832329,0.24441123,0.23107098,0.11943548,0.06495102,inf,inf,inf,inf,1,1,1,1,3,2,3,2,3,0,1,1,0,0,0
209545966,209545671,42042859,60.1877325,24.832678599999998,-0.3014231,-1.3464717,-6.3342156,0.1979316,0.09433211,2.0861626e-07,-0.572503,-0.80024064,-1.3845017,-1.4034152,-0.025199575,0.050895337,0.014763279,-0.89018095,-2.0091026,-1.4425853,-2.0972185,0.03797374,0.028923184,-0.03770409,6.412029e-05,-9.696816,3.5118778,0.2446101,0.2309809,0.15367483,0.06500315,inf,inf,inf,inf,1,1,1,1,3,2,3,2,3,1,1,1,0,0,0
210045967,210045671,42042859,60.1877325,24.832678599999998,-0.65371585,-1.9113652,-7.055823,0.1979316,0.09433211,2.0861626e-07,-0.9056293,-1.4213995,-1.4244742,-1.4492849,-0.025199575,0.050895337,0.014763279,-0.39409897,-0.8543591,-1.7835187,-1.9905026,0.01691475,0.11899647,-0.03770409,6.57662e-05,-9.696816,4.233485,0.24484642,0.23088169,0.1601179,0.06507505,inf,inf,inf,inf,1,1,1,1,3,2,3,2,3,1,1,1,0,0,0
210545980,210545671,42042859,60.1877325,24.832678599999998,-1.1633784,-2.7741234,-7.8044844,0.1979316,0.09433211,2.0861626e-07,-1.15833,-1.9560262,-1.4465871,-1.4800537,-0.025199575,0.050895337,0.014763279,0.030519933,-1.9761769,0.32909644,-1.9848491,0.008162278,0.11364499,-0.03770409,6.737971e-05,-9.696816,4.9821463,0.24506044,0.23075025,0.14718382,0.06514828,inf,inf,inf,inf,1,1,1,1,3,2,3,2,3,1,1,1,0,0,0
211545971,211545671,42042859,60.1877325,24.832678599999998,-2.4092064,-5.185507,-9.378676,0.1979316,0.09433211,2.0861626e-07,-1.2046245,-2.604134,-1.738886,-1.7720215,-0.025199575,0.050895337,0.014763279,-1.338857,-3.6152232,-0.056582883,-1.9308938,0.0040370086,0.17794357,-0.03770409,7.0777045e-05,-9.696816,6.5563383,0.24554324,0.23098448,0.12131372,0.06520394,inf,inf,inf,inf,1,1,1,1,3,2,3,2,3,1,1,1,0,0,0
212045963,212045671,42042859,60.1877325,24.832678599999998,-2.998798,-6.517009,-10.229386,0.1979316,0.09433211,2.0861626e-07,-1.111545,-2.5488071,-1.2612505,-1.2871861,-0.025199575,0.050895337,0.014763279,-3.2230287,3.4588919,1.0800561,-1.9612213,0.003756644,0.14474705,-0.03770409,7.2125025e-05,-9.696816,7.407048,0.24576801,0.23086247,0.1123284,0.06512942,inf,inf,inf,inf,1,1,1,1,3,2,3,2,3,1,1,1,0,0,0
212545957,212545672,42042859,60.1877325,24.832678599999998,-3.5506823,-7.7876163,-10.652753,0.1979316,0.09433211,2.0861626e-07,-0.9811126,-2.4051704,-0.6825735,-0.7232746,-0.025199575,0.050895337,0.014763279,-1.6324792,0.7413216,-0.7892946,-1.9648428,0.0037223783,0.14306429,-0.03770409,7.33359e-05,-9.696816,7.830415,0.24593064,0.23128974,0.10786924,0.0651318,inf,inf,inf,inf,1,1,1,1,3,2,3,2,3,1,1,1,0,0,0
