timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
201121989,201121729,-0.45815304,0.011679577,-0.013024578,0.8887012,0.9999934,-6.8016615e-10,1.4617427e-09,0.0036482369,2
201127015,201126729,-0.45814705,0.0116641,-0.013005994,0.8887048,0.9999934,-6.8016615e-10,1.4617427e-09,0.0036482369,2
201132003,201131729,-0.45813975,0.011669003,-0.013011874,0.8887084,0.9999934,-6.8016615e-10,1.4617427e-09,0.0036482369,2
201136988,201136729,-0.45813897,0.01167557,-0.013021622,0.8887086,0.9999934,-6.8016615e-10,1.4617427e-09,0.0036482369,2
201142005,201141729,-0.458144,0.011683127,-0.013019137,0.8887059,0.9999934,-6.8016615e-10,1.4617427e-09,0.0036482369,2
201147017,201146729,-0.4581533,0.011686776,-0.013023927,0.8887009,0.9999934,-6.8016615e-10,1.4617427e-09,0.0036482369,2
201151996,201151729,-0.45816648,0.011693573,-0.013032794,0.8886939,0.9999934,-6.8016615e-10,1.4617427e-09,0.0036482369,2
201156990,201156729,-0.4581769,0.01169093,-0.013037048,0.8886886,0.9999934,-6.8016615e-10,1.4617427e-09,0.0036482369,2
201161989,201161729,-0.4581877,0.011687649,-0.013030183,0.8886831,0.9999934,-6.8016615e-10,1.4617427e-09,0.0036482369,2
201167017,201166729,-0.45818034,0.011672663,-0.01301133,0.8886875,0.9999934,-6.8016615e-10,1.4617427e-09,0.0036482369,2
201172023,201171729,-0.45817935,0.011675655,-0.013013517,0.8886878,0.9999934,-6.8016615e-10,1.4617427e-09,0.0036482369,2
201176985,201176729,-0.4581685,0.0116839865,-0.013015554,0.8886933,0.9999934,-6.8016615e-10,1.4617427e-09,0.0036482369,2
201181985,201181729,-0.4581598,0.011681964,-0.013013824,0.8886978,0.9999934,-6.8016615e-10,1.4617427e-09,0.0036482369,2
