timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
201010605,201010479,3407898,-4.233633,-0.009576807,-13.386324,22.403381,0,0,0,0,7
202010630,202010479,3407898,2.5028386,2.408567,-8.186225,22.644928,0,0,0,0,8
203010611,203010479,3407898,3.8653638,1.4727334,-9.949329,22.576992,0,0,0,0,8
204010627,204010479,3407898,-3.643975,-7.3897038,-10.511743,22.433575,0,0,0,0,8
205010609,205010479,3407898,1.7549498,-0.5542577,-4.6621094,22.554348,0,0,0,0,8
206010625,206010479,3407898,0.42916065,5.6227827,-10.773908,22.765701,0,0,0,0,8
207010609,207010479,3407898,-2.381632,-1.4646529,-6.9982514,22.509058,0,0,0,0,8
208010627,208010479,3407898,1.7561469,-4.8614264,-5.7963624,22.592089,0,0,0,0,8
209010611,209010479,3407898,-12.45344,0.7230489,-3.630807,22.524155,0,0,0,0,8
210010617,210010479,3407898,-2.6910827,-0.2695187,-17.816965,22.541409,0,0,0,0,7
212010631,212010479,3407898,3.9785647,22.91251,-3.5571852,22.644928,0,0,0,0,8
213010610,213010479,3407898,-3.816956,1.3670892,13.1794815,22.614735,0,0,0,0,8
214010626,214010479,3407898,-11.465832,7.727286,-9.169792,22.509058,0,0,0,0,8
215010611,215010479,3407898,-6.8318543,-1.8543092,-23.713371,22.622282,0,0,0,0,8
216010625,216010479,3407898,12.582129,8.459911,3.8432922,22.524155,0,0,0,0,8
217010610,217010479,3407898,-56.147022,-4.547786,-11.763311,22.705315,0,0,0,0,8
218010626,218010479,3407898,-49.49174,-3.1771057,-7.465719,22.599638,0,0,0,0,8
219010609,219010479,3407898,26.89706,23.839664,-23.922863,22.448671,0,0,0,0,8
220010627,220010479,3407898,-47.474625,-5.6790466,6.76781,22.644928,0,0,0,0,8
221010622,221010479,3407898,22.11943,14.264055,0.8511387,22.531702,0,0,0,0,8
222010625,222010479,3407898,-3.1591492,-1.3874398,-0.516549,22.426027,0,0,0,0,8
223010609,223010479,3407898,-7.463325,2.3493104,-4.4436383,22.644928,0,0,0,0,8
224010625,224010479,3407898,1.0887632,-4.336498,-0.47285482,22.660025,0,0,0,0,8
225010609,225010479,3407898,8.16363,8.783129,-7.117363,22.667572,0,0,0,0,8
