timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,wheel_rate_integ
349366830,0.25475165,0.06559762,-0.07051776,0.0
349386825,0.25475165,0.06559518,-0.07050245,0.0
349406826,0.25475165,0.06514751,-0.070492,0.0
349426825,0.25475165,0.06486369,-0.07050838,0.0
349446826,0.25475165,0.06483549,-0.07049961,0.0
349466826,0.25475165,0.06451385,-0.07051193,0.0
349486825,0.25475165,0.06444871,-0.07051695,0.0
349506826,0.25475165,0.06451542,-0.070520274,0.0
349526826,0.25475165,0.06432434,-0.07053923,0.0
349546833,0.25475165,0.06430209,-0.07053928,0.0
349566826,0.25475165,0.06423699,-0.0705355,0.0
349586825,0.25475165,0.06394504,-0.07054287,0.0
349606826,0.25475165,0.063837536,-0.070573345,0.0
349626825,0.25475165,0.063674755,-0.070608616,0.0
349646825,0.25475165,0.06340812,-0.070608616,0.0
349666827,0.25475165,0.06339379,-0.07087281,0.0
349686826,0.25475165,0.06332481,-0.07087281,0.0
349706826,0.25475165,0.06323829,-0.071433105,0.0
349726826,0.25475165,0.06352772,-0.071433105,0.0
349746827,0.25475165,0.063625716,-0.071433105,0.0
349766827,0.25475165,0.06367914,-0.071433105,0.0
349786824,0.25475165,0.06397125,-0.071433105,0.0
349806827,0.25475165,0.063853644,-0.07141908,0.0
349826825,0.25475165,0.064027466,-0.07141908,0.0
349846824,0.25475165,0.06444419,-0.07141908,0.0
349866827,0.25475165,0.06458517,-0.07141908,0.0
349886826,0.25475165,0.064873226,-0.07141908,0.0
349906824,0.25475165,0.06512935,-0.07241164,0.0
349926826,0.25475165,0.06532708,-0.07241164,0.0
349946830,0.25475165,0.06572167,-0.07241164,0.0
349966824,0.25475165,0.06608804,-0.07241164,0.0
349986825,0.25475165,0.066149145,-0.07241164,0.0
350006826,0.25475165,0.06627805,-0.07324929,0.0
350026824,0.25475165,0.06657773,-0.07324929,0.0
350046826,0.25475165,0.06659453,-0.07324929,0.0
350066824,0.25475165,0.066811725,-0.07324929,0.0
350086828,0.25475165,0.06695366,-0.07324929,0.0
350106824,0.25475165,0.06676223,-0.07324929,0.0
350126824,0.25475165,0.06692718,-0.07324929,0.0
350146827,0.25475165,0.066900745,-0.07324929,0.0
350166825,0.25475165,0.066664964,-0.07324929,0.0
350186828,0.25475165,0.06673645,-0.07324929,0.0
350286833,0.25475165,0.06608313,-0.07358123,0.0
350306824,0.25475165,0.06613769,-0.07366446,0.0
350326825,0.25475165,0.065913,-0.07368579,0.0
350346825,0.25475165,0.065787695,-0.073725335,0.0
350366826,0.25475165,0.06584894,-0.07377989,0.0
350386824,0.25475165,0.06565174,-0.073796794,0.0
