timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],gyro_clipping[0],gyro_clipping[1],gyro_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
200961948,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6416.4565,6416.4565,0.32699153,0.0052666636,2.0044023e-10,-0.13538712,0.28573596,-9.968456,-0.012625686,-0.0015864498,0.0003848132,4.2215314,1.5875672,1.6442922,0.0011113888,0.0003652084,0.00016644385,22.56016,22.56016
202001914,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6416.4785,6416.4785,0.42720106,0.0070298663,2.235685e-10,-0.13280977,0.2670353,-9.940105,-0.01264497,-0.0012890932,0.00059399253,6.218221,0.7912229,1.6493684,0.00065833074,0.00056746043,0.000113227,22.559277,22.559277
202941942,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6416.4746,6416.4746,0.45551804,0.008068979,2.9201838e-10,-0.15849182,0.32987824,-9.963445,-0.013781439,-0.0012675944,6.536636e-05,4.9702353,1.078543,1.6506821,0.0010973531,0.00052530575,0.00018430703,22.555094,22.555094
203986916,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6416.4697,6416.4697,0.7586093,0.011649137,1.058129e-09,-0.11669257,0.33567464,-9.964052,-0.013090993,-0.001338775,0.0013045212,15.4078865,29.386883,1.9727083,0.0029153093,0.000698904,0.0005313572,22.56312,22.56312
204921938,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6416.5073,6416.5073,3.4376807,0.05193201,6.039162e-09,-0.28544044,0.18943888,-9.98342,-0.01051491,-0.0023579507,0.00014656327,26.75093,19.5442,39.81353,0.0110984035,0.011652206,0.0016011246,22.581831,22.581831
205966917,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6416.5645,6416.5645,3.899903,0.06109153,5.084348e-08,-0.08628942,0.08167209,-10.239427,-0.22149898,-0.12592551,0.12650229,126.69145,55.705105,69.58941,0.059019867,0.040314153,0.008960337,22.578571,22.578571
207001949,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6416.605,6416.605,4.9581985,0.07668364,3.858308e-08,-0.018626481,0.0392097,-10.340166,0.06364445,0.07307995,0.04777043,93.77226,36.339558,78.98158,0.023648072,0.026158974,0.0057888725,22.559736,22.559736
207941913,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6416.612,6416.612,3.788541,0.06183842,5.017171e-08,-0.17492247,-0.095964275,-10.158861,0.072384626,-0.022856064,-0.16898003,55.750275,29.74676,43.3212,0.017525803,0.011845745,0.004639138,22.578783,22.578783
208981949,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6416.6055,6416.6055,4.41801,0.07607062,3.881801e-08,-0.0717482,-0.04505012,-10.114113,0.008650407,-0.1318068,0.04143367,75.90475,45.9193,62.414036,0.019178906,0.020388404,0.0033540104,22.600624,22.600624
209926914,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6416.6084,6416.6084,3.9445987,0.06509311,4.8753705e-08,-0.27546805,-0.11048689,-10.209206,-0.04663969,0.09104929,0.14904116,94.47933,65.65125,58.845997,0.023120841,0.028771995,0.013144976,22.598602,22.598602
211906913,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6416.636,6416.636,4.612413,0.07478661,5.4096308e-08,-0.31847763,-0.01452221,-8.407649,-0.07384129,-0.05261484,-0.07923297,146.68904,56.8311,53.02634,0.06752248,0.036735494,0.005539073,22.57676,22.57676
212951941,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6416.674,6416.674,5.502158,0.07932093,5.962621e-08,-0.5347303,-0.028083608,-10.151597,-0.065025784,0.057193298,-0.019664593,501.32797,151.55377,216.01385,0.12632607,0.1202669,0.014205618,22.582348,22.582348
213996924,3407898,3407898,0,0,0,0,0,0,0,0,799.99994,799.99994,6416.68,6416.68,4.348797,0.0711805,2.9619795e-08,-0.41370484,0.041639306,-10.0644455,0.015538899,-0.08817692,0.036248364,178.65749,57.810673,79.579926,0.051765796,0.058688454,0.005076421,22.597689,22.597689
214941938,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6416.675,6416.675,4.524045,0.068112426,3.6614992e-08,-0.36199093,0.53404415,-9.998108,0.0044329413,0.052366953,-0.020115858,328.47955,98.108604,118.04358,0.09089776,0.06492255,0.0072402786,22.5834,22.5834
215986919,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6416.696,6416.696,5.712882,0.081428014,1.245051e-07,-0.7891454,-0.15252686,-10.004897,-0.08786876,-0.28197634,-0.12169253,989.99854,144.147,235.5351,0.08195417,0.14427663,0.012281551,22.603924,22.603924
216911945,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6416.682,6416.682,6.6251154,0.092548504,1.7946341e-07,-0.99700856,0.3473863,-10.104548,0.033311795,0.45915604,0.020104768,973.9676,309.18842,262.1,0.15955192,0.13739957,0.030526439,22.605585,22.605585
217951924,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6416.6865,6416.6865,7.451584,0.11685866,2.962088e-07,-1.0604151,0.17371595,-10.197505,0.08059588,-0.7679983,0.023567436,1184.785,336.33057,376.30026,0.20228724,0.12780395,0.031212134,22.58687,22.58687
