timestamp,timestamp_sample,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4],yaw_composite_valid
201013955,200823648,-1.8104324,3.7814329,-2.5065384,-1.2642726,-0.013241214,1.2544813,2.5235384,0.0127106095,0.011571112,0.010986532,0.011782582,0.012861614,-0.08656824,-0.08634302,-0.0873564,-0.08823392,-0.08773422,0.20475927,0.2053216,0.19849965,0.1938104,0.19760907,0
202013965,201823647,-1.1723311,3.4936137,-2.502874,-1.2566001,-0.01200782,1.2475497,2.5181565,-0.06996612,-0.06821287,-0.06504466,-0.064803466,-0.067879915,0.048848357,0.046095088,0.046881437,0.050170165,0.051394373,0.20135756,0.20596787,0.202268,0.19547868,0.1949279,0
203013985,202823648,-1.1775503,3.4733148,-2.500081,-1.2564703,-0.014765801,1.2456332,2.5197155,0.011872716,0.010630285,0.011880828,0.013953367,0.01395195,0.088398516,0.0866497,0.08491055,0.085562274,0.087753154,0.20170794,0.20741607,0.20278049,0.1943721,0.19372337,0
204013958,203823648,-1.2663753,3.4335432,-2.4957707,-1.2579298,-0.020146424,1.2435935,2.523789,-0.00032200664,0.00016575307,0.0004858151,0.000199534,-0.000305254,-0.016642177,-0.016818475,-0.016413629,-0.015976228,-0.016120724,0.20310265,0.20995452,0.20288575,0.19196597,0.19209115,0
205013951,204823648,-0.73375064,3.7725966,-2.50574,-1.2531812,-0.0073314877,1.2467844,2.512704,-0.006499486,-0.016424244,-0.018418146,-0.009745508,-0.002242866,0.011035766,0.009813009,7.287634e-05,-0.0049439445,0.0018579925,0.19907531,0.20398451,0.20336421,0.19809745,0.19547856,0
206013961,205823648,-1.907939,0.9446669,-2.259891,-1.4687788,-0.39455542,1.324074,3.0082822,-0.05838284,-0.056100294,-0.13274664,-0.20879696,-0.12906653,-0.055042647,0.017235924,0.06341074,-0.02094665,-0.097156174,0.41174692,0.38700983,0.08204117,0.021113198,0.09808896,0
207013950,206823648,-1.8021843,0.2969974,-2.0395932,-1.5258552,-0.6950096,1.463269,-2.8355684,0.063918754,0.05700161,0.09290018,0.20383938,0.10815509,0.08906451,0.04819161,-0.007985096,0.059183054,0.12783304,0.48899153,0.45566648,0.023775797,0.0003835321,0.031182557,0
208013980,207823647,-1.9411502,0.22715935,-2.1440468,-1.6687208,-0.85086256,1.4726919,-2.860053,-0.04595992,-0.05693941,-0.055880696,0.019412711,-0.019237846,0.034552835,0.01880509,-0.013617717,-0.011182126,0.04489521,0.5396753,0.41500062,0.012163761,0.00011830249,0.033041976,0
209013948,208823648,-2.191715,0.16572948,-2.3004293,-1.9023815,-1.1401389,1.5524154,-2.8767254,0.10556784,0.14624624,0.21016902,0.121850155,0.059776917,0.09197,0.08583477,0.11906464,0.26770958,0.13138646,0.6357983,0.32220626,0.0025629168,8.094344e-06,0.03942461,0
210013983,209823648,-1.9903144,0.035823375,-2.008069,-1.9045144,-1.6786801,2.3417058,-2.1740878,-0.004514396,0.019937396,0.07718104,-0.02728653,-0.040552795,0.061968446,0.050068617,0.034092426,0.44768566,0.08635992,0.65966886,0.33421677,0.00012237241,1.1951606e-06,0.005990816,1
