timestamp,voltage5v_v,voltage_payload_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid,payload_v_valid
327058311,4.9711485,0.0,3.3171203,3.2783477,3.2946625,3.2787507,15,0,1,0,1,0,0,0,0,0
327558309,4.993405,0.0,3.2853973,3.279657,3.294461,3.2798584,15,0,1,0,1,0,0,0,0,0
328058308,4.975177,0.0,3.3157103,3.276233,3.2946625,3.278247,15,0,1,0,1,0,0,0,0,0
328558308,4.9695373,0.0,3.2898285,3.2766356,3.295468,3.2767365,15,0,1,0,1,0,0,0,0,0
329058313,4.9532228,0.0,3.2907348,3.2774413,3.2885191,3.2759306,15,0,1,0,1,0,0,0,0,0
329558308,4.9766874,0.0,3.305136,3.2793548,3.2966766,3.2794554,15,0,1,0,1,0,0,0,0,0
330058308,4.972458,0.0,3.287915,3.2801604,3.2938569,3.2793548,15,0,1,0,1,0,0,0,0,0
330558309,4.9733644,0.0,3.3047333,3.278952,3.2945616,3.280362,15,0,1,0,1,0,0,0,0,0
331058309,4.9819245,0.0,3.2967772,3.27724,3.2935545,3.2808654,15,0,1,0,1,0,0,0,0,0
331558308,4.9705443,0.0,3.3057404,3.276233,3.2964752,3.2773407,15,0,1,0,1,0,0,0,0,0
332058311,4.980414,0.0,3.3152068,3.276837,3.2915404,3.2771392,15,0,1,0,1,0,0,0,0,0
332558307,4.9783998,0.0,3.3074524,3.2804625,3.2943604,3.2774413,15,0,1,0,1,0,0,0,0,0
333058308,4.985348,0.0,3.2887206,3.2752259,3.2939575,3.283081,15,0,1,0,1,0,0,0,0,0
333558309,4.966516,0.0,3.3174224,3.2777436,3.2960722,3.2838867,15,0,1,0,1,0,0,0,0,0
334058309,4.9846435,0.0,3.2864044,3.2805634,3.2924469,3.280664,15,0,1,0,1,0,0,0,0,0
334558309,4.984442,0.0,3.3054383,3.2791533,3.2919433,3.281369,15,0,1,0,1,0,0,0,0,0
335058312,4.9752774,0.0,3.2899292,3.280362,3.2949646,3.2829802,15,0,1,0,1,0,0,0,0,0
335558307,4.9766874,0.0,3.3188324,3.2786498,3.2957702,3.2785492,15,0,1,0,1,0,0,0,0,0
336058326,4.985953,0.0,3.2855988,3.2811675,3.2909362,3.27724,15,0,1,0,1,0,0,0,0,0
336558309,4.9774933,0.0,3.3132935,3.276837,3.295166,3.2804625,15,0,1,0,1,0,0,0,0,0
337058310,4.980313,0.0,3.2877135,3.2777436,3.2917418,3.2833831,15,0,1,0,1,0,0,0,0,0
337558308,4.979205,0.0,3.3185303,3.2778442,3.2955687,3.2774413,15,0,1,0,1,0,0,0,0,0
338058310,4.983032,0.0,3.2917418,3.276837,3.2938569,3.2774413,15,0,1,0,1,0,0,0,0,0
338558308,4.983737,0.0,3.288318,3.2812684,3.2942595,3.2795563,15,0,1,0,1,0,0,0,0,0
339558309,4.992096,0.0,3.2887206,3.2794554,3.2915404,3.2779448,15,0,1,0,1,0,0,0,0,0
340058310,4.9984403,0.0,3.2856994,3.2797577,3.2953675,3.279657,15,0,1,0,1,0,0,0,0,0
340558307,5.001059,0.0,3.290332,3.2795563,3.295871,3.2795563,15,0,1,0,1,0,0,0,0,0
341058308,4.9942107,0.0,3.2955687,3.276233,3.2912383,3.2795563,15,0,1,0,1,0,0,0,0,0
341558308,4.9987426,0.0,3.290332,3.2793548,3.2943604,3.2791533,15,0,1,0,1,0,0,0,0,0
342058306,4.985852,0.0,3.3169188,3.2790527,3.2983887,3.279959,15,0,1,0,1,0,0,0,0,0
342558309,4.9903836,0.0,3.288217,3.2791533,3.2943604,3.2783477,15,0,1,0,1,0,0,0,0,0
343058308,4.9925995,0.0,3.3139985,3.2766356,3.2960722,3.2786498,15,0,1,0,1,0,0,0,0,0
343558307,4.9994473,0.0,3.287512,3.279657,3.2942595,3.2792542,15,0,1,0,1,0,0,0,0,0
344058309,4.99129,0.0,3.2888215,3.2774413,3.2936554,3.2818725,15,0,1,0,1,0,0,0,0,0
344558308,5.001059,0.0,3.3161132,3.2777436,3.295166,3.2753265,15,0,1,0,1,0,0,0,0,0
345058310,4.9870605,0.0,3.2976837,3.2785492,3.2916412,3.279959,15,0,1,0,1,0,0,0,0,0
345558308,5.010525,0.0,3.294058,3.276837,3.295166,3.2793548,15,0,1,0,1,0,0,0,0,0
346058309,4.9919953,0.0,3.3144011,3.2769377,3.2960722,3.274118,15,0,1,0,1,0,0,0,0,0
346558308,4.988571,0.0,3.288922,3.2798584,3.294159,3.2787507,15,0,1,0,1,0,0,0,0,0
347058307,4.9943113,0.0,3.2978852,3.2770386,3.2952666,3.279657,15,0,1,0,1,0,0,0,0,0
347558309,4.985348,0.0,3.3083587,3.2794554,3.294461,3.2787507,15,0,1,0,1,0,0,0,0,0
348058308,5.00831,0.0,3.3119843,3.2760315,3.296173,3.2760315,15,0,1,0,1,0,0,0,0,0
348558310,5.0007567,0.0,3.3181274,3.2786498,3.2929504,3.2774413,15,0,1,0,1,0,0,0,0,0
349058309,4.9933043,0.0,3.3156097,3.276837,3.2960722,3.2783477,15,0,1,0,1,0,0,0,0,0
349558308,4.998843,0.0,3.3125885,3.2779448,3.2904327,3.2804625,15,0,1,0,1,0,0,0,0,0
350058310,4.996426,0.0,3.3156097,3.2764342,3.2885191,3.2763336,15,0,1,0,1,0,0,0,0,0
351058308,4.99411,0.0,3.3173218,3.2774413,3.2924469,3.2780457,15,0,1,0,1,0,0,0,0,0
351558308,5.000354,0.0,3.2897277,3.275528,3.2918427,3.2779448,15,0,1,0,1,0,0,0,0,0
352058309,4.9862547,0.0,3.2878144,3.278952,3.2912383,3.2805634,15,0,1,0,1,0,0,0,0,0
352558307,4.9960237,0.0,3.3146026,3.2778442,3.2945616,3.2773407,15,0,1,0,1,0,0,0,0,0
353058310,5.001764,0.0,3.3109772,3.2776427,3.2916412,3.280362,15,0,1,0,1,0,0,0,0,0
353558308,4.9876647,0.0,3.313495,3.2769377,3.295468,3.2777436,15,0,1,0,1,0,0,0,0,0
354058307,4.999246,0.0,3.2907348,3.2764342,3.2935545,3.279657,15,0,1,0,1,0,0,0,0,0
354558308,5.001059,0.0,3.2858002,3.279959,3.2931519,3.2785492,15,0,1,0,1,0,0,0,0,0
355058308,4.9953184,0.0,3.3143005,3.2780457,3.2957702,3.2774413,15,0,1,0,1,0,0,0,0,0
355558308,4.995117,0.0,3.2851958,3.277542,3.293454,3.2793548,15,0,1,0,1,0,0,0,0,0
356058311,4.997433,0.0,3.3129914,3.281067,3.2950652,3.2786498,15,0,1,0,1,0,0,0,0,0
356558307,5.0026703,0.0,3.2856994,3.276837,3.2963746,3.278247,15,0,1,0,1,0,0,0,0,0
357058309,4.99552,0.0,3.3050354,3.2801604,3.2965758,3.279657,15,0,1,0,1,0,0,0,0,0
357558308,5.0028715,0.0,3.3042297,3.276837,3.294058,3.281067,15,0,1,0,1,0,0,0,0,0
358058308,4.9832335,0.0,3.2849944,3.2784483,3.292044,3.2760315,15,0,1,0,1,0,0,0,0,0
358558308,5.0088134,0.0,3.3149047,3.2763336,3.2926483,3.2819731,15,0,1,0,1,0,0,0,0,0
359058307,5.002368,0.0,3.2977843,3.281067,3.2946625,3.2790527,15,0,1,0,1,0,0,0,0,0
359558311,5.000656,0.0,3.2994964,3.2749236,3.2956696,3.2814696,15,0,1,0,1,0,0,0,0,0
360058313,4.9812193,0.0,3.2870085,3.2801604,3.2918427,3.276535,15,0,1,0,1,0,0,0,0,0
