timestamp,voltage5v_v,voltage_payload_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid,payload_v_valid
300058308,4.9782987,0.0,3.3160126,3.2779448,3.2963746,3.2786498,15,0,1,0,1,0,0,0,0,0
300558310,4.97135,0.0,3.285498,3.278952,3.294159,3.2783477,15,0,1,0,1,0,0,0,0,0
301058309,4.976184,0.0,3.2847931,3.2797577,3.2943604,3.282376,15,0,1,0,1,0,0,0,0,0
301558308,4.988269,0.0,3.3191345,3.2786498,3.296173,3.277542,15,0,1,0,1,0,0,0,0,0
302058310,4.986758,0.0,3.30141,3.2780457,3.2921448,3.2776427,15,0,1,0,1,0,0,0,0,0
302558309,4.975479,0.0,3.2917418,3.2790527,3.2933533,3.282779,15,0,1,0,1,0,0,0,0,0
303058308,4.972458,0.0,3.3125885,3.2783477,3.293051,3.2818725,15,0,1,0,1,0,0,0,0,0
303558310,4.9789033,0.0,3.3149047,3.2769377,3.2945616,3.2824767,15,0,1,0,1,0,0,0,0,0
304058309,4.977795,0.0,3.3158112,3.2778442,3.2956696,3.2766356,15,0,1,0,1,0,0,0,0,0
305058309,4.971048,0.0,3.313092,3.2769377,3.2925475,3.2797577,15,0,1,0,1,0,0,0,0,0
305558309,4.9913907,0.0,3.287512,3.278952,3.2923462,3.2804625,15,0,1,0,1,0,0,0,0,0
306058309,4.972055,0.0,3.3125885,3.276233,3.2933533,3.2784483,15,0,1,0,1,0,0,0,0,0
306558308,4.9719543,0.0,3.2891235,3.2807648,3.2939575,3.2774413,15,0,1,0,1,0,0,0,0,0
307058308,4.9877653,0.0,3.2978852,3.2769377,3.2963746,3.2805634,15,0,1,0,1,0,0,0,0,0
307558309,4.9717526,0.0,3.315509,3.27724,3.2989929,3.2795563,15,0,1,0,1,0,0,0,0,0
308058309,4.9785004,0.0,3.300604,3.275528,3.2967772,3.2795563,15,0,1,0,1,0,0,0,0,0
308558309,4.9573517,0.0,3.287915,3.2811675,3.293051,3.2779448,15,0,1,0,1,0,0,0,0,0
309058309,4.967322,0.0,3.313495,3.2770386,3.2942595,3.2808654,15,0,1,0,1,0,0,0,0,0
309558311,4.977896,0.0,3.2909362,3.2812684,3.2892241,3.2723053,15,0,1,0,1,0,0,0,0,0
310058308,4.97135,0.0,3.2849944,3.27724,3.2921448,3.2764342,15,0,1,0,1,0,0,0,0,0
310558309,4.9901824,0.0,3.3183289,3.2793548,3.2962737,3.2832825,15,0,1,0,1,0,0,0,0,0
311058309,4.98132,0.0,3.2858002,3.2784483,3.2942595,3.2776427,15,0,1,0,1,0,0,0,0,0
312058309,4.9785004,0.0,3.2908356,3.2795563,3.2939575,3.2767365,15,0,1,0,1,0,0,0,0,0
312558309,4.9762845,0.0,3.3063445,3.2763336,3.2945616,3.2784483,15,0,1,0,1,0,0,0,0,0
313058307,4.972458,0.0,3.2924469,3.281067,3.2946625,3.2787507,15,0,1,0,1,0,0,0,0,0
313558330,4.976587,0.0,3.3157103,3.2812684,3.294461,3.2790527,15,0,1,0,1,0,0,0,0,0
314058312,4.9662137,0.0,3.294058,3.2766356,3.294461,3.2780457,15,0,1,0,1,0,0,0,0,0
314558308,4.9895782,0.0,3.2926483,3.278952,3.2916412,3.2795563,15,0,1,0,1,0,0,0,0,0
315058310,4.9746733,0.0,3.2914398,3.279657,3.294461,3.2790527,15,0,1,0,1,0,0,0,0,0
315558312,4.9797087,0.0,3.3052368,3.2800598,3.292044,3.278247,15,0,1,0,1,0,0,0,0,0
316058308,4.971249,0.0,3.3150055,3.2778442,3.294058,3.2770386,15,0,1,0,1,0,0,0,0,0
316558308,4.977997,0.0,3.2923462,3.2774413,3.2915404,3.2769377,15,0,1,0,1,0,0,0,0,0
317058309,4.9825287,0.0,3.3161132,3.2785492,3.2910368,3.2829802,15,0,1,0,1,0,0,0,0,0
318058309,4.9862547,0.0,3.2881165,3.2818725,3.2910368,3.278247,15,0,1,0,1,0,0,0,0,0
318558309,4.965912,0.0,3.3181274,3.276837,3.2923462,3.281369,15,0,1,0,1,0,0,0,0,0
319058308,4.988571,0.0,3.2963746,3.276132,3.2912383,3.279657,15,0,1,0,1,0,0,0,0,0
319558309,4.972861,0.0,3.2982879,3.2776427,3.2955687,3.2805634,15,0,1,0,1,0,0,0,0,0
320058310,4.988571,0.0,3.2853973,3.2780457,3.2900298,3.2786498,15,0,1,0,1,0,0,0,0,0
320558311,4.9821258,0.0,3.2915404,3.2795563,3.294864,3.2771392,15,0,1,0,1,0,0,0,0,0
321058310,4.977896,0.0,3.3078551,3.2798584,3.2959716,3.2784483,15,0,1,0,1,0,0,0,0,0
321558308,4.988873,0.0,3.2853973,3.281671,3.292044,3.2774413,15,0,1,0,1,0,0,0,0,0
322058308,4.973767,0.0,3.3084595,3.2774413,3.293051,3.2763336,15,0,1,0,1,0,0,0,0,0
322558308,4.9863553,0.0,3.3139985,3.2753265,3.294058,3.2804625,15,0,1,0,1,0,0,0,0,0
323058312,4.966919,0.0,3.3052368,3.2800598,3.2924469,3.2821746,15,0,1,0,1,0,0,0,0,0
323558311,4.982428,0.0,3.286203,3.2791533,3.2917418,3.2770386,15,0,1,0,1,0,0,0,0,0
324058309,4.9959226,0.0,3.2922454,3.2797577,3.2966766,3.2807648,15,0,1,0,1,0,0,0,0,0
324558309,4.977896,0.0,3.2851958,3.2798584,3.2908356,3.2812684,15,0,1,0,1,0,0,0,0,0
325058310,4.9811187,0.0,3.3183289,3.2777436,3.2950652,3.2778442,15,0,1,0,1,0,0,0,0,0
325558308,4.9798093,0.0,3.2870085,3.280664,3.2912383,3.275528,15,0,1,0,1,0,0,0,0,0
326058311,4.9783998,0.0,3.3171203,3.2779448,3.2959716,3.280664,15,0,1,0,1,0,0,0,0,0
326558308,4.980212,0.0,3.3057404,3.2801604,3.2976837,3.279959,15,0,1,0,1,0,0,0,0,0
