timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
200553791,200553648,-0.46170413,0.01481121,-0.015563923,0.8867738,0.99999475,4.1324155e-10,3.186446e-09,0.0032514941,2
201053824,201053652,-0.4618511,0.014822924,-0.0156018315,0.8866964,0.99999475,4.1324155e-10,3.186446e-09,0.0032514941,2
201553789,201553648,-0.46211886,0.014826892,-0.015685994,0.8865553,0.99999475,4.1324155e-10,3.186446e-09,0.0032514941,2
202053792,202053649,-0.46227372,0.014778098,-0.015778942,0.8864737,0.99999475,4.1324155e-10,3.186446e-09,0.0032514941,2
202553793,202553648,-0.46243644,0.0147735365,-0.0158178,0.8863883,0.99999475,4.1324155e-10,3.186446e-09,0.0032514941,2
203053805,203053648,-0.4626027,0.01474764,-0.015816404,0.886302,0.99999475,4.1324155e-10,3.186446e-09,0.0032514941,2
203553789,203553648,-0.46284813,0.014713246,-0.015801232,0.8861747,0.99999475,4.1324155e-10,3.186446e-09,0.0032514941,2
204053792,204053648,-0.46303633,0.014713356,-0.015834263,0.88607574,0.99999475,4.1324155e-10,3.186446e-09,0.0032514941,2
204553788,204553648,-0.46297404,0.0144575825,-0.015754413,0.8861139,0.99999475,4.1324155e-10,3.186446e-09,0.0032514941,2
205053790,205053648,-0.46314397,0.01391243,-0.015405701,0.88604,0.99999475,4.1324155e-10,3.186446e-09,0.0032514941,2
205553796,205553648,-0.46603042,-0.005988302,0.012274596,0.8846633,0.99999475,4.1324155e-10,3.186446e-09,0.0032514941,2
206053790,206053648,-0.49625888,0.0060513206,-0.013497065,0.8680486,0.99999475,4.1324155e-10,3.186446e-09,0.0032514941,2
207053791,207053648,-0.5202281,0.013182681,-0.009911608,0.8538682,0.99999475,4.1324155e-10,3.186446e-09,0.0032514941,2
207553790,207553648,-0.51150465,0.00847412,-0.013568176,0.8591316,0.99999475,4.1324155e-10,3.186446e-09,0.0032514941,2
208053795,208053648,-0.48023584,-0.005444604,0.014275219,0.8770063,0.99999475,4.1324155e-10,3.186446e-09,0.0032514941,2
208553798,208553648,-0.4463456,0.012401757,0.015565834,0.8946393,0.99983424,8.1299345e-10,5.878468e-10,-0.018213002,3
209053788,209053648,-0.45331845,0.053743,0.029016316,0.88925374,0.99983424,8.1299345e-10,5.878468e-10,-0.018213002,3
209553788,209553648,-0.4999468,0.062159467,0.03402264,0.86315227,0.99983424,8.1299345e-10,5.878468e-10,-0.018213002,3
210053792,210053647,-0.53983516,0.07201642,0.03795309,0.8378254,0.99983424,8.1299345e-10,5.878468e-10,-0.018213002,3
210553796,210553648,-0.54056865,0.061108336,0.043621115,0.837943,0.99983424,8.1299345e-10,5.878468e-10,-0.018213002,3
211553791,211553648,-0.56456625,0.01452547,0.017065186,0.8250835,0.99983424,8.1299345e-10,5.878468e-10,-0.018213002,3
212053789,212053648,-0.55133635,0.015337402,0.0035323452,0.83413464,0.99983424,8.1299345e-10,5.878468e-10,-0.018213002,3
212553790,212553649,-0.550573,-0.016922291,-0.0131814685,0.83451146,0.99983424,8.1299345e-10,5.878468e-10,-0.018213002,3
213053791,213053648,-0.5519968,-0.057799958,-0.048432168,0.8304295,0.99983424,8.1299345e-10,5.878468e-10,-0.018213002,3
213553790,213553648,-0.5637687,-0.028402004,-0.04162329,0.82439417,0.99983424,8.1299345e-10,5.878468e-10,-0.018213002,3
214053791,214053648,-0.5733531,-0.020338058,-0.028646814,0.8185549,0.99983424,8.1299345e-10,5.878468e-10,-0.018213002,3
214553800,214553648,-0.5772732,0.008455783,-0.016588978,0.8163388,0.99983424,8.1299345e-10,5.878468e-10,-0.018213002,3
215053796,215053648,-0.57508135,0.020979075,-0.009296345,0.8177744,0.99983424,8.1299345e-10,5.878468e-10,-0.018213002,3
