timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
199314192,199123649,3407890,-0.0022957341,-0.0034725962,0.0008180295,0.15,1.8850886e-07,1.8870993e-07,3.936852e-07,3407890,-0.0033696177,-0.012353225,0.025101287,0.4,0.0019371096,0.0019855325,1.544326e-05,466953,0.0006798962,0.0002421039,-0.007525085,0.5,0.001163918,0.0011640263,0.001250037,1,1,1,0,1,0
200323940,200133649,3407890,-0.0022974536,-0.0034848829,0.00081391056,0.15,1.8859619e-07,1.8879615e-07,3.937353e-07,3407890,-0.0033655341,-0.012356978,0.025076644,0.4,0.0019372037,0.0019856265,1.5428084e-05,466953,0.0006968465,0.00025521798,-0.0075187646,0.5,0.0011638873,0.0011640096,0.0012500337,1,1,1,0,1,0
201334127,201143648,3407890,-0.0022957292,-0.0034860515,0.0007952089,0.15,1.8784642e-07,1.88052e-07,3.937446e-07,3407890,-0.0033657083,-0.012356377,0.02505944,0.4,0.0019372978,0.0019857206,1.5402893e-05,466953,0.0007060309,0.00024135012,-0.007517401,0.5,0.001163812,0.001163948,0.0012500299,1,1,1,0,1,0
202344133,202153648,3407890,-0.0022952978,-0.0034942375,0.00077703217,0.15,1.879374e-07,1.8814139e-07,3.9380623e-07,3407890,-0.0033671798,-0.012354156,0.02509805,0.4,0.0019373903,0.0019858147,1.538808e-05,466953,0.0007647892,0.00025270585,-0.0075112083,0.5,0.0011636673,0.0011638165,0.0012500252,1,1,1,0,1,0
203353971,203163648,3407890,-0.0022997665,-0.0034836896,0.000760578,0.15,1.8802513e-07,1.8823192e-07,3.9386725e-07,3407890,-0.0033755954,-0.012347461,0.02512201,0.4,0.0019374822,0.0019859087,1.5372812e-05,466953,0.00076704205,0.00018988934,-0.0075062457,0.5,0.0011634277,0.0011635985,0.0012500196,1,1,1,0,1,0
204363942,204173648,3407890,-0.0023000215,-0.0034978066,0.0007411195,0.15,1.8830197e-07,1.8851875e-07,3.9461014e-07,3407890,-0.003370128,-0.0123522645,0.02511496,0.4,0.0019375731,0.0019860019,1.5358466e-05,466953,0.00092405896,0.00024991733,-0.007493277,0.5,0.0011630586,0.0011632456,0.0012500123,1,0,1,0,1,0
205373934,205183648,3407890,-0.0023350902,-0.0034895008,0.00072334474,0.15,1.8912618e-07,1.893735e-07,3.9804183e-07,3407890,-0.0033992175,-0.0123368595,0.025138322,0.4,0.0019376628,0.001986093,1.5343265e-05,466953,0.0010061633,0.00013052486,-0.007510766,0.5,0.0011623638,0.0011625863,0.0012499801,1,0,1,0,1,0
205734164,205543648,3407890,-0.0023428975,-0.0034883465,0.0007127529,0.15,1.8984477e-07,1.9006086e-07,3.9875928e-07,3407890,-0.0034076236,-0.0122787515,0.025137525,0.4,0.0019376831,0.0019861057,1.5344021e-05,466953,0.0014207213,-0.00074920256,-0.0077552767,0.5,0.0011601418,0.0011569269,0.0012459276,1,0,1,0,1,0
205884161,205693648,3407890,-0.0023362867,-0.003489876,0.0007079648,0.15,1.8946851e-07,1.8966877e-07,3.991443e-07,3407890,-0.0034256396,-0.012264351,0.025125695,0.4,0.0019376373,0.0019860526,1.5336414e-05,466953,0.0017313556,-0.0020999298,-0.0079454025,0.5,0.0011497422,0.0011399651,0.0012373984,1,0,1,0,1,0
205954216,205763647,3407890,-0.002336021,-0.0034956192,0.0007042863,0.15,1.8922393e-07,1.8944058e-07,3.9925862e-07,3407890,-0.0034846151,-0.012285593,0.025107376,0.4,0.0019375737,0.0019859888,1.5332194e-05,466953,0.0015075245,-0.0032256956,-0.008035273,0.5,0.0011396451,0.0011272316,0.0012335966,1,0,1,0,1,0
