timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
225257183,225210531,466953,-0.06561756,0.116007224,0.4770649,3
225296189,225282027,466953,-0.06327869,0.117115915,0.4759161,3
225400190,225353529,466953,-0.06393123,0.11865568,0.47594884,3
225439179,225425029,466953,-0.064612314,0.12068343,0.47521687,3
225686200,225639528,466953,-0.06324668,0.11145938,0.47912905,3
225725191,225711029,466953,-0.060681146,0.102371715,0.48156995,3
225829180,225782531,466953,-0.059821527,0.098837025,0.48217493,3
225868190,225854027,466953,-0.061106093,0.09832659,0.48140198,3
225972190,225925528,466953,-0.06436268,0.102193356,0.48097944,3
226011184,225997030,466953,-0.06779814,0.10390397,0.48633727,3
226115187,226068532,466953,-0.078138374,0.111989,0.47225934,3
226154208,226140028,466953,-0.08447089,0.121321484,0.47128138,3
226258181,226211528,466953,-0.07325718,0.12860449,0.47285038,3
226297187,226283036,466953,-0.061136182,0.1330998,0.47399125,3
226401186,226354529,466953,-0.0564595,0.13397518,0.47515088,3
226440186,226426029,466953,-0.052893907,0.13503551,0.47490644,3
226544204,226497531,466953,-0.055111587,0.1351004,0.47585687,3
226583198,226569027,466953,-0.0672726,0.12950751,0.46642876,3
226687186,226640528,466953,-0.073098324,0.13475975,0.47186416,3
226726175,226712027,466953,-0.060134348,0.13824074,0.47358415,3
226830186,226783531,466953,-0.048461147,0.14051856,0.47313088,3
226869203,226855029,466953,-0.04316921,0.14336333,0.47345012,3
226973193,226926528,466953,-0.047311638,0.14513214,0.47208613,3
227012184,226998030,466953,-0.054613262,0.14129238,0.48453218,3
227116185,227069530,466953,-0.07110583,0.14197104,0.4609397,3
227155176,227141029,466953,-0.08635479,0.14509398,0.46738172,3
227259180,227212529,466953,-0.07651908,0.14432313,0.4691489,3
227402186,227355531,466953,-0.05889149,0.13594054,0.47485787,3
227441184,227427027,466953,-0.05463367,0.13355845,0.4773894,3
227545192,227498529,466953,-0.056449354,0.13479903,0.47478306,3
227584199,227570035,466953,-0.07289733,0.13512978,0.46737945,3
227688181,227641529,466953,-0.080052376,0.1352704,0.47157335,3
227727185,227713029,466953,-0.06891021,0.13641572,0.47491968,3
227831185,227784528,466953,-0.0587606,0.13708884,0.4757218,3
227870185,227856036,466953,-0.05250671,0.13821045,0.47551855,3
227974182,227927530,466953,-0.05232672,0.1405539,0.4750024,3
228013190,227999028,466953,-0.05585281,0.1448457,0.48487377,3
228117183,228070531,466953,-0.06636114,0.14589125,0.46150917,3
228156186,228142029,466953,-0.07577094,0.15238504,0.46472764,3
228260186,228213529,466953,-0.06525248,0.16117796,0.46384263,3
228299184,228285029,466953,-0.057401534,0.16328028,0.4643968,3
228403201,228356531,466953,-0.05387771,0.1608462,0.46648753,3
228442185,228428030,466953,-0.05212933,0.15333933,0.47026047,3
228546187,228499528,466953,-0.052727636,0.13960566,0.47463897,3
228585186,228571030,466953,-0.06621081,0.12630197,0.4674259,3
228689202,228642530,466953,-0.071418434,0.1219279,0.47354117,3
