timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
201045973,201045671,60.18773288408895,24.83266073389461,-6.6210938,10.988634,-2.0861626e-07,0.2403539,0.2277485,-6.7145977,3,2,1,0
202045978,202045671,60.18773281463056,24.832660637218954,-6.6615863,10.943598,-2.0861626e-07,0.24100749,0.22805357,-6.750942,3,2,1,0
203045965,203045675,60.18773266383765,24.832660476477802,-6.69063,10.91069,-2.0861626e-07,0.24156459,0.22874005,-6.7869625,3,2,1,0
204046006,204045714,60.18773243089366,24.83266030324791,-6.7286844,10.868329,-2.0861626e-07,0.24209309,0.2294033,-6.831016,3,2,1,0
205045983,205045704,60.18773234383113,24.832660413133752,-6.775655,10.818084,-2.0861626e-07,0.24257915,0.22957392,nan,3,2,0,0
206045991,206045694,60.18773331212613,24.832659517839357,-6.657426,10.937911,-2.0861626e-07,0.24301296,0.23020563,nan,3,2,0,0
207045969,207045684,60.18773418886253,24.832659869224123,-6.1057625,11.493658,-2.0861626e-07,0.24348705,0.23024991,nan,3,2,0,0
208045977,208045674,60.18773285709042,24.83266034026658,-5.205619,12.400266,-2.0861626e-07,0.24393505,0.23069221,nan,3,2,0,0
209045958,209045670,60.1877316574104,24.832659475449823,-4.0421495,13.575692,-2.0861626e-07,0.24441123,0.23107098,nan,3,2,0,0
210045976,210045671,60.18772662098764,24.83264402496279,-2.6409936,14.989412,-2.0861626e-07,0.24484642,0.23088169,nan,3,2,0,0
212045973,212045671,60.18770553111031,24.832560712700335,0.5325699,18.173477,-2.0861626e-07,0.24576801,0.23086247,nan,3,2,0,0
213045956,213045671,60.18769683374331,24.832518955502994,1.3638754,19.005466,-2.0861626e-07,0.2462425,0.23139653,nan,3,2,0,0
214045976,214045671,60.187694290780634,24.83250126146938,2.0168743,19.649086,-2.0861626e-07,0.24730821,0.23265488,nan,3,2,0,0
