timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
200451731,32767,32767,32767,32767,32767,32767
200456730,32767,32767,32767,32767,32767,32767
200461729,32767,32767,32767,32767,32767,32767
200466730,32767,32767,32767,32767,32767,32767
200471730,32767,32767,32767,32767,32767,32767
200476729,32767,32767,32767,32767,32767,32767
200481729,32767,32767,32767,32767,32767,32767
200486730,32767,32767,32767,-15,32767,32767
200491730,32767,32767,32767,32767,32767,32767
200496753,32767,32767,32767,32767,32767,32767
200501730,32767,32767,32767,32767,32767,32767
200506730,32767,32767,32767,32767,32767,32767
200511730,32767,32767,32767,32767,32767,32767
200516732,32767,32767,32767,32767,32767,32767
200521729,32767,32767,32767,32767,-36,32767
200526730,32767,32767,32767,32767,32767,32767
200531729,32767,32767,32767,32767,32767,32767
200536729,32767,32767,32767,32767,32767,32767
200541729,32767,32767,32767,32767,32767,32767
200546730,32767,32767,32767,32767,32767,32767
200551729,32767,32767,32767,32767,32767,32767
200556730,32767,32767,32767,32767,32767,32767
200561729,32767,32767,32767,32767,-46,32767
200566730,32767,32767,32767,32767,32767,32767
200571730,32767,32767,32767,2,32767,32767
200576730,32767,32767,32767,32767,32767,32767
200581730,32767,32767,32767,32767,32767,32767
200586730,32767,32767,32767,32767,32767,32767
200591729,32767,32767,32767,32767,32767,32767
200596730,32767,32767,32767,32767,32767,32767
200601729,32767,32767,32767,32767,32767,32767
200606729,32767,32767,32767,32767,32767,32767
200611729,32767,32767,32767,32767,32767,32767
200616729,32767,32767,32767,-16,32767,32767
200621730,32767,32767,32767,32767,32767,32767
200626730,32767,32767,32767,32767,32767,32767
200631730,32767,32767,32767,32767,32767,32767
200636730,32767,32767,32767,32767,32767,32767
200641730,32767,32767,32767,32767,32767,32767
200646730,32767,32767,32767,32767,32767,32767
200651729,32767,32767,32767,32767,32767,32767
200656732,32767,32767,32767,32767,32767,32767
200661730,32767,32767,32767,32767,-6,32767
200666730,32767,32767,32767,32767,32767,32767
200671729,32767,32767,32767,32767,32767,32767
200676729,32767,32767,32767,32767,32767,32767
200681730,32767,32767,32767,32767,32767,32767
200686730,32767,32767,32767,32767,32767,32767
200691729,32767,32767,32767,32767,32767,32767
200696763,32767,32767,32767,32767,32767,32767
200701729,32767,32767,32767,0,-16,32767
200706729,32767,32767,32767,32767,32767,32767
200711730,32767,32767,32767,32767,32767,32767
200716772,32767,32767,32767,32767,32767,32767
200721730,32767,32767,32767,32767,32767,32767
200726730,32767,32767,32767,32767,32767,32767
200731731,32767,32767,32767,32767,32767,32767
200736731,32767,32767,32767,32767,32767,32767
200741730,32767,32767,32767,32767,32767,32767
