timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],n_states
201032246,200841730,-0.4581712,0.011631228,-0.0130137075,0.8886926,0.00011258357,-0.009672627,0.038025875,0.045592815,-0.9881987,-3.0509734,-0.004621203,-0.0010501962,0.0009829238,-0.0039688945,-0.010619543,-0.035088036,0.14309408,0.025489464,0.497189,0.0018368182,-0.0012877556,-0.006982081,0.0,0.0,3.2709613e-05,3.2673823e-05,0.050879583,0.0062644207,0.006271296,0.004285628,0.030117147,0.030141829,0.053037528,1.8875306e-07,1.8888883e-07,3.957482e-07,0.0019177226,0.0019705205,1.4127187e-05,0.0012120649,4.116147e-05,0.001251029,0.0011605613,0.0011570661,0.0012501243,1.0,1.0,24
202032219,201841729,-0.4584622,0.0116610555,-0.01313388,0.8885403,-0.0019157191,-0.0046587936,0.051633213,0.039538413,-0.9995034,-3.0021656,-0.004621594,-0.0010535804,0.0009654803,-0.003967433,-0.010614245,-0.03503926,0.14314611,0.025496854,0.49717984,0.0018994482,-0.0012869112,-0.0069790385,0.0,0.0,3.273482e-05,3.2695603e-05,0.05086816,0.006270465,0.006278032,0.004293191,0.03028954,0.030314224,0.05341346,1.8876933e-07,1.8889949e-07,3.9568528e-07,0.001917814,0.0019706136,1.411176e-05,0.0012120216,4.1149968e-05,0.0012510306,0.0011604263,0.0011569181,0.0012501212,1.0,1.0,24
203032250,202841729,-0.4588804,0.011718734,-0.013094888,0.8883242,-0.011631243,-0.0048783575,0.06326528,0.018876446,-1.0128536,-2.9519398,-0.0046197595,-0.0010453316,0.0009484061,-0.003973009,-0.010603382,-0.034970973,0.14321227,0.02550681,0.4971692,0.0019350431,-0.0013297899,-0.0069763022,0.0,0.0,3.2751737e-05,3.2706743e-05,0.050853383,0.0062596737,0.0062675285,0.004289633,0.030410813,0.030435357,0.053498417,1.887396e-07,1.8887039e-07,3.956264e-07,0.0019179034,0.0019707044,1.409571e-05,0.0012119551,4.1138017e-05,0.0012510321,0.0011602206,0.001156703,0.0012501184,1.0,1.0,24
204032217,203841729,-0.45911267,0.011697363,-0.0131615205,0.88820356,-0.020177588,-0.005122083,0.07701308,-0.0064329845,-1.0148451,-2.8884149,-0.004614366,-0.0010466356,0.00093190634,-0.0039716805,-0.010592599,-0.034911867,0.14328623,0.025518164,0.49715728,0.0020142472,-0.0013409039,-0.006974095,0.0,0.0,3.2776334e-05,3.2723452e-05,0.050837357,0.00625271,0.006260315,0.0042929845,0.030515421,0.030540062,0.053790577,1.8872294e-07,1.8885902e-07,3.9556977e-07,0.0019179916,0.0019707945,1.40804505e-05,0.001211853,4.1125237e-05,0.0012510336,0.0011599835,0.0011564533,0.0012501157,1.0,1.0,24
205032273,204841729,-0.45967075,0.011027748,-0.013040459,0.8879252,-0.015849588,0.006673312,0.07150974,-0.009497743,-1.0129757,-2.8284817,-0.0046294746,-0.0010566681,0.00091152545,-0.003980958,-0.010593321,-0.0348263,0.14340885,0.025537997,0.49712998,0.002078467,-0.0014470175,-0.0069779237,0.0,0.0,3.281615e-05,3.2754935e-05,0.050818592,0.00626409,0.006271657,0.0042915107,0.030627491,0.030652417,0.053861763,1.8933616e-07,1.8947836e-07,3.982566e-07,0.001918079,0.001970883,1.4065102e-05,0.001211701,4.111122e-05,0.0012510249,0.001159707,0.0011561436,0.0012501046,1.0,1.0,24
206032211,205841729,-0.48602894,-0.014227147,-0.00039168494,0.87382686,0.1984538,-0.07566383,-0.21690811,0.04953456,-1.0408,-2.861256,-0.0046369713,-0.001067741,0.00088259706,-0.0041214474,-0.010527121,-0.03472805,0.14670877,0.026123965,0.49749196,0.0028037415,-0.005467267,-0.007588828,0.0,0.0,3.2719898e-05,3.2712258e-05,0.048606183,0.0065853116,0.0077146017,0.0042978697,0.030740501,0.030772792,0.054153457,1.8996528e-07,1.9015894e-07,4.0129527e-07,0.001918038,0.001970824,1.4050613e-05,0.0011920416,4.0483206e-05,0.0012325571,0.0011349268,0.001116071,0.0012316837,1.0,1.0,24
207032244,206841729,-0.51833063,0.01730017,-0.010423161,0.85494184,-0.021832174,0.029075706,-0.62562513,0.1938536,-1.0551243,-3.2929864,-0.0046441737,-0.0010705052,0.00085897045,-0.0041738856,-0.010509248,-0.034772515,0.14955851,0.026634121,0.49738047,0.0036446464,-0.0087303445,-0.0077405516,0.0,0.0,3.2382886e-05,3.2290063e-05,0.041708384,0.006485575,0.0069358726,0.0043032705,0.030837744,0.030871522,0.054399922,1.9040812e-07,1.9061865e-07,4.045271e-07,0.0019163161,0.0019688804,1.4028525e-05,0.0010993097,3.7542537e-05,0.0012300777,0.0010406137,0.0009743525,0.001229132,1.0,1.0,24
208032241,207841729,-0.49564302,0.0018257496,0.0042351205,0.8685141,-0.20593798,0.075749464,-0.9653284,0.08427151,-1.0362713,-4.127146,-0.0046765427,-0.0010654972,0.00084392994,-0.0046775853,-0.010247795,-0.034800276,0.15271506,0.027200317,0.4975344,0.004363817,-0.012580259,-0.008159059,0.0,0.0,3.2028733e-05,3.1772935e-05,0.03393473,0.006580154,0.0076900804,0.0043056123,0.030960793,0.030994324,0.054370444,1.9076764e-07,1.9138754e-07,4.091367e-07,0.0019107811,0.0019649167,1.39967005e-05,0.0010047349,3.454766e-05,0.0012277218,0.0009205553,0.0008333839,0.0012265419,1.0,1.0,24
209032501,208841729,-0.44806096,0.038459122,0.023265472,0.89287233,-0.1722579,-0.15985568,-1.1582876,-0.05233019,-1.0075033,-5.2608857,-0.004664875,-0.0010840202,0.00083699625,-0.004709731,-0.010405521,-0.034737855,0.14532305,0.02389618,0.49030375,0.0010968727,0.00086613104,-0.013631401,0.0,0.0,3.2260934e-05,3.14606e-05,0.063014895,0.008795688,0.006489406,0.0043177735,0.031112805,0.031136181,0.054565266,1.9176926e-07,1.936569e-07,4.1761638e-07,0.0019060979,0.0019604927,1.3957812e-05,0.0013156245,0.0016115208,0.0013042998,0.0014561493,0.0014691952,0.0013047063,1.0,1.0,24
210032424,209841729,-0.53514534,0.080868326,0.048149034,0.83950067,-0.7384799,-1.1750398,-1.3662943,-0.47696984,-1.6505921,-6.620924,-0.004683315,-0.0010780538,0.0008394466,-0.0048843534,-0.010188226,-0.034605574,0.14415981,0.026763663,0.48989284,-0.0020252778,-0.0016180065,-0.013867587,0.0,0.0,3.2625554e-05,3.335474e-05,0.020228077,0.01982345,0.01037528,0.0043336065,0.031407196,0.031259913,0.054476183,1.9816875e-07,1.9487821e-07,4.274932e-07,0.0019056825,0.0019588326,1.39157255e-05,0.0012053135,0.0013101427,0.0012300553,0.0012282802,0.0012629656,0.0012322644,1.0,1.0,24
