timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral
200067073,0.2187104,0.05777393,0.00041664107,0.0,0.0,-0.001,0
200072095,0.21875092,0.057777446,0.0004296726,0.0,0.0,-0.001,0
200077058,0.21874323,0.057769127,0.0004291796,0.0,0.0,-0.001,0
200082061,0.21876316,0.057753813,0.00042996774,0.0,0.0,-0.001,0
200087034,0.21879612,0.057752997,0.00041883148,0.0,0.0,-0.001,0
200217060,0.2188812,0.05785622,0.00044299464,0.0,0.0,-0.001,0
200222059,0.21883333,0.05763087,0.00055951375,0.0,0.0,-0.001,0
200227036,0.21892557,0.057663307,0.00054421637,0.0,0.0,-0.001,0
200232071,0.21886277,0.057576057,0.000686805,0.0,0.0,-0.001,0
200237085,0.21892792,0.057520144,0.00046780097,0.0,0.0,-0.001,0
200242064,0.21886404,0.057300616,0.00049318117,0.0,0.0,-0.001,0
200247070,0.21889001,0.05728659,0.00041847635,0.0,0.0,-0.001,0
200252080,0.21885961,0.05717271,0.0003534107,0.0,0.0,-0.001,0
200257082,0.21883738,0.057195924,0.0003256228,0.0,0.0,-0.001,0
200262033,0.21885307,0.057131752,0.00021115881,0.0,0.0,-0.001,0
200267034,0.21881795,0.057259712,0.0003097129,0.0,0.0,-0.001,0
200272080,0.21893753,0.057274073,0.00024401478,0.0,0.0,-0.001,0
200277060,0.21893367,0.057378273,0.0003631431,0.0,0.0,-0.001,0
200282029,0.219038,0.05739014,0.0003605696,0.0,0.0,-0.001,0
200287065,0.21897538,0.057535145,0.00045501534,0.0,0.0,-0.001,0
200292076,0.21902737,0.0575014,0.00055739126,0.0,0.0,-0.001,0
200297061,0.21896245,0.057523172,0.00050992146,0.0,0.0,-0.001,0
200302029,0.2190209,0.057587344,0.0006197809,0.0,0.0,-0.001,0
200307074,0.21894845,0.05749651,0.0005278895,0.0,0.0,-0.001,0
200312131,0.21895179,0.057492055,0.00059197005,0.0,0.0,-0.001,0
200317068,0.21884954,0.057443548,0.00045114133,0.0,0.0,-0.001,0
200322064,0.21885374,0.057325423,0.000414584,0.0,0.0,-0.001,0
200327036,0.21887937,0.057272527,0.00035274078,0.0,0.0,-0.001,0
200332076,0.21885268,0.057084702,0.0002456349,0.0,0.0,-0.001,0
200337064,0.21891457,0.057048302,0.00029041848,0.0,0.0,-0.001,0
200342081,0.21893801,0.056897737,0.00018713348,0.0,0.0,-0.001,0
200347071,0.21899495,0.056925125,0.00032535355,0.0,0.0,-0.001,0
200352083,0.21902995,0.056960393,0.0002885585,0.0,0.0,-0.001,0
200357070,0.21907364,0.05703648,0.00041848625,0.0,0.0,-0.001,0
200372087,0.21889639,0.057139795,0.00057920837,0.0,0.0,-0.001,0
200377062,0.21889709,0.057208814,0.0005320083,0.0,0.0,-0.001,0
200382031,0.21888492,0.057296336,0.0006390411,0.0,0.0,-0.001,0
200387080,0.21889892,0.057355408,0.00046689934,0.0,0.0,-0.001,0
200392072,0.21896043,0.057451464,0.00049187226,0.0,0.0,-0.001,0
