timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
358392434,0,0,0,0,1,1,1,0,0,0,1,0
358582430,0,0,0,0,0,0,1,0,0,0,1,0
358592432,0,0,0,0,1,1,1,0,0,0,1,0
358682415,0,0,0,0,0,0,1,0,0,0,1,0
358692432,0,0,0,0,1,1,1,0,0,0,1,0
358782661,0,0,0,0,0,0,1,0,0,0,1,0
358792567,0,0,0,0,1,1,1,0,0,0,1,0
358982439,0,0,0,0,0,0,1,0,0,0,1,0
358992677,0,0,0,0,1,1,1,0,0,0,1,0
359082417,0,0,0,0,0,0,1,0,0,0,1,0
359092549,0,0,0,0,1,1,1,0,0,0,1,0
359182438,0,0,0,0,0,0,1,0,0,0,1,0
359192434,0,0,0,0,1,1,1,0,0,0,1,0
359282668,0,0,0,0,0,0,1,0,0,0,1,0
359292430,0,0,0,0,1,1,1,0,0,0,1,0
359382390,0,0,0,0,0,0,1,0,0,0,1,0
359392431,0,0,0,0,1,1,1,0,0,0,1,0
359432690,0,1,0,0,1,1,1,0,0,0,1,0
359492425,0,1,1,1,1,1,1,0,0,0,1,1
359522382,0,1,1,1,0,0,1,0,0,0,1,1
359532442,0,1,1,1,1,1,1,0,0,0,1,1
359582383,0,1,1,1,0,0,1,0,0,0,1,1
359592435,0,1,1,1,1,1,1,0,0,0,1,1
359682386,0,1,1,1,0,0,1,0,0,0,1,1
359692447,0,1,1,1,1,1,1,0,0,0,1,1
359782647,0,1,1,1,0,0,1,0,0,0,1,1
359792434,0,1,1,1,1,1,1,0,0,0,1,1
359882578,0,1,1,1,0,0,1,0,0,0,1,1
359892490,0,1,1,1,1,1,1,0,0,0,1,1
359982439,0,1,1,1,0,0,1,0,0,0,1,1
359992750,0,1,1,1,1,1,1,0,0,0,1,1
360082538,0,1,1,1,0,0,1,0,0,0,1,1
360092554,0,1,1,1,1,1,1,0,0,0,1,1
