timestamp,position[0],position[1],position[2],velocity[0],velocity[1],velocity[2],acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],yaw,yawspeed
208062274,nan,nan,nan,-0.023422072,-0.016391868,-1.5,0.09214002,-0.11278895,0.0,nan,nan,0.0,-2.0716343,1.5927475e-35
208262281,nan,nan,nan,-0.026800241,-0.043752253,-1.5,-0.06983341,-0.16608667,0.0,nan,nan,0.0,-2.0716343,1.7428305e-36
208452571,nan,nan,nan,-0.048237063,-0.082283586,-1.5,-0.1521921,-0.26358208,0.0,nan,nan,0.0,-2.0980768,2.0935303e-37
208662321,nan,nan,nan,-0.10689073,-0.18325754,-1.5,-0.38101292,-0.6550019,0.0,nan,nan,0.0,-2.0980768,2.0695137e-38
208862313,nan,nan,nan,-0.19983979,-0.34297454,-1.5,-0.49371153,-0.8482176,0.0,nan,nan,0.0,-2.0980768,2.310036e-39
209062289,nan,nan,nan,-0.30799118,-0.52876174,-1.5,-0.56495667,-0.9704555,0.0,nan,nan,0.0,-2.0980768,2.52918e-40
209262252,nan,nan,nan,-0.41513017,-0.712795,-1.5,-0.523425,-0.8990721,0.0,nan,nan,0.0,-2.0980768,2.771e-41
209452452,nan,nan,nan,-0.52805775,-0.9111649,-1.5,-0.6661525,-1.203983,0.0,nan,nan,0.0,-2.0835147,3.332e-42
209662259,nan,nan,nan,-0.68632376,-1.200617,-1.5,-0.7772159,-1.4277291,0.0,nan,nan,0.0,-2.077346,3.34e-43
209862258,nan,nan,nan,-0.82880074,-1.4643589,-1.5,-0.6547475,-1.2214665,0.0,nan,nan,0.0,-2.0735064,3.6e-44
210062256,nan,nan,nan,-0.94413716,-1.6824969,-1.5,-0.5439024,-1.04035,0.0,nan,nan,0.0,-2.068272,4e-45
210262301,nan,nan,nan,-1.0508484,-1.8869998,-1.5,-0.5495542,-1.0574183,0.0,nan,nan,0.0,-2.0659244,1e-45
210462521,nan,nan,nan,-1.1514099,-2.0850606,-1.5,-0.470721,-0.9398464,0.0,nan,nan,0.0,-2.0591512,1e-45
210662279,nan,nan,nan,-1.212069,-2.2875793,-1.5,-0.30352807,-1.0474368,0.0,nan,nan,0.0,nan,0.03714335
210852352,nan,nan,nan,-1.2523707,-2.456403,-1.5433822,-0.12663281,-0.72706854,-0.39817297,nan,nan,8.0,nan,0.008441102
211262286,nan,nan,nan,-1.2663392,-2.675042,-1.7340518,0.021617651,-0.37025726,-0.3767892,nan,nan,8.0,nan,9.197486e-05
211462437,nan,nan,nan,-1.2476354,-2.7057397,-1.8333701,0.13410628,-0.032751203,-0.3790745,nan,nan,8.0,nan,1.0056165e-05
211662251,nan,nan,nan,-1.2177722,-2.6964595,-1.9205774,0.15701205,0.10065746,-0.026379466,nan,nan,8.0,nan,1.0923444e-06
211862254,nan,nan,nan,-1.1893971,-2.6734986,-1.7658486,0.13079381,0.13126922,1.5736446,nan,nan,8.0,nan,1.2074928e-07
212062296,nan,nan,nan,-1.1599748,-2.635298,-1.3022634,0.14999497,0.20721483,2.5741675,nan,nan,-8.0,-1.9502478,1.3207497e-08
212262304,nan,nan,nan,-1.1302221,-2.5920827,-0.9060422,0.16805524,0.27315986,1.2548302,nan,nan,-8.0,-1.9502478,1.4315652e-09
212452345,nan,nan,nan,-1.0754877,-2.481266,-0.8048065,0.38753885,0.8399596,0.21546227,nan,nan,8.0,-1.9502478,1.7403433e-10
212662292,nan,nan,nan,-0.95109105,-2.1969373,-0.6848777,0.7331621,1.6935405,0.36802834,nan,nan,-8.0,-1.9502478,1.732003e-11
213062314,nan,nan,nan,-0.6326262,-1.4613113,-0.6493845,0.7864584,1.8166503,0.15800796,nan,nan,-8.0,-1.9502478,2.116222e-13
213262261,nan,nan,nan,-0.48731685,-1.1256593,-0.637568,0.686131,1.5849028,0.0,nan,nan,0.0,-1.9502478,2.316771e-14
213462445,nan,nan,nan,-0.36465675,-0.8423252,-0.65066886,0.57283336,1.3231949,-0.14399199,nan,nan,8.0,-1.9502478,2.531411e-15
213662276,nan,nan,nan,-0.25704652,-0.5937549,-0.6474755,0.50954026,1.1769933,0.072890565,nan,nan,-8.0,-1.9502478,2.7479456e-16
213862287,nan,nan,nan,-0.16362697,-0.37796402,-0.6471434,0.43353403,1.0014257,0.0,nan,nan,0.0,-1.9502478,3.0084218e-17
214062258,nan,nan,nan,-0.08850506,-0.20443895,-0.6471435,0.33506104,0.77396166,0.0,nan,nan,0.0,-1.9502478,3.2944792e-18
214262279,nan,nan,nan,-0.034699414,-0.08015261,-0.6519647,0.22273108,0.51448935,0.0,nan,nan,0.0,-1.9502478,3.6051858e-19
214462492,nan,nan,nan,-0.0046952195,-0.010845547,-0.6519647,0.09753596,0.2252995,0.0,nan,nan,0.0,-1.9502478,4.0178563e-20
214662321,-4.2299323,-9.889851,nan,0.0,0.0,-0.6519647,0.0,0.0,0.0,nan,nan,0.0,-1.9502478,4.4472913e-21
214862292,-4.2299323,-9.889851,nan,0.0,0.0,-0.64748764,0.0,0.0,0.07421459,nan,nan,-8.0,-1.9502478,4.9659756e-22
215052355,-4.2299323,-9.889851,nan,0.0,0.0,-0.6519647,0.0,0.0,0.0,nan,nan,0.0,-1.9502478,6.0350415e-23
215252488,-4.2299323,-9.889851,nan,0.0,0.0,-0.6485746,0.0,0.0,0.15132225,nan,nan,-8.0,-1.9502478,6.599359e-24
215462437,-4.2299323,-9.889851,nan,0.0,0.0,-0.64234453,0.0,0.0,0.0,nan,nan,0.0,-1.9502478,6.634274e-25
215662275,nan,nan,nan,-0.061207443,-0.033776406,-0.618683,0.35730582,0.032160357,0.0,nan,nan,0.0,-1.9502478,7.270985e-26
215862250,nan,nan,nan,-0.039027855,-0.06670731,-0.618683,-0.06510493,-0.3715461,0.0,nan,nan,0.0,-1.9502478,8.03936e-27
216062253,nan,nan,nan,-0.06813276,-0.15754592,-0.6140165,-0.20404351,-0.55880105,0.0,nan,nan,0.0,-1.9502478,8.884283e-28
216252532,nan,nan,nan,-0.12039109,-0.29362613,-0.59605664,-0.3057983,-0.7833773,0.088644385,nan,nan,-8.0,-1.9502478,1.0567871e-28
216462527,nan,nan,nan,-0.18871568,-0.46727479,-0.57306254,-0.33124197,-0.838725,0.036936224,nan,nan,-8.0,-1.9502478,1.0622525e-29
216662284,nan,nan,nan,-0.23642537,-0.5881371,-0.5729773,-0.095667005,-0.24498916,0.0,nan,nan,0.0,-1.9502478,1.1651875e-30
216862283,nan,nan,nan,-0.22159246,-0.55179214,-0.57305217,0.18057051,0.4490397,0.034608275,nan,nan,-8.0,-1.9502478,1.2756546e-31
217062322,nan,nan,nan,-0.17666724,-0.4399327,-0.5729773,0.24954638,0.6214146,0.0,nan,nan,0.0,-1.9502478,1.4092937e-32
217252444,nan,nan,nan,-0.12663993,-0.31535587,-0.57745326,0.2698881,0.67206925,0.0,nan,nan,0.0,-1.9502478,1.6789068e-33
217462433,nan,nan,nan,-0.07595249,-0.18917683,-0.5729773,0.1498302,0.37171164,0.0,nan,nan,0.0,-1.9502478,1.6870487e-34
217662255,nan,nan,nan,-0.107132964,-0.26795423,-0.56852186,-0.41342142,-1.039023,0.0,nan,nan,0.0,-1.9502478,1.8492602e-35
217862255,nan,nan,nan,-0.25563815,-0.640661,-0.56874144,-1.0065653,-2.525018,0.05927041,nan,nan,-8.0,-1.9502478,2.024794e-36
218062251,nan,nan,nan,-0.47054747,-1.1796613,-0.5729773,-0.94802135,-2.377632,0.0,nan,nan,0.0,-1.9502478,2.2374053e-37
218252444,nan,nan,nan,-0.61241925,-1.5354793,-0.5640869,-0.6557995,-1.6447637,0.0,nan,nan,0.0,-1.9502478,2.6899737e-38
218462508,nan,nan,nan,-0.69751805,-1.7489233,-0.5208407,-0.14911678,-0.37412977,0.00698255,nan,nan,-8.0,-1.9502478,2.701144e-39
218662310,nan,nan,nan,-0.6680691,-1.6751084,-0.51662016,0.28672978,0.7188763,0.0,nan,nan,0.0,-1.9502478,2.992e-40
218862311,nan,nan,nan,-0.6179488,-1.5494492,-0.52083766,0.22693247,0.5689511,-0.0001412481,nan,nan,8.0,-1.9502478,3.2757e-41
219062301,nan,nan,nan,-0.5768394,-1.4463819,-0.46044475,0.18703818,0.46892953,0.37504858,nan,nan,-8.0,-1.9502478,3.622e-42
219252547,nan,nan,nan,-0.549855,-1.3787314,-0.39130506,0.10055423,0.25207216,0.058970198,nan,nan,-8.0,-1.9502478,4.36e-43
219462436,nan,nan,nan,-0.54038274,-1.3549945,-0.3375239,0.033768117,0.0846079,0.32252955,nan,nan,-8.0,-1.9502478,4.2e-44
219662246,nan,nan,nan,-0.53610104,-1.3442703,-0.28771913,0.017874122,0.044760585,0.0,nan,nan,0.0,-1.9502478,4e-45
219862312,nan,nan,nan,-0.53318816,-1.3369771,-0.30081877,0.010224074,0.025585175,0.0,nan,nan,0.0,-1.9502478,1e-45
