timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
199102435,198911729,3407898,-0.0046237274,-0.0010495489,0.0009983261,0.15,1.8840792e-07,1.8855629e-07,3.9540708e-07,3407898,-0.0039737914,-0.010615724,-0.03503275,0.4,0.001917543,0.0019703407,1.4155381e-05,466953,0.001795747,-0.0012861212,-0.0069877403,0.5,0.0011606478,0.0011571766,0.0012501307,1,1,1,0,1,0
201122174,200931731,3407898,-0.004619752,-0.0010520455,0.0009812022,0.15,1.885852e-07,1.8872231e-07,3.9546794e-07,3407898,-0.003967822,-0.010619278,-0.035087984,0.4,0.0019177309,0.0019705289,1.4124964e-05,466953,0.0018466623,-0.0012830636,-0.0069813277,0.5,0.0011605511,0.0011570562,0.0012501241,1,1,1,0,1,0
202132316,201941729,3407898,-0.0046185474,-0.001049627,0.0009641547,0.15,1.8869994e-07,1.8883185e-07,3.955047e-07,3407898,-0.003969103,-0.010611409,-0.03502963,0.4,0.0019178231,0.0019706227,1.4109916e-05,466953,0.001894976,-0.001297728,-0.0069798296,0.5,0.0011604138,0.0011569057,0.0012501209,1,1,1,0,1,0
203142419,202951729,3407898,-0.0046166508,-0.0010441005,0.0009464012,0.15,1.879097e-07,1.8804984e-07,3.9550193e-07,3407898,-0.0039723124,-0.010600977,-0.034963306,0.4,0.0019179127,0.0019707142,1.4085052e-05,466953,0.0019396594,-0.0013320965,-0.006976094,0.5,0.0011601797,0.0011566661,0.0012501183,1,1,1,0,1,0
204152226,203961729,3407898,-0.0046131075,-0.001052405,0.00092979526,0.15,1.8799743e-07,1.8814366e-07,3.9554538e-07,3407898,-0.0039673736,-0.010593402,-0.03490539,0.4,0.0019180018,0.0019708052,1.4070772e-05,466953,0.0020455844,-0.0013210067,-0.0069726035,0.5,0.0011599449,0.0011564197,0.0012501155,1,1,1,0,1,0
205162448,204971729,3407898,-0.004631009,-0.0010567526,0.000907622,0.15,1.8881137e-07,1.8895824e-07,3.9857346e-07,3407898,-0.00398638,-0.010589922,-0.03479884,0.4,0.0019180903,0.0019708946,1.4056378e-05,466953,0.002095393,-0.001479244,-0.006981311,0.5,0.0011596706,0.0011560958,0.0012501002,1,0,1,0,1,0
205742649,205551729,3407898,-0.0046414454,-0.0010595096,0.00089234463,0.15,1.8902598e-07,1.8917244e-07,4.0043082e-07,3407898,-0.0040172143,-0.01054492,-0.03472863,0.4,0.0019181127,0.0019709107,1.40461825e-05,466953,0.0023892194,-0.0025481428,-0.007208798,0.5,0.00115289,0.0011454204,0.0012459436,1,0,1,0,1,0
205882416,205691729,3407898,-0.0046359147,-0.0010599035,0.0008880551,0.15,1.8944843e-07,1.8960944e-07,4.0082398e-07,3407898,-0.004031809,-0.0105213085,-0.03472509,0.4,0.0019180904,0.001970877,1.4048019e-05,466953,0.0027992842,-0.0037984818,-0.0074265664,0.5,0.0011461772,0.0011321675,0.0012375781,1,0,1,0,1,0
205952507,205761729,3407898,-0.0046361303,-0.0010675375,0.0008840627,0.15,1.8920699e-07,1.8941107e-07,4.0096285e-07,3407898,-0.0041048154,-0.010545397,-0.03473076,0.4,0.001918036,0.0019708239,1.404395e-05,466953,0.002460089,-0.005058921,-0.0075238906,0.5,0.0011371681,0.0011202416,0.0012338217,1,0,1,0,1,0
206092432,205901729,3407898,-0.004636754,-0.0010707686,0.0008797896,0.15,1.8961902e-07,1.8987373e-07,4.0132926e-07,3407898,-0.004160958,-0.010546343,-0.034733005,0.4,0.0019179553,0.0019707442,1.4045503e-05,466953,0.002872794,-0.0060471357,-0.0076502617,0.5,0.0011249904,0.0011039806,0.0012307495,1,0,1,0,1,0
206242666,206051729,3407898,-0.0046390546,-0.0010800201,0.0008744567,0.15,1.892361e-07,1.8964538e-07,4.0171224e-07,3407898,-0.004264294,-0.0106061,-0.03474156,0.4,0.0019177607,0.001970509,1.4037741e-05,466953,0.0024985326,-0.0073553617,-0.0076986672,0.5,0.0011040752,0.001077146,0.0012302414,1,0,1,0,1,0
206882465,206691729,3407898,-0.004645587,-0.0010814116,0.0008607787,0.15,1.8989402e-07,1.9019609e-07,4.0385336e-07,3407898,-0.0043048165,-0.0106216865,-0.034758944,0.4,0.0019166293,0.0019691826,1.4026955e-05,466953,0.003957108,-0.008067148,-0.007691873,0.5,0.00105419,0.0009948133,0.0012293013,1,0,1,0,1,0
207142358,206951729,3407898,-0.0046510133,-0.0010716026,0.0008580405,0.15,1.8962395e-07,1.8976024e-07,4.0518597e-07,3407898,-0.004311291,-0.010491488,-0.03477399,0.4,0.0019155707,0.001968236,1.4015374e-05,466953,0.0034904294,-0.009054126,-0.007755241,0.5,0.0010271445,0.00095979386,0.0012289544,1,0,1,0,1,0
207382457,207191729,3407898,-0.0046587014,-0.0010784147,0.0008529893,0.15,1.9004563e-07,1.9014287e-07,4.0608018e-07,3407898,-0.004471519,-0.010575023,-0.034788776,0.4,0.0019145509,0.0019674557,1.4012539e-05,466953,0.0044097095,-0.00963811,-0.007815198,0.5,0.000990992,0.00091268204,0.0012286435,1,0,1,0,1,0
207542388,207351730,3407898,-0.0046551595,-0.0010671911,0.00085101137,0.15,1.897293e-07,1.8990183e-07,4.0692163e-07,3407898,-0.004273343,-0.010397302,-0.03479239,0.4,0.0019133446,0.0019665998,1.4003116e-05,466953,0.0040478846,-0.0105965305,-0.007886779,0.5,0.00096836075,0.000888143,0.0012285231,1,0,1,0,1,0
207672517,207481729,3407898,-0.004663535,-0.0010782889,0.00084808125,0.15,1.9004509e-07,1.9029102e-07,4.0748887e-07,3407898,-0.004533881,-0.010573562,-0.034798957,0.4,0.0019126858,0.0019661672,1.4002257e-05,466953,0.0050755977,-0.010442399,-0.00786669,0.5,0.0009524586,0.00086895976,0.0012284062,1,0,1,0,1,0
207742643,207551729,3407898,-0.004672946,-0.0010692531,0.00084839406,0.15,1.8980197e-07,1.9014374e-07,4.078007e-07,3407898,-0.0046956693,-0.010352227,-0.034801964,0.4,0.0019120362,0.001965736,1.3996468e-05,466953,0.004166852,-0.011438133,-0.00790343,0.5,0.00094231404,0.00085898605,0.0012283056,1,0,1,0,1,0
