timestamp,timestamp_sample,control_mode_flags,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,mag_inclination_deg,mag_inclination_ref_deg,mag_strength_gs,mag_strength_ref_gs,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
200065980,199875671,171865803351,0.00010094864,0.0036277196,0.004597912,0,0.24088447,0.2277252,0.0074188947,0.030491548,0.011484206,0.013217531,0.0,nan,0.0,0.0,3407882,3407882,6780433,466953,73.4078,73.66653,0.50984734,0.5250894,0,0,895,3,2,3,2,2,0,0,0,0,0,0,0
200075980,199885671,171865803351,0.00010595814,0.0035136228,0.0045271027,0,0.24148962,0.22812012,0.0074188947,0.030491548,0.011484206,0.013217531,0.0,nan,0.0,0.0,3407882,3407882,6780433,466953,73.4078,73.66653,0.50984734,0.5250894,0,0,895,3,2,3,2,2,0,0,0,0,0,0,0
200265971,200075671,171865803351,0.00012460434,0.002324554,0.0035444922,0,0.24097995,0.22787458,0.008019309,0.015685149,0.010917138,0.012484434,0.0,nan,0.0,0.0,3407882,3407882,6780433,466953,73.44838,73.66653,0.5107255,0.5250894,0,0,895,3,2,3,2,2,0,0,0,0,0,0,0
200465974,200275671,171865803351,0.00012381702,0.0023282443,0.0038168777,0,0.24112357,0.22803912,0.014776089,0.02616967,0.00999742,0.011309497,0.0,nan,0.0,0.0,3407882,3407882,6780433,466953,73.280266,73.66653,0.5092353,0.5250894,0,0,895,3,2,3,2,2,0,0,0,0,0,0,0
200666249,200475671,171865803351,0.0003505298,0.0019817892,0.0028141558,0,0.24126552,0.22820462,0.02128235,0.029617218,0.011725925,0.017342415,0.0,nan,0.0,0.0,3407882,3407882,6780433,466953,73.1181,73.66653,0.5107499,0.5250894,0,0,895,3,2,3,2,2,0,0,0,0,0,0,0
200866004,200675671,171865803351,0.00028008336,0.0042323256,0.0045545306,0,0.2414099,0.22788936,0.021080537,0.037350684,0.012354066,0.011225437,0.0,nan,0.0,0.0,3407882,3407882,6780433,466953,73.09151,73.66653,0.51032025,0.5250894,0,0,895,3,2,3,2,2,0,0,0,0,0,0,0
201066032,200875672,171865803351,0.00024626034,0.0011291447,0.0015747615,0,0.241549,0.228054,0.02804744,0.014865772,0.010208195,0.012820582,0.0,nan,0.0,0.0,3407882,3407882,6780433,466953,72.98813,73.66653,0.5104686,0.5250894,0,0,895,3,2,3,2,2,0,0,0,0,0,0,0
201265987,201075703,171865803351,0.00072834163,0.0051180064,0.0064133145,0,0.24166517,0.22821291,0.026363837,0.04282984,0.011505628,0.014127964,0.0,nan,0.0,0.0,3407882,3407882,6780433,466953,73.022545,73.66653,0.5105702,0.5250894,0,0,895,3,2,3,2,2,0,0,0,0,0,0,0
201465989,201275671,171865803351,0.00087942794,0.003382203,0.005070105,0,0.2418013,0.22837108,0.017290005,0.03135238,0.009193951,0.0125452,0.0,nan,0.0,0.0,3407882,3407882,6780433,466953,73.05752,73.66653,0.5100579,0.5250894,0,0,895,3,2,3,2,2,0,0,0,0,0,0,0
201666274,201475671,171865803351,0.0006423584,0.0022988112,0.005034368,0,0.2419381,0.22853182,0.014932852,0.025155388,0.009606979,0.010324689,0.0,nan,0.0,0.0,3407882,3407882,6780433,466953,73.17058,73.66653,0.5106698,0.5250894,0,0,895,3,2,3,2,2,0,0,0,0,0,0,0
201865987,201675673,171865803351,0.00055587414,0.0013427385,0.0036144897,0,0.24207102,0.22868687,0.019474009,0.012054942,0.009086507,0.009458199,0.0,nan,0.0,0.0,3407882,3407882,6780433,466953,73.24936,73.66653,0.51053065,0.5250894,0,0,895,3,2,3,2,2,0,0,0,0,0,0,0
202065976,201875671,171865803351,0.00026562254,0.0038458754,0.0068758037,0,0.24219972,0.22883794,0.02627543,0.03632746,0.00935222,0.014583556,0.0,nan,0.0,0.0,3407882,3407882,6780433,466953,72.95908,73.66653,0.5099138,0.5250894,0,0,895,3,2,3,2,2,0,0,0,0,0,0,0
202265994,202075671,171865803351,0.0010112283,0.0036897683,0.005443767,0,0.2422983,0.22897618,0.0143073695,0.046130415,0.0067326757,0.009198081,0.0,nan,0.0,0.0,3407882,3407882,6780433,466953,73.34052,73.66653,0.5107542,0.5250894,0,0,895,3,2,3,2,2,0,0,0,0,0,0,0
202465969,202275693,171865803351,0.00096331915,0.0028013075,0.004848088,0,0.24241664,0.22911999,0.027863132,0.04242411,0.0069096005,0.008979983,0.0,nan,0.0,0.0,3407882,3407882,6780433,466953,73.05377,73.66653,0.5099489,0.5250894,0,0,895,3,2,3,2,2,0,0,0,0,0,0,0
202666235,202475672,171865803351,0.00090978586,0.0037586638,0.005201846,0,0.24253328,0.22925763,0.012183831,0.01598751,0.007595963,0.011869223,0.0,nan,0.0,0.0,3407882,3407882,6780433,466953,73.245995,73.66653,0.5107981,0.5250894,0,0,895,3,2,3,2,2,0,0,0,0,0,0,0
202865977,202675671,171865803351,0.00049584074,0.0013736369,0.0030412795,0,0.24264945,0.22939348,0.020670729,0.015871402,0.006440055,0.0215468,0.0,nan,0.0,0.0,3407882,3407882,6780433,466953,73.02592,73.66653,0.50987923,0.5250894,0,0,895,3,2,3,2,2,0,0,0,0,0,0,0
203066000,202875671,171865803351,0.00041276022,0.0038796954,0.004851375,0,0.24275623,0.22952542,0.01540666,0.022592917,0.0058095288,0.014546629,0.0,nan,0.0,0.0,3407882,3407882,6780433,466953,73.28083,73.66653,0.51053005,0.5250894,0,0,895,3,2,3,2,2,0,0,0,0,0,0,0
203265993,203075681,171865803351,0.00046546344,0.0024267451,0.003314,0,0.24284191,0.22964785,0.022564583,0.006255425,0.006766722,0.011596784,0.0,nan,0.0,0.0,3407882,3407882,6780433,466953,72.99951,73.66653,0.50999546,0.5250894,0,0,895,3,2,3,2,2,0,0,0,0,0,0,0
203466026,203275698,171865803351,0.0007193305,0.0031746519,0.00453952,0,0.24294809,0.229286,0.021171026,0.0306009,0.0049296804,0.011842255,0.0,nan,0.0,0.0,3407882,3407882,6780433,466953,73.19043,73.66653,0.510808,0.5250894,0,0,895,3,2,3,2,2,0,0,0,0,0,0,0
