timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
201003287,201003211,3407882,0.011691041,0.002781202,0.005787232,23.88285,0,0,0,0,8
202003240,202003171,3407882,-0.027198205,-0.0039112885,-0.0032451323,23.800898,0,0,0,0,7
203003240,203003171,3407882,0.008231787,-0.04211059,-0.00040921022,23.775017,0,0,0,0,7
204003287,204003211,3407882,0.060611885,-0.02559705,-0.006586619,23.913044,0,0,0,0,8
205003247,205003170,3407882,-0.12543721,0.11904211,-0.05521602,23.777174,0,0,0,0,8
206003249,206003170,3407882,0.20585059,0.08182064,0.0061952528,23.799818,0,0,0,0,8
207003286,207003210,3407882,-0.16989481,0.32732418,0.030676493,23.852657,0,0,0,0,8
208003246,208003170,3407882,0.09740869,0.17472444,-0.19181135,23.777174,0,0,0,0,8
209003240,209003171,3407882,0.25308225,0.035525158,0.046573833,23.74051,0,0,0,0,7
210003287,210003211,3407882,0.09752527,-0.0703794,-0.024847627,23.671497,0,0,0,0,8
212003249,212003170,3407882,0.06439232,0.041817956,0.04376646,23.74698,0,0,0,0,8
213003286,213003211,3407882,-0.6930772,0.30832207,0.079430796,23.913044,0,0,0,0,8
214003246,214003171,3407882,0.09161313,-0.058463532,0.029993683,23.88285,0,0,0,0,8
215003240,215003171,3407882,0.08656224,-0.02456213,-0.007936775,23.861284,0,0,0,0,7
216003288,216003211,3407882,0.37386352,-0.51801974,-0.06914701,23.694143,0,0,0,0,8
217003246,217003171,3407882,0.011716022,0.8395067,0.14048402,23.70169,0,0,0,0,8
218003247,218003170,3407882,0.58794945,-0.8217203,0.1168771,24.011171,0,0,0,0,8
219003288,219003212,3407882,-0.52334064,-0.16065189,-0.04215936,23.822464,0,0,0,0,8
220003246,220003171,3407882,0.04060222,0.16343309,0.05907973,23.913044,0,0,0,0,8
221003246,221003171,3407882,0.15230829,-0.17780541,0.044898927,23.913044,0,0,0,0,8
222003297,222003214,3407882,-0.114497446,0.29150996,0.10155921,23.872786,0,0,0,0,9
223003240,223003171,3407882,-0.06278046,0.107232116,-0.032089695,23.783644,0,0,0,0,7
224003248,224003171,3407882,0.07019621,0.24116519,0.01789462,23.79227,0,0,0,0,8
225003287,225003211,3407882,-0.08935653,0.18674856,-0.09538524,23.694143,0,0,0,0,8
226003246,226003170,3407882,0.4773259,-0.34433612,0.0975669,23.83756,0,0,0,0,8
227003246,227003171,3407882,-0.12510413,0.1336809,-0.15971927,23.913044,0,0,0,0,8
228003287,228003211,3407882,-0.06365955,0.059271246,0.34019765,23.762077,0,0,0,0,8
229003241,229003171,3407882,0.008926493,0.27917653,-0.1425479,23.775017,0,0,0,0,7
230003256,230003181,3407882,0.052010145,0.04432437,-0.10605206,23.762077,0,0,0,0,8
231003288,231003212,3407882,0.22404498,-0.50895166,0.10489462,23.822464,0,0,0,0,8
232003249,232003171,3407882,-0.041276705,-0.23864213,0.090389065,23.79227,0,0,0,0,8
233003246,233003171,3407882,0.45948124,0.3134848,0.0038970138,23.731884,0,0,0,0,8
235003239,235003171,3407882,0.1619616,-0.23889312,0.054596256,23.490337,0,0,0,0,7
236003240,236003171,3407882,-0.040749725,-0.23733242,0.23497231,23.680124,0,0,0,0,7
237003287,237003211,3407882,-0.3665108,-0.24997512,0.008593415,23.66395,0,0,0,0,8
238003246,238003171,3407882,-0.40804565,-0.10493626,-0.08902345,23.731884,0,0,0,0,8
239003246,239003171,3407882,-0.39044246,-0.07875632,-0.13991778,23.61111,0,0,0,0,8
240003288,240003212,3407882,-0.54225117,-0.099965066,-0.09078876,23.641304,0,0,0,0,8
241003240,241003171,3407882,-0.28616166,-0.23233624,0.17338142,23.550724,0,0,0,0,7
242003239,242003171,3407882,0.3347625,0.10502428,0.027959527,23.654243,0,0,0,0,7
243003289,243003212,3407882,-0.097616866,-0.21131307,-0.07985547,23.74698,0,0,0,0,8
244003247,244003170,3407882,-0.35540265,0.064442284,0.15418185,23.633757,0,0,0,0,8
245003249,245003171,3407882,-0.06853082,-0.20943119,-0.04081872,23.460144,0,0,0,0,8
246003289,246003213,3407882,-0.28981957,-0.21060528,0.06205245,23.512983,0,0,0,0,8
247003240,247003171,3407882,-0.8498154,-0.34516406,0.08191818,23.490337,0,0,0,0,7
248003246,248003170,3407882,-0.288429,0.30311772,-0.059662614,23.580917,0,0,0,0,8
249003287,249003210,3407882,-0.043841403,0.083677545,0.034198795,23.497887,0,0,0,0,8
250003248,250003171,3407882,0.17056097,-0.076458074,0.014430609,23.641304,0,0,0,0,8
251003246,251003171,3407882,0.021683384,0.22931594,-0.08712491,23.56582,0,0,0,0,8
252003294,252003211,3407882,0.2157902,-0.15494053,0.21931341,23.664787,0,0,0,0,9
253003246,253003171,3407882,-0.20472646,-0.2312811,0.0025230665,23.6564,0,0,0,0,8
254003269,254003192,3407882,0.020542592,-0.16181767,0.1689372,23.535627,0,0,0,0,8
255003287,255003211,3407882,-0.059654288,0.5251226,-0.0836942,23.550724,0,0,0,0,8
256003247,256003171,3407882,0.055865522,-0.110798426,-0.15491462,23.512983,0,0,0,0,8
258003288,258003212,3407882,-0.3163076,0.17155187,-0.039353177,23.61111,0,0,0,0,8
259003252,259003171,3407882,0.015804555,0.08739137,0.16571468,23.61111,0,0,0,0,8
260003248,260003173,3407882,0.20951445,-0.20817381,0.001398928,23.56582,0,0,0,0,8
261003286,261003210,3407882,0.22994046,-0.11069018,0.11613601,23.580917,0,0,0,0,8
262003240,262003172,3407882,0.07058401,-0.09129195,-0.05781284,23.524845,0,0,0,0,7
263003240,263003171,3407882,0.53415257,0.12321986,0.1079173,23.576605,0,0,0,0,7
264003288,264003212,3407882,0.00015821209,-0.3409304,-0.17727248,23.648853,0,0,0,0,8
265002046,265001969,3407882,-0.23501158,0.4144241,-0.0733771,23.39976,0,0,0,0,8
266002046,266001968,3407882,0.20679154,0.12530398,-0.007002967,23.39976,0,0,0,0,8
267002054,267001970,3407882,-0.049584225,-0.5196092,0.035683766,23.423243,0,0,0,0,9
268003246,268003171,3407882,-0.073435396,-0.48325467,-0.10366223,23.460144,0,0,0,0,8
269003246,269003171,3407882,0.0066782157,0.39115858,0.28882867,23.497887,0,0,0,0,8
270003287,270003211,3407882,-0.33302814,-0.09149655,0.85605234,23.39976,0,0,0,0,8
271003248,271003171,3407882,-0.16452393,0.29413295,1.0963182,23.505434,0,0,0,0,8
272003240,272003171,3407882,0.42753905,-0.054910302,0.97607106,23.490337,0,0,0,0,7
273003287,273003211,3407882,-0.32472616,0.17790534,1.113272,23.35447,0,0,0,0,8
274003246,274003171,3407882,-0.11643577,-0.2535224,0.8297225,23.422403,0,0,0,0,8
275003246,275003171,3407882,0.072685964,0.41406605,1.0445745,23.30918,0,0,0,0,8
276003280,276003211,3407882,0.14162481,-0.22785397,0.73187727,23.326431,0,0,0,0,7
277003246,277003170,3407882,0.048021536,-0.019210279,0.9287633,23.324276,0,0,0,0,8
278003246,278003171,3407882,-0.3632383,-0.13947645,0.055674005,23.369566,0,0,0,0,8
279003287,279003211,3407882,0.4215353,0.17248449,0.02674617,23.39976,0,0,0,0,8
281003239,281003171,3407882,-0.45075935,0.087590024,0.2435467,23.30918,0,0,0,0,7
282003289,282003212,3407882,-0.30688152,0.16180934,-0.2151518,23.407307,0,0,0,0,8
283003248,283003171,3407882,0.3782768,0.11562806,-0.17462452,23.414856,0,0,0,0,8
284003249,284003171,3407882,0.3859376,-0.11647741,-2.3958724,23.286533,0,0,0,0,8
285003287,285003211,3407882,0.5352981,0.24890926,-0.14012596,23.195953,0,0,0,0,8
286003247,286003171,3407882,0.2229708,0.09031413,-0.008809916,23.35447,0,0,0,0,8
287003246,287003171,3407882,-0.33088812,0.22013131,-0.08883193,23.08273,0,0,0,0,8
288003287,288003210,3407882,0.4790329,0.03981116,0.16823775,22.977053,0,0,0,0,8
289003246,289003171,3407882,-0.092637345,-0.012165678,-0.19052067,23.195953,0,0,0,0,8
290003246,290003171,3407882,-0.05246813,0.32620004,0.33781612,23.014795,0,0,0,0,8
291003286,291003210,3407882,0.23508652,0.113163285,0.03021851,23.007246,0,0,0,0,8
292003246,292003171,3407882,0.2867303,0.4067883,0.0043216883,23.052536,0,0,0,0,8
293003241,293003172,3407882,0.4865129,-0.41992584,-0.13667622,22.955486,0,0,0,0,7
294003286,294003211,3407882,0.018968798,-0.53561455,0.049820155,23.097826,0,0,0,0,8
295003247,295003171,3407882,0.08114615,-0.19982187,-0.10011495,22.94686,0,0,0,0,8
296003241,296003172,3407882,-0.8547926,-0.17914844,0.058155436,22.84334,0,0,0,0,7
297003287,297003211,3407882,0.28255016,-0.47424492,-0.2511409,22.916666,0,0,0,0,8
299003247,299003171,3407882,-0.6248379,0.14383145,-0.23848392,22.886473,0,0,0,0,8
300003294,300003211,3407882,-0.37815467,0.4282718,0.23099336,22.805958,0,0,0,0,9
301003246,301003171,3407882,-0.11567802,-0.07194487,-0.009093032,22.826086,0,0,0,0,8
302003246,302003171,3407882,0.16748832,-0.6362208,-0.00797722,22.826086,0,0,0,0,8
303003288,303003212,3407882,0.2959982,0.0023731815,-0.06896382,22.886473,0,0,0,0,8
304003246,304003171,3407882,1.3412222,-0.58451873,0.21159619,22.878925,0,0,0,0,8
305003250,305003172,3407882,0.7571448,-0.8029597,0.0017320061,22.886473,0,0,0,0,8
306003287,306003210,3407882,0.5560989,0.32530072,-0.066673905,22.878925,0,0,0,0,8
307003248,307003170,3407882,-0.7465862,0.6928441,-0.15037644,22.826086,0,0,0,0,8
308003248,308003171,3407882,-0.14718722,-0.5163543,0.08442697,22.690218,0,0,0,0,8
309003287,309003211,3407882,-0.38476348,-0.3078058,0.095460184,22.735508,0,0,0,0,8
310003249,310003171,3407882,-0.5018821,0.24813485,0.1687207,22.546799,0,0,0,0,8
311003248,311003172,3407882,0.103096,-0.17738907,-0.0065033496,22.554348,0,0,0,0,8
312003286,312003210,3407882,0.28584763,-0.36104,0.15013495,22.720411,0,0,0,0,8
313003246,313003171,3407882,0.30657342,0.22962403,0.01767812,22.509058,0,0,0,0,8
314003246,314003171,3407882,0.74014115,-0.26791137,0.03663859,22.675121,0,0,0,0,8
315003288,315003212,3407882,0.14290716,-0.1467209,-0.16341645,22.690218,0,0,0,0,8
316003246,316003171,3407882,0.25975096,-0.15675488,0.021033881,22.644928,0,0,0,0,8
317003247,317003171,3407882,-0.0011407925,0.042450804,-0.07898947,22.463768,0,0,0,0,8
318003280,318003210,3407882,0.15598522,0.4398915,-0.022354297,22.627674,0,0,0,0,7
319003246,319003170,3407882,0.094735734,-0.49646124,-0.11949176,22.652475,0,0,0,0,8
320003246,320003171,3407882,-0.38236532,0.60054815,0.0018818913,22.614735,0,0,0,0,8
321003287,321003211,3407882,-0.4218434,0.93865573,0.3656115,22.584541,0,0,0,0,8
322003247,322003170,3407882,-0.019193625,0.36192265,0.21073851,22.539251,0,0,0,0,8
323003249,323003170,3407882,0.12114883,0.096409455,-0.0036472052,22.629831,0,0,0,0,8
324003287,324003210,3407882,0.011074847,-0.41058537,0.14839461,22.342995,0,0,0,0,8
325003247,325003172,3407882,-0.06414252,0.47882473,-0.16214241,22.282608,0,0,0,0,8
326003246,326003171,3407882,-0.15420683,-0.42908785,0.023190562,22.539251,0,0,0,0,8
327003294,327003211,3407882,-0.0039821337,-0.2704224,-0.04939178,22.43022,0,0,0,0,9
328003246,328003171,3407882,0.11960002,0.06491692,0.22556049,22.41093,0,0,0,0,8
329003255,329003178,3407882,-0.18301809,-0.2737069,0.014214108,22.493961,0,0,0,0,8
330003287,330003211,3407882,-0.43952152,-0.14368989,-0.016046038,22.493961,0,0,0,0,8
331003246,331003171,3407882,-0.119516745,-0.33469352,-0.056706548,22.509058,0,0,0,0,8
332003242,332003173,3407882,0.042120103,0.16946061,-0.044080507,22.412008,0,0,0,0,7
333003287,333003211,3407882,0.45657513,-0.37427154,-0.06956336,22.252415,0,0,0,0,8
334003247,334003171,3407882,-0.27339882,-0.08305302,0.08490993,22.516605,0,0,0,0,8
335003240,335003170,3407882,-0.51120824,0.051979214,-0.11495001,22.265356,0,0,0,0,7
336003290,336003214,3407882,-0.031342648,0.05674818,0.15462318,22.403381,0,0,0,0,8
337003247,337003171,3407882,0.3230691,-0.08280321,-0.047938265,22.305254,0,0,0,0,8
338003247,338003171,3407882,-0.025721956,-0.3178231,0.29030254,22.516605,0,0,0,0,8
340003239,340003171,3407882,0.106261425,-0.016130496,0.029634433,22.455141,0,0,0,0,7
341003248,341003171,3407882,0.22881633,-0.042134378,-0.05860509,22.36564,0,0,0,0,8
342003288,342003211,3407882,-0.009950708,0.14851952,-0.0017070252,22.282608,0,0,0,0,8
343003241,343003171,3407882,0.019385144,0.14382312,0.004986655,22.334368,0,0,0,0,7
344003247,344003171,3407882,0.013697837,0.14319028,-0.07697435,22.426027,0,0,0,0,8
345003289,345003212,3407882,0.034548525,0.046614278,0.017195156,22.207125,0,0,0,0,8
346003246,346003171,3407882,-0.09635949,0.33677527,0.099965066,22.176931,0,0,0,0,8
347003246,347003171,3407882,0.15334916,-0.11407092,-0.010383709,22.36564,0,0,0,0,8
348003294,348003211,3407882,0.007076059,0.03808193,0.04043568,22.202093,0,0,0,0,9
349003251,349003171,3407882,-0.044449273,0.07595846,0.058413573,22.161835,0,0,0,0,8
350003240,350003170,3407882,-0.06940396,0.036058083,0.03428801,22.403381,0,0,0,0,7
351003286,351003211,3407882,0.06907207,0.0344486,0.012282255,22.214674,0,0,0,0,8
352003246,352003171,3407882,0.024681088,0.02885289,0.011507848,22.071257,0,0,0,0,8
353003246,353003171,3407882,0.12951742,-0.013348104,-0.016370788,21.980677,0,0,0,0,8
354003289,354003212,3407882,-0.026313169,-0.011707695,-0.0056540007,22.124094,0,0,0,0,8
355003244,355003171,3407882,-0.0025313934,0.006575913,-0.0066901115,22.127329,0,0,0,0,7
356003246,356003171,3407882,-0.0048213056,0.0015654671,0.000699464,22.041063,0,0,0,0,8
357003288,357003212,3407882,-0.0009992343,-0.0025147395,0.00174866,22.025967,0,0,0,0,8
358003251,358003171,3407882,-0.0033973965,0.00038303982,9.992343e-05,22.116547,0,0,0,0,8
359003246,359003171,3407882,-0.0022482772,-0.00022482772,-0.0026646247,21.980677,0,0,0,0,8
360003299,360003220,3407882,-0.0021400268,-0.00095759955,0.00053292495,22.05616,0,0,0,0,8
