timestamp,timestamp_sample,device_id,bias,bias_var,innov,innov_var,innov_test_ratio
200542703,200349394,6780433,5.9031696,0.1156156,0.23842573,12.419437,0.000508583
201002393,200803984,6780433,5.9161053,0.11570497,0.27306032,12.419514,0.000667068
201522668,201323610,6780433,5.921128,0.11571074,0.016948223,12.419963,2.5697184e-06
202042572,201843183,6780433,5.932112,0.11571573,0.22666264,12.419994,0.00045961686
202492343,202297834,6780433,5.9395123,0.11563593,0.18986225,12.419691,0.0003224957
203012346,202817453,6780433,5.957076,0.11563986,0.26217556,12.420096,0.0006149176
203532447,203337034,6780433,5.9729652,0.11564343,0.12307072,12.420495,0.00013549649
203922330,203726746,6780433,5.979294,0.11564578,0.0777092,12.420432,5.4021373e-05
204502369,204311286,6780433,6.0007043,0.11557827,0.35595512,12.420182,0.001133496
205022619,204830890,6780433,6.0262065,0.11559065,0.2909565,12.420597,0.00075730553
205542549,205350484,6780433,6.0560403,0.11560127,0.40285158,12.420589,0.0014517953
206002318,205805133,6780433,6.079763,0.1156932,0.2963605,12.420624,0.0007856963
207042590,206844391,6780433,6.1327004,0.115708396,0.3038864,12.420969,0.0008260847
207492332,207298984,6780433,6.1605315,0.11563011,0.33009863,12.420612,0.00097476953
208012318,207818609,6780433,6.1895638,0.11563545,0.39080286,12.420969,0.00136621
208532347,208338183,6780433,6.2179227,0.11564019,0.42010498,12.421329,0.0015787199
208992355,208792833,6780433,6.2437344,0.11572745,0.45683146,12.420886,0.0018668822
209512327,209312453,6780433,6.2670403,0.11573099,0.13651276,12.421214,0.00016670166
210032565,209832033,6780433,6.2932425,0.115734026,0.80262995,12.42155,0.00576252
210542334,210351635,6780433,6.3284316,0.11557077,0.36708546,12.420034,0.0012055051
211522326,211325889,6780433,6.4046197,0.11567878,0.45504045,12.421385,0.0018521983
212042304,211845487,6780433,6.433678,0.11568914,0.24688482,12.420227,0.00054527645
212492339,212300132,6780433,6.4573445,0.11561342,0.6564255,12.420894,0.0038545663
213012347,212819733,6780433,6.4997478,0.11562131,0.53669214,12.421313,0.0025765612
213472342,213274383,6780433,6.5187163,0.115711175,0.13263655,12.421055,0.00015737128
213992314,213793982,6780433,6.500749,0.11571745,-0.21539927,12.421596,0.00041501955
214512355,214313605,6780433,6.4608836,0.11572293,-0.63668156,12.422286,0.0036257722
215032775,214833183,6780433,6.4137917,0.11572801,-0.5767412,12.422836,0.0029750804
215482325,215287833,6780433,6.3901505,0.11564865,-0.12981558,12.423232,0.00015072196
215942300,215742483,6780433,6.378676,0.11573652,-0.49052858,12.423614,0.0021519798
216522359,216327033,6780433,6.3420887,0.11565844,-0.3466978,12.4257555,0.0010748227
217042334,216846633,6780433,6.3198977,0.1156661,-0.18262148,12.425111,0.0002982366
217302328,217106434,6780433,6.314776,0.11567418,-0.09143877,12.426223,7.4761694e-05
218012297,217820890,6780433,6.3124638,0.11560998,-0.13824415,12.426618,0.00017088269
218532760,218340491,6780433,6.3086143,0.115621924,-0.13329458,12.426535,0.00015886655
218992339,218795132,6780433,6.3280435,0.11571478,0.65301704,12.426586,0.0038128935
219512309,219314732,6780433,6.362671,0.11572388,0.2635188,12.426927,0.0006208933
220032578,219834371,6780433,6.4043064,0.115731634,0.60465527,12.426775,0.0032689986
221002361,220808610,6780433,6.466483,0.115659766,0.34243155,12.426696,0.0010484539
221462340,221263267,6780433,6.4873238,0.115747966,0.1253767,12.426138,0.00014055781
221982299,221782833,6780433,6.503173,0.11575234,0.28010845,12.426327,0.0007015637
223022360,222822033,6780433,6.514137,0.11575915,0.35838175,12.426584,0.0011484114
223152348,222951986,6780433,6.518493,0.115759745,0.18130732,12.425447,0.00029395177
223922324,223731333,6780433,6.5120225,0.115606144,-0.12319708,12.426005,0.00013571467
224442589,224250933,6780433,6.516071,0.11561801,0.124289036,12.425637,0.00013813523
224962375,224770534,6780433,6.511967,0.11562815,-0.16342115,12.424722,0.00023882918
225812307,225614892,6780433,6.501592,0.11572514,0.10956621,12.4254055,0.000107349544
226522364,226329370,6780433,6.5128403,0.11565025,-0.13387012,12.425293,0.00016025745
227042753,226848933,6780433,6.5222063,0.115655504,0.15299463,12.425057,0.00020932035
227502326,227303610,6780433,6.5413103,0.11574324,0.4975176,12.424922,0.002213506
227952306,227758265,6780433,6.56177,0.1156629,0.2541871,12.423958,0.00057783595
228542772,228342805,6780433,6.563881,0.11575031,-0.18321705,12.42481,0.00030019225
228992331,228797453,6780433,6.5589623,0.11566903,-0.20579576,12.424244,0.00037875678
229382363,229187133,6780433,6.554207,0.11567071,-0.29256773,12.423957,0.00076550915
230032313,229836633,6780433,6.562902,0.11567615,0.2350626,12.424493,0.0004941353
230422329,230226333,6780433,6.5672903,0.11568584,0.06975794,12.424207,4.3518714e-05
231002411,230810893,6780433,6.5900326,0.11561468,0.21627855,12.423596,0.0004183474
231522360,231330483,6780433,6.6018324,0.11562408,0.14874887,12.423721,0.00019788514
231982546,231785133,6780433,6.617652,0.11571469,0.44091654,12.423054,0.0017387691
232502322,232304733,6780433,6.638496,0.11572161,0.36715746,12.423172,0.0012056736
233022371,232824395,6780433,6.639572,0.115727335,-0.42043638,12.423294,0.0015809615
233542555,233343934,6780433,6.62626,0.11573214,-0.39212418,12.422987,0.0013752406
235032413,234837804,6780433,6.5871005,0.11565825,-0.40967655,12.42267,0.0015011523
235422375,235227482,6780433,6.5788884,0.11566004,-0.15949488,12.422388,0.00022753378
235752319,235552234,6780433,6.5772347,0.11574493,-0.1422534,12.42134,0.00018101491
236402335,236201745,6780433,6.568606,0.11574706,-0.16715527,12.421892,0.0002499251
237042593,236851256,6780433,6.5640383,0.11559425,-0.24990892,12.42167,0.0005586516
237502411,237305889,6780433,6.5572777,0.11568753,-0.17801952,12.421444,0.00028347885
238022353,237825483,6780433,6.5466123,0.11569688,-0.24134254,12.4215765,0.000521013
238472316,238280133,6780433,6.534157,0.11562017,-0.03798914,12.420563,1.2910264e-05
238992327,238799733,6780433,6.543777,0.11562711,0.444304,12.420678,0.0017659265
239452372,239254382,6780433,6.545098,0.115715824,-0.11296129,12.420027,0.00011415482
239772543,239579133,6780433,6.54817,0.11563536,0.119904995,12.420113,0.0001286194
240232321,240033783,6780433,6.5449796,0.11572307,-0.15528488,12.42097,0.00021570506
240942570,240748267,6780433,6.5432806,0.115644336,-0.11990833,12.420368,0.00012862393
241532356,241332804,6780433,6.543201,0.115731366,-0.123063564,12.420546,0.00013548018
241982303,241787456,6780433,6.5457144,0.115649685,-0.123353004,12.41954,0.00013612925
242442573,242242090,6780433,6.5583572,0.11573512,0.17192459,12.419984,0.00026443106
243022344,242826667,6780433,6.5616217,0.11565631,-0.13664436,12.419791,0.00016704237
243412335,243216332,6780433,6.5645247,0.11566586,0.20748949,12.419515,0.00038516344
243992504,243800889,6780433,6.5733404,0.1155945,0.23391485,12.418923,0.0004895411
244512296,244320488,6780433,6.6061144,0.11560364,0.22049093,12.419059,0.00043496097
245032349,244840089,6780433,6.626538,0.11561143,0.23300886,12.419189,0.00048574587
245492538,245294733,6780433,6.6367097,0.115700975,0.22198963,12.41853,0.00044091273
245882300,245684476,6780433,6.6424527,0.115705244,-0.16454077,12.418249,0.00024223905
246402303,246204032,6780433,6.6435328,0.11571032,-0.07426405,12.418379,4.9345756e-05
246982333,246788609,6780433,6.6468353,0.1156312,-0.18296957,12.417799,0.00029955088
248022319,247827805,6780433,6.642117,0.11563739,0.15762043,12.418111,0.0002222936
248482309,248282453,6780433,6.6431227,0.11572309,-0.21835995,12.4175005,0.00042664754
248872340,248672132,6780433,6.6444845,0.115724646,0.121759415,12.417253,0.00013265912
249512336,249321633,6780433,6.6452627,0.11556088,0.14037132,12.417485,0.0001763115
250032308,249841255,6780433,6.65188,0.11557377,0.15097237,12.417676,0.00020394454
250492295,250295889,6780433,6.6644554,0.11566713,0.32119083,12.4170885,0.0009231324
251012332,250815482,6780433,6.6879697,0.11567661,0.50439596,12.417278,0.0022765344
251532330,251335090,6780433,6.715876,0.11568477,0.24222183,12.4174795,0.00052498945
251982304,251789733,6780433,6.7381344,0.11560712,0.32263374,12.416562,0.0009314846
252502508,252309371,6780433,6.763762,0.11561314,0.42622042,12.416781,0.0016256123
253022333,252828934,6780433,6.7854886,0.115618266,0.38924408,12.417021,0.001355764
253542608,253348533,6780433,6.7902603,0.11562258,-0.2060709,12.416885,0.00037999524
253932519,253738266,6780433,6.7986026,0.11562548,0.17019653,12.417112,0.00025920194
254522305,254322806,6780433,6.801832,0.115712866,0.19862509,12.4170685,0.00035302594
255042346,254842383,6780433,6.801464,0.11571558,-0.092187405,12.415941,7.6053824e-05
255492332,255297032,6780433,6.8045297,0.11563406,0.06751728,12.416607,4.0792886e-05
256012302,255816633,6780433,6.8095517,0.11563929,0.11043167,12.416997,0.00010912599
256532525,256336257,6780433,6.8264217,0.11565259,0.30303907,12.417133,0.0008217381
257502580,257310483,6780433,6.856036,0.11558976,0.13705778,12.417818,0.00016808139
258022310,257830089,6780433,6.854696,0.11559893,0.11919117,12.418209,0.00012711204
258542297,258349683,6780433,6.861687,0.115606695,0.11208725,12.417118,0.00011242144
259002551,258804373,6780433,6.8663487,0.11569653,0.12039471,12.418173,0.00012969242
259522336,259323932,6780433,6.8863916,0.115702555,0.48453665,12.418542,0.0021005846
259912292,259713632,6780433,6.89652,0.11570654,0.04660797,12.418418,1.9436211e-05
260492291,260298183,6780433,6.9000964,0.11562811,0.083310604,12.418026,6.2101986e-05
261012549,260817803,6780433,6.9264135,0.11563198,0.8133426,12.418306,0.0059189154
261532326,261337383,6780433,6.946677,0.115635425,0.25777817,12.41857,0.000594536
261992290,261792032,6780433,6.960205,0.115721665,0.11539316,12.418031,0.00011914201
262502353,262311633,6780433,6.9711018,0.11555827,0.15416002,12.417925,0.00021264344
263022383,262831260,6780433,6.977373,0.11557191,0.2770338,12.418179,0.00068669696
263542622,263350850,6780433,6.99437,0.115583524,0.28127766,12.418033,0.00070790533
264002304,263805482,6780433,7.0091467,0.11567611,0.3455491,12.417908,0.0010683871
264522301,264325087,6780433,7.0339346,0.11568482,0.14355135,12.418178,0.00018438017
265042560,264844688,6780433,7.0571456,0.115692325,0.24622202,12.418063,0.0005424471
265492384,265299392,6780433,7.075544,0.1156143,0.524488,12.41763,0.0024614432
266012596,265818933,6780433,7.108682,0.1156199,0.4960761,12.417933,0.0022019364
266532335,266338532,6780433,7.1489916,0.11562481,0.45693064,12.418237,0.0018680914
266992327,266793183,6780433,7.178961,0.11571216,0.4349079,12.417763,0.0016924223
267512568,267312805,6780433,7.2058945,0.1157158,0.3107443,12.418088,0.0008639907
268032329,267832383,6780433,7.2262406,0.11571899,0.111495495,12.418419,0.000111225876
268482350,268287034,6780433,7.2446146,0.11563766,0.42065573,12.417598,0.0015833377
269002384,268806633,6780433,7.268175,0.115643084,0.5424261,12.41791,0.0026326322
269522372,269326256,6780433,7.2938457,0.115656465,0.38402796,12.418235,0.0013195423
270042354,269845860,6780433,7.317589,0.11566791,0.3334713,12.417099,0.0009950715
270492293,270300491,6780433,7.3316,0.11559302,0.21963501,12.417729,0.00043163676
271012287,270820089,6780433,7.349882,0.115601644,0.27848053,12.418023,0.0006938965
271992371,271794386,6780433,7.389444,0.11569854,0.26466227,12.417829,0.00062675215
272512331,272313932,6780433,7.416566,0.115704134,0.2974515,12.418137,0.0007916503
273032351,272833533,6780433,7.439785,0.115709014,0.46664476,12.418448,0.0019483318
274002339,273807805,6780433,7.4786973,0.115633,0.1566,12.418433,0.00021941899
274392295,274197482,6780433,7.486594,0.11563572,0.20829964,12.41847,0.00038820974
274782303,274587184,6780433,7.4885316,0.11563818,0.124858856,12.418626,0.00013948344
275492328,275301634,6780433,7.4896746,0.11556036,0.22650146,12.419106,0.0004589963
275952558,275756282,6780433,7.4828477,0.11565669,-0.138556,12.419159,0.00017175761
276402305,276210933,6780433,7.4820604,0.115584396,0.2663908,12.420335,0.0006348376
276992301,276795483,6780433,7.473068,0.115681075,-0.31575108,12.420632,0.00089187396
277512331,277315089,6780433,7.448584,0.115691,-0.2397542,12.4209795,0.00051420234
278032575,277834683,6780433,7.437274,0.11569957,-0.118225574,12.420855,0.00012503422
278482299,278289376,6780433,7.4289308,0.115622304,-0.13027191,12.420451,0.00015181745
279002300,278808973,6780433,7.419468,0.11562867,-0.14245796,12.420668,0.00018154572
279522546,279328533,6780433,7.402148,0.115634166,-0.36124086,12.420863,0.0011673457
280502320,280302805,6780433,7.360989,0.11572579,-0.16474295,12.420503,0.00024279067
281022318,280822383,6780433,7.345599,0.1157292,-0.22910738,12.42073,0.0004695572
281472349,281277032,6780433,7.3339405,0.11564797,-0.36572886,12.420071,0.0011966078
281992330,281796633,6780433,7.312819,0.11565378,-0.20326233,12.420405,0.00036960302
282512289,282316257,6780433,7.296379,0.11566741,-0.20103025,12.420856,0.00036151707
282702301,282511103,6780433,7.2923684,0.11558827,-0.11148691,12.420658,0.0001111887
283422337,283225533,6780433,7.28333,0.11568729,-0.18744183,12.42161,0.00031427701
283812547,283615233,6780433,7.2846956,0.11569456,0.29627228,12.421856,0.00078515074
284522297,284329683,6780433,7.3231087,0.115622945,0.16434002,12.42319,0.00024155222
284912297,284719383,6780433,7.316717,0.115629435,-0.09556532,12.425565,8.166613e-05
285432347,285238983,6780433,7.3257647,0.11564184,0.15341473,12.435355,0.00021029715
286022335,285823533,6780433,7.3327284,0.11574584,0.3411045,12.44835,0.0010385338
286472294,286278183,6780433,7.317691,0.11568267,-0.30515862,12.459121,0.00083046505
286992299,286797804,6780433,7.303314,0.11571118,-0.22908354,12.472591,0.00046750746
287512330,287317387,6780433,7.285413,0.1157448,-0.31639242,12.4866295,0.0008907676
288032563,287836982,6780433,7.273126,0.11578299,-0.16812706,12.500798,0.00025124356
288362307,288161745,6780433,7.2709613,0.11589259,0.23951817,12.50987,0.0005095439
288872314,288681333,6780433,7.27567,0.11577931,0.054716587,12.522667,2.6564318e-05
289522347,289330860,6780433,7.2749467,0.11584985,0.13391781,12.538227,0.00015892713
290042321,289850433,6780433,7.3000207,0.11590602,0.16187668,12.549333,0.00023200932
290502309,290305089,6780433,7.3019137,0.11603801,-0.2501006,12.558352,0.00055341935
290952300,290759733,6780433,7.2891946,0.116001196,-0.11968231,12.565509,0.00012665938
291542563,291344283,6780433,7.265717,0.11614255,-0.3648715,12.574101,0.0011764145
291992325,291798974,6780433,7.244706,0.11610111,-0.19696712,12.578924,0.00034269004
292512287,292318533,6780433,7.2314305,0.11614634,-0.15122604,12.583815,0.00020192885
293032311,292838168,6780433,7.2122164,0.116188034,-0.45480394,12.587675,0.0018258302
293362309,293162888,6780433,7.2082205,0.11629598,0.15492201,12.590053,0.00021181475
294012344,293812384,6780433,7.195959,0.11634012,-0.24633503,12.593089,0.000535399
294532306,294331983,6780433,7.156816,0.11637141,-0.6762457,12.594836,0.004034354
295042517,294851615,6780433,7.1163044,0.116236314,-0.5061202,12.595301,0.0022597287
295502350,295306258,6780433,7.073191,0.11635136,-0.7417569,12.596592,0.004853194
296022345,295825833,6780433,7.0274158,0.116382964,-0.59388447,12.59732,0.0031108803
296932314,296735133,6780433,6.9679074,0.1164288,-0.41958523,12.598023,0.0015527284
297322311,297124833,6780433,6.9776664,0.11644521,0.429214,12.598209,0.0016247871
307392310,307192086,6780433,9.935434,0.11672573,-1.8756666,18.809408,0.020782303
307452304,307257034,6780433,9.919389,0.11681062,-2.033327,14.920184,0.030789156
307842562,307646744,6780433,9.8304615,0.117203645,-1.5427179,13.033777,0.020288981
308362343,308166333,6780433,9.677426,0.11726682,-2.4861965,12.711677,0.05402883
308882302,308685933,6780433,9.500491,0.11720147,-2.3425174,12.603213,0.048377324
309332527,309140583,6780433,9.341986,0.11702706,-2.170495,12.557993,0.041682605
309852337,309660211,6780433,9.205299,0.11691194,-1.4758425,12.522167,0.019326713
310372332,310179787,6780433,9.11366,0.11679658,-1.0529928,12.502835,0.00985371
310892289,310699384,6780433,9.056879,0.11668702,-0.6913004,12.490445,0.004251216
311352309,311154033,6780433,9.005045,0.11668186,-0.8353443,12.482034,0.0062115956
311872332,311673634,6780433,8.96044,0.11659412,-0.41795254,12.489697,0.0015540305
312392324,312193255,6780433,8.96499,0.11652468,0.19584084,12.499444,0.00034093636
312842545,312647886,6780433,8.991805,0.1163941,0.516778,12.508941,0.0023721654
313362333,313167483,6780433,9.056977,0.116354965,0.9567261,12.521062,0.0081225345
313882363,313687082,6780433,9.134207,0.116329506,1.014945,12.533563,0.009132044
314342580,314141745,6780433,9.2058325,0.11640067,1.3315182,12.544746,0.015703259
314852572,314661333,6780433,9.296458,0.11623832,1.2187109,12.55567,0.0131437415
315372343,315180933,6780433,9.393828,0.11625136,1.2246361,12.566342,0.013260585
316352578,316155213,6780433,9.59308,0.116370894,1.4171982,12.583181,0.017734878
316872336,316674782,6780433,9.712061,0.116393305,1.6646938,12.589866,0.02445711
317392287,317194384,6780433,9.8392,0.116416425,1.7592402,12.595227,0.027302457
318362350,318168633,6780433,10.058076,0.11637494,1.7797232,12.60159,0.027927822
318882333,318688265,6780433,10.183886,0.11639564,1.3191824,12.603715,0.015341529
319342546,319142886,6780433,10.253672,0.116495974,0.91882896,12.605352,0.007441695
319862353,319662484,6780433,10.316049,0.11651309,1.0258093,12.606118,0.009274903
320382370,320182086,6780433,10.377128,0.11652812,0.7692871,12.606437,0.0052160537
320892281,320701682,6780433,10.443303,0.11637522,0.90322495,12.605579,0.007190955
321352558,321156333,6780433,10.51323,0.11647868,1.3214417,12.605853,0.015391511
321872383,321675932,6780433,10.574148,0.1164981,0.88366795,12.605473,0.0068829814
322392352,322195533,6780433,10.649132,0.1165145,1.3756886,12.604985,0.016682278
322842349,322650212,6780433,10.725204,0.11644295,0.5476351,12.604099,0.0026437975
323362293,323169811,6780433,10.759579,0.11645473,0.6682644,12.603602,0.003936946
323822334,323624478,6780433,10.780901,0.116547145,-0.124783516,12.603642,0.00013727006
324342388,324144034,6780433,10.7905655,0.116555534,-0.15786648,12.6032715,0.00021971214
324862348,324663633,6780433,10.786556,0.116562545,-0.2379179,12.602977,0.00049904373
325312289,325118305,6780433,10.77649,0.116484,-0.22685051,12.602352,0.00045371734
325832300,325637886,6780433,10.767339,0.11648902,0.16820812,12.602186,0.00024946264
326162378,325962633,6780433,10.771926,0.116575465,0.107863426,12.602538,0.0001025765
326872351,326677085,6780433,10.772953,0.1164968,0.114037514,12.601906,0.00011466127
327392283,327196682,6780433,10.784517,0.11649972,0.3935423,12.601692,0.0013655621
327842317,327651333,6780433,10.798542,0.11642822,0.115982056,12.601147,0.0001186121
328362329,328170934,6780433,10.819094,0.11644028,0.2773037,12.601059,0.00067805004
328882339,328690533,6780433,10.839284,0.11645064,0.5156326,12.601055,0.002344398
329342318,329145202,6780433,10.854555,0.11654225,0.20740509,12.601543,0.00037929104
329862290,329664788,6780433,10.868959,0.11655014,0.13857079,12.601668,0.00016930616
330382358,330184383,6780433,10.8866625,0.116557024,0.23813915,12.60186,0.0005000166
330832330,330639033,6780433,10.905103,0.11647866,0.34403706,12.601632,0.001043617
331352528,331158632,6780433,10.933697,0.11648413,0.43228722,12.601905,0.0016476542
331812289,331613303,6780433,10.937866,0.11657215,0.19343948,12.602554,0.00032990522
332392318,332197833,6780433,10.947006,0.11649334,0.49568176,12.602371,0.0021662626
332592323,332392712,6780433,10.955428,0.11657856,0.34709358,12.602866,0.0010621389
