timestamp,imbalanced_prop_metric,motor_failure_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
224294895,2.9361444,0,0,0,0,0,0,0,0,0
224800892,2.6717982,0,0,0,0,0,0,0,0,0
225307216,2.302113,0,0,0,0,0,0,0,0,0
225812892,1.9829581,0,0,0,0,0,0,0,0,0
225879468,1.9085612,0,0,0,0,0,0,0,0,0
226384916,1.7363162,0,0,0,0,0,0,0,0,0
226890909,1.6653601,0,0,0,0,0,0,0,0,0
227397134,1.6962845,0,0,0,0,0,0,0,0,0
227902924,1.7385297,0,0,0,0,0,0,0,0,0
228409051,1.6484498,0,0,0,0,0,0,0,0,0
228914915,1.4749054,0,0,0,0,0,0,0,0,0
229420893,1.446532,0,0,0,0,0,0,0,0,0
229927180,1.2960565,0,0,0,0,0,0,0,0,0
230432894,1.1452415,0,0,0,0,0,0,0,0,0
230939122,1.0187551,0,0,0,0,0,0,0,0,0
231444917,0.93297714,0,0,0,0,0,0,0,0,0
231951073,0.94699216,0,0,0,0,0,0,0,0,0
232457089,0.85393345,0,0,0,0,0,0,0,0,0
232962915,0.69670504,0,0,0,0,0,0,0,0,0
233469052,0.5399604,0,0,0,0,0,0,0,0,0
233974895,0.59010494,0,0,0,0,0,0,0,0,0
234987218,0.38030562,0,0,0,0,0,0,0,0,0
235492896,0.38967255,0,0,0,0,0,0,0,0,0
235999133,0.28072134,0,0,0,0,0,0,0,0,0
236504910,0.19195133,0,0,0,0,0,0,0,0,0
237010930,0.10698521,0,0,0,0,0,0,0,0,0
237517115,0.17496611,0,0,0,0,0,0,0,0,0
238022894,0.13053185,0,0,0,0,0,0,0,0,0
238529933,0.25491822,0,0,0,0,0,0,0,0,0
239036363,0.14897822,0,0,0,0,0,0,0,0,0
239168160,0.14227612,0,0,0,0,0,0,0,0,0
239674005,0.29001707,0,0,0,0,0,0,0,0,0
240179894,0.06408718,0,0,0,0,0,0,0,0,0
240686056,0.003088266,0,0,0,0,0,0,0,0,0
241192438,-0.11133495,0,0,0,0,0,0,0,0,0
241698376,-0.21213311,0,0,0,0,0,0,0,0,0
242204263,-0.32072103,0,0,0,0,0,0,0,0,0
242709893,-0.42472175,0,0,0,0,0,0,0,0,0
243216139,-0.46421263,0,0,0,0,0,0,0,0,0
243722432,-0.42624655,0,0,0,0,0,0,0,0,0
244228194,-0.25560468,0,0,0,0,0,0,0,0,0
244734297,-0.07971362,0,0,0,0,0,0,0,0,0
245239893,0.1300044,0,0,0,0,0,0,0,0,0
245746089,0.037157673,0,0,0,0,0,0,0,0,0
246252512,-0.06772953,0,0,0,0,0,0,0,0,0
246758415,0.090070784,0,0,0,0,0,0,0,0,0
247264096,0.0007745975,0,0,0,0,0,0,0,0,0
247769904,-0.072862074,0,0,0,0,0,0,0,0,0
248276362,-0.17485014,0,0,0,0,0,0,0,0,0
248782648,-0.3203439,0,0,0,0,0,0,0,0,0
249288184,-0.29971063,0,0,0,0,0,0,0,0,0
249794030,-0.31810158,0,0,0,0,0,0,0,0,0
250299893,-0.3307454,0,0,0,0,0,0,0,0,0
250806044,-0.3505476,0,0,0,0,0,0,0,0,0
251312510,-0.35515478,0,0,0,0,0,0,0,0,0
251819119,-0.36401185,0,0,0,0,0,0,0,0,0
252324893,-0.34706596,0,0,0,0,0,0,0,0,0
252830894,-0.4171695,0,0,0,0,0,0,0,0,0
253337119,-0.3076176,0,0,0,0,0,0,0,0,0
253842892,-0.2330163,0,0,0,0,0,0,0,0,0
254349090,-0.27762046,0,0,0,0,0,0,0,0,0
254854936,-0.13634038,0,0,0,0,0,0,0,0,0
255362685,0.12899368,0,0,0,0,0,0,0,0,0
255867893,0.4358689,0,0,0,0,0,0,0,0,0
256374000,0.4341466,0,0,0,0,0,0,0,0,0
257386047,0.46733728,0,0,0,0,0,0,0,0,0
257892453,0.4330926,0,0,0,0,0,0,0,0,0
258397891,0.64045876,0,0,0,0,0,0,0,0,0
258904085,0.4801945,0,0,0,0,0,0,0,0,0
259409892,0.42679557,0,0,0,0,0,0,0,0,0
259917088,0.3203525,0,0,0,0,0,0,0,0,0
260422893,0.33441764,0,0,0,0,0,0,0,0,0
260929073,0.42521283,0,0,0,0,0,0,0,0,0
261434893,0.35025024,0,0,0,0,0,0,0,0,0
261940905,0.18398686,0,0,0,0,0,0,0,0,0
262447207,0.24279007,0,0,0,0,0,0,0,0,0
262954061,0.16629487,0,0,0,0,0,0,0,0,0
263460232,0.14839333,0,0,0,0,0,0,0,0,0
263966099,0.1389095,0,0,0,0,0,0,0,0,0
264472420,0.32432246,0,0,0,0,0,0,0,0,0
264977912,0.16811566,0,0,0,0,0,0,0,0,0
265484108,0.10166375,0,0,0,0,0,0,0,0,0
