timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,gyro_clipping,accel_calibration_count,gyro_calibration_count
216621729,-0.04059457,0.050822478,0.015687753,5000,0,3.8698356,2.996391,-8.368828,5000,0,0,1,1
216626729,0.04614871,0.04837665,0.019432168,5000,0,4.5551634,-2.1789975,-10.695798,5000,0,0,1,1
216631730,0.077687055,0.0027962627,-0.00030999133,5001,0,-10.698695,-2.213934,-12.341927,5001,0,0,1,1
216636729,-0.013644368,0.016282085,0.04702028,4999,0,-5.4965253,3.1526802,-7.575922,4999,0,0,1,1
216641729,0.014081114,0.1740933,0.05258539,5000,0,7.530863,-0.5652848,-7.5917616,5000,0,0,1,1
216646729,0.08569248,0.059210353,0.010322026,5000,0,0.22382578,-0.28130025,-12.076727,5000,0,0,1,1
216651729,0.0043203337,-0.031224303,0.056103803,5000,0,-6.466891,0.84143364,-11.128952,5000,0,0,1,1
216656729,0.079989605,0.16649882,0.03577816,5000,0,-0.017352238,-1.9437423,-7.679531,5000,0,0,1,1
216661729,0.037516534,0.103680894,0.040485594,5000,0,0.23326781,4.111415,-10.986961,5000,0,0,1,1
216666729,0.086098865,0.088636205,0.022195287,5000,0,-2.1331296,-1.9179983,-8.299128,5000,0,0,1,1
216671730,0.1383184,0.11869454,0.017901681,5001,0,-1.4860454,-0.0433727,-8.1488085,5001,0,0,1,1
216676729,0.012665601,0.19325908,0.04174839,4999,0,3.4275246,0.8807852,-11.912173,4999,0,0,1,1
216681729,0.040499866,0.124225356,0.062909774,5000,0,-6.4430623,-0.20537981,-10.811021,5000,0,0,1,1
216686729,0.13830984,0.15509056,0.03295603,5000,0,-2.8843176,0.7252567,-7.409257,5000,0,0,1,1
216691729,0.09590067,0.23050727,0.008140793,5000,0,4.5747323,-0.26447138,-9.202326,5000,0,0,1,1
216696729,0.080957785,0.27344736,0.051808793,5000,0,-3.886105,0.17901431,-10.028084,5000,0,0,1,1
216701729,-0.027447153,0.19161421,0.04537095,5000,0,-0.81996554,0.27504152,-11.90138,5000,0,0,1,1
216706729,0.11052083,0.286754,0.04605618,5000,0,-1.4899302,-0.511149,-5.9901586,5000,0,0,1,1
216711729,0.19725329,0.26478314,0.05237328,5000,0,-1.6228782,2.0354967,-11.496345,5000,0,0,1,1
216716729,0.029256811,0.29523164,0.028156925,5000,0,1.1478288,0.46210852,-9.312485,5000,0,0,1,1
216721731,0.02682855,0.32073984,0.014528204,5002,0,-3.8613572,-2.221991,-8.5602,5002,0,0,1,1
216726729,0.094095126,0.3229973,0.04939171,4998,0,0.27022973,-0.54515576,-11.097382,4998,0,0,1,1
216731728,0.14177288,0.28142232,0.06607755,4999,0,-1.4080216,0.9366874,-7.3432055,4999,0,0,1,1
216736729,0.07573907,0.37200654,0.002170206,5001,0,-1.6294106,1.0880108,-11.585617,5001,0,0,1,1
216741729,0.079919785,0.3274271,-0.0039549745,5000,0,1.084631,-0.28329098,-10.550619,5000,0,0,1,1
216746729,0.10127574,0.3928659,0.05209737,5000,0,-5.571683,-2.0781057,-5.35444,5000,0,0,1,1
216751729,0.047952272,0.36450353,0.04204201,5000,0,0.08753517,0.9993348,-13.368951,5000,0,0,1,1
216756729,0.11579754,0.4143772,0.021134555,5000,0,3.9754786,1.4860985,-6.4720197,5000,0,0,1,1
216761729,0.06674862,0.43758097,0.022244735,5000,0,-1.9872282,0.11221586,-12.349595,5000,0,0,1,1
216766729,0.07302099,0.32021672,0.010544589,5000,0,-7.4645386,-0.03509944,-13.074027,5000,0,0,1,1
216771729,0.05523896,0.4833734,0.04510719,5000,0,-2.4022248,-2.7459521,-2.3596056,5000,0,0,1,1
216776729,0.027267925,0.53976196,0.059708633,5000,0,6.493423,2.2533538,-11.565295,5000,0,0,1,1
216781729,0.026957847,0.34062064,0.016551731,5000,0,0.403406,-0.32331914,-11.79463,5000,0,0,1,1
216786729,0.066058636,0.44449902,0.020862743,5000,0,-7.674245,-1.6040422,-8.059175,5000,0,0,1,1
216791729,0.10106909,0.449325,0.052850436,5000,0,-0.45102853,1.7876886,-12.47168,5000,0,0,1,1
216796729,-0.035745617,0.47767264,0.032918613,5000,0,-0.31425613,0.7258646,-8.256899,5000,0,0,1,1
216801729,0.006290158,0.48081604,0.017960034,5000,0,1.5270191,-0.74248594,-7.448066,5000,0,0,1,1
216806729,0.10347402,0.41123316,0.026285619,5000,0,0.5223057,-3.0770211,-12.63025,5000,0,0,1,1
216811730,0.02710002,0.4273281,0.0493188,5001,0,-4.4334073,4.2148633,-11.26395,5001,0,0,1,1
216816729,-0.041219614,0.45096418,0.025386624,4999,0,-1.4869591,-1.9089316,-10.266244,4999,0,0,1,1
216821729,0.07567675,0.4986106,0.009216562,5000,0,0.7211727,1.5377324,-6.9792724,5000,0,0,1,1
216826729,0.042807244,0.4467633,0.053930324,5000,0,-0.6339962,0.2486762,-11.974084,5000,0,0,1,1
216831729,0.021406066,0.445431,0.019037351,5000,0,0.6950489,-0.35556602,-6.949888,5000,0,0,1,1
216836729,-0.028980328,0.520578,0.016511997,5000,0,1.2142808,1.3522335,-14.940415,5000,0,0,1,1
216841729,0.056503505,0.34326425,0.044455133,5000,0,-8.407331,-2.751189,-10.767668,5000,0,0,1,1
216846729,0.0860289,0.5041583,0.049102966,5000,0,-3.2181904,3.165971,-3.5419016,5000,0,0,1,1
216851729,0.021003366,0.55637974,-0.011338759,5000,0,9.963998,0.16082372,-15.087104,5000,0,0,1,1
216856729,0.009199562,0.35883588,0.021150932,5000,0,-4.8700323,1.3329018,-9.823171,5000,0,0,1,1
216861729,0.041563336,0.46623713,0.02630027,5000,0,-5.415963,-6.233456,-9.632159,5000,0,0,1,1
216866729,0.08292745,0.4696683,0.026137378,5000,0,2.0776682,2.7162347,-11.974169,5000,0,0,1,1
216871730,0.033354044,0.4761398,0.033160847,5001,0,-1.5542059,3.4584389,-8.099417,5001,0,0,1,1
216876729,0.112996206,0.41954005,-0.043498967,4999,0,-3.1860282,-4.6091557,-10.79552,4999,0,0,1,1
216881729,0.09237278,0.47000664,0.04237952,5000,0,0.02968973,2.3345625,-9.223952,5000,0,0,1,1
216886729,-0.009019682,0.49323606,0.033662327,5000,0,-1.2650636,-1.0752888,-11.721475,5000,0,0,1,1
216891729,0.05819934,0.46136406,0.00090278534,5000,0,1.1895269,0.8532061,-7.9781985,5000,0,0,1,1
216896729,0.14273901,0.42949775,0.011327109,5000,0,-1.5378702,-0.86026657,-12.084072,5000,0,0,1,1
216901729,0.12469892,0.4300761,0.01643201,5000,0,-4.342875,2.22067,-11.125675,5000,0,0,1,1
216906729,0.007002181,0.47868326,-0.004141936,5000,0,1.0106882,-1.4208938,-7.254313,5000,0,0,1,1
216911729,0.0012308116,0.5284273,-0.006349607,5000,0,3.4962509,2.0430593,-11.004444,5000,0,0,1,1
216916729,0.11843687,0.3671302,0.031816993,5000,0,-4.9806957,-2.1785045,-11.532461,5000,0,0,1,1
216921729,0.07481226,0.44710696,0.012885352,5000,0,3.3719919,3.1180463,-6.9693418,5000,0,0,1,1
216926729,0.050556753,0.4602281,-0.025129996,5000,0,0.04148763,-0.9566701,-14.804782,5000,0,0,1,1
216931729,0.053545844,0.3088263,-0.004500312,5000,0,-7.422866,0.849241,-9.913537,5000,0,0,1,1
216936734,0.042538486,0.4707572,0.032833,5005,0,-0.9069304,-3.02178,-4.382122,5005,0,0,1,1
216941729,0.05647405,0.4552904,0.023037164,4995,0,5.8590503,2.625035,-12.532683,4995,0,0,1,1
216946729,-0.031235639,0.3006589,-0.005470286,5000,0,1.3614532,0.65353405,-12.701774,5000,0,0,1,1
216951730,0.09786216,0.32785824,-0.018456213,5001,0,-6.2929597,-3.1530795,-8.595823,5001,0,0,1,1
216956729,0.11641987,0.3553791,0.046203133,4999,0,-5.3258314,2.4145894,-10.923927,4999,0,0,1,1
216961729,-0.1410997,0.38132554,-0.018556984,5000,0,1.9317925,1.0525808,-10.328029,5000,0,0,1,1
216966729,0.07891604,0.37588525,-0.000745912,5000,0,2.7615592,-0.77320474,-3.8051863,5000,0,0,1,1
216971729,0.055260375,0.29879645,0.03087515,5000,0,-1.7459135,-2.2052364,-14.967845,5000,0,0,1,1
216976729,0.016155683,0.260723,-0.008389056,5000,0,-1.7899079,2.575236,-12.012728,5000,0,0,1,1
216981731,-0.047756687,0.34812632,0.024684517,5002,0,-2.1595802,1.260934,-7.9007983,5002,0,0,1,1
216986729,0.09397012,0.27313662,-0.0059913346,4998,0,-3.69712,-3.1725898,-10.999146,4998,0,0,1,1
216991729,0.010113613,0.26531824,0.022533074,5000,0,-1.7510021,3.1164753,-7.565871,5000,0,0,1,1
216996729,0.004510483,0.39093405,0.017156584,5000,0,7.0500016,-0.094878234,-8.163585,5000,0,0,1,1
217001729,0.034955945,0.22695321,-0.016062343,5000,0,1.9020544,-0.6510045,-14.164862,5000,0,0,1,1
217006729,-0.014214622,0.18378015,0.025457898,5000,0,-7.040578,0.23923409,-10.840442,5000,0,0,1,1
217011729,0.068208896,0.33883616,0.035229664,5000,0,-1.7400788,0.9347588,-7.001064,5000,0,0,1,1
217016729,-0.031216577,0.3021911,0.01610139,5000,0,2.7892563,0.30680612,-9.7247,5000,0,0,1,1
217021729,-0.015021703,0.18405975,-0.015447377,5000,0,-0.34882268,1.0588833,-10.2815695,5000,0,0,1,1
217026729,0.08152165,0.26207703,0.00984875,5000,0,-0.1719541,-1.842778,-8.097366,5000,0,0,1,1
217031738,-0.039504603,0.21985388,0.049971055,5009,0,0.33563262,2.0330675,-12.921226,5009,0,0,1,1
217036729,-0.07061544,0.18729146,0.0018609001,4991,0,-3.935563,-0.93303037,-12.005223,4991,0,0,1,1
217041729,0.03469516,0.21005061,0.026799733,5000,0,-2.7319841,1.0437431,-7.411276,5000,0,0,1,1
217046729,0.073957704,0.17600858,0.048782516,5000,0,-0.06404705,-0.6433888,-8.681134,5000,0,0,1,1
217051729,-0.016661743,0.23233283,-0.0024440598,5000,0,1.7365155,2.7027352,-10.825978,5000,0,0,1,1
217056729,-0.055626262,0.17760763,-0.023987776,5000,0,4.657919,-1.1732606,-10.226146,5000,0,0,1,1
217061729,0.06450967,0.111561626,0.041901056,5000,0,-8.456967,-3.6484792,-10.093417,5000,0,0,1,1
217066729,-0.06997537,0.16243164,0.03622168,5000,0,-3.9908755,4.8851733,-10.753759,5000,0,0,1,1
217071729,0.007462564,0.21758829,0.036063205,5000,0,6.247203,0.86749643,-8.236249,5000,0,0,1,1
217076729,0.063465334,0.14566496,0.0073058857,5000,0,-1.6271545,-1.3969926,-9.479104,5000,0,0,1,1
217081729,-0.026073629,0.06897146,-0.0021410256,5000,0,-4.3607564,1.4589394,-12.592723,5000,0,0,1,1
217086729,0.002932271,0.22535494,0.04218767,5000,0,2.5873792,-1.4885613,-6.2138677,5000,0,0,1,1
217091729,-0.06709181,0.1561397,0.04178527,5000,0,0.761987,-0.7242241,-13.149238,5000,0,0,1,1
217096729,-0.012600339,0.039225075,0.0015738915,5000,0,-6.791732,2.4502478,-10.638442,5000,0,0,1,1
217101729,0.14399973,0.14400668,0.067457505,5000,0,1.4808214,1.9602256,-6.9894843,5000,0,0,1,1
217106730,-0.016352616,0.12251975,0.023667755,5001,0,0.63690567,-2.4554572,-10.002344,5001,0,0,1,1
217111728,-0.06795605,0.03265865,-0.021313876,4998,0,-1.7130015,1.8914474,-12.614052,4998,0,0,1,1
217116729,-0.01572073,0.094455294,0.03893624,5001,0,0.76195914,-1.6467232,-7.110536,5001,0,0,1,1
217121729,0.03623121,0.032187853,0.05057476,5000,0,-5.692751,-1.6044322,-11.125669,5000,0,0,1,1
217126729,-0.122692995,0.05660447,0.005674285,5000,0,3.5234504,3.3118124,-10.640523,5000,0,0,1,1
217131729,0.022899028,0.04564565,0.011194036,5000,0,2.3197398,1.6675344,-8.742474,5000,0,0,1,1
217136729,0.03216772,-0.01769261,0.0074179727,5000,0,-7.7719226,-3.1346548,-10.6417055,5000,0,0,1,1
217141729,-0.12538634,-0.021944452,0.014129812,5000,0,-0.3338254,1.665937,-11.22466,5000,0,0,1,1
217146729,-0.07274071,0.090743765,0.017979158,5000,0,2.3321006,-0.9491285,-6.331685,5000,0,0,1,1
217151729,-0.07981218,-0.031879954,0.026814613,5000,0,-2.0980875,2.667579,-12.849355,5000,0,0,1,1
217156729,-0.039589897,-0.10402583,0.018675715,5000,0,-5.0608864,-2.7860098,-9.147593,5000,0,0,1,1
217161729,0.01661105,0.075512126,0.026929524,5000,0,2.8432467,3.5966623,-8.222183,5000,0,0,1,1
217166729,-0.12651646,-0.03621002,0.021720678,5000,0,-1.5086615,-1.0315549,-12.889567,5000,0,0,1,1
217171728,-0.11300007,-0.080035694,0.0047420957,4999,0,-4.029327,0.16679138,-7.73721,4999,0,0,1,1
217176729,-0.044683777,0.031944018,0.060391787,5001,0,1.8041171,-2.728049,-9.024453,5001,0,0,1,1
217181729,-0.038160283,-0.08191128,0.070636354,5000,0,0.99900746,3.298641,-9.349143,5000,0,0,1,1
217186729,-0.14874984,-0.022968328,0.014379536,5000,0,-0.8442794,0.8858949,-12.583425,5000,0,0,1,1
217191729,-0.023004875,-0.11532986,0.01428346,5000,0,-2.2989917,-0.15505384,-10.844094,5000,0,0,1,1
217196729,-0.035502583,-0.039821856,0.055909935,5000,0,-5.5036144,-1.3808931,-6.2837296,5000,0,0,1,1
217201729,-0.18441316,-0.02550875,0.04212718,5000,0,2.5022974,1.8197159,-12.177329,5000,0,0,1,1
217206729,-0.06834639,0.0043903347,0.030808466,5000,0,4.734511,0.4002028,-6.150278,5000,0,0,1,1
217211729,-0.019584503,-0.08931932,0.05230759,5000,0,-2.2335234,-1.27002,-12.68753,5000,0,0,1,1
217216729,-0.044579662,-0.16716923,0.037080754,5000,0,-6.2117314,2.1039515,-12.716561,5000,0,0,1,1
217221729,-0.051081017,0.049888756,0.03423317,5000,0,0.5268989,0.9328973,-6.0897427,5000,0,0,1,1
217226729,-0.110341676,-0.030309537,0.031429384,5000,0,0.5875466,-1.6011974,-12.108583,5000,0,0,1,1
217231729,-0.06556915,-0.11252025,0.022030232,5000,0,-4.283618,2.8326876,-7.9442306,5000,0,0,1,1
217236729,0.013389169,0.012835441,0.05728631,5000,0,5.134796,-2.3121529,-8.632415,5000,0,0,1,1
217241729,-0.027693631,-0.040638916,0.05743305,5000,0,-0.525464,-0.06400788,-11.196108,5000,0,0,1,1
217246729,-0.12808156,-0.06934658,0.017019348,5000,0,-6.0838976,2.502197,-14.296238,5000,0,0,1,1
217251730,0.06418875,-0.03387636,0.055473518,5001,0,-1.0998269,-0.87304723,-6.2671824,5001,0,0,1,1
217256729,0.012707699,0.021503936,0.07125321,4999,0,-1.4520978,-0.63816154,-7.017778,4999,0,0,1,1
217261729,-0.04924656,0.0008724625,0.016014138,5000,0,5.1769204,3.92377,-14.343482,5000,0,0,1,1
217266729,-0.023535382,-0.021008609,0.033592016,5000,0,2.6279707,-3.1848912,-7.4821515,5000,0,0,1,1
217271728,0.022890262,-0.013623486,0.04695518,4999,0,-9.401889,-0.3172309,-13.527294,4999,0,0,1,1
217276729,-0.031579725,-0.07825501,0.06306745,5001,0,-4.4300203,0.8560711,-9.596494,5001,0,0,1,1
217281729,0.038262837,0.13020049,0.07339518,5000,0,5.2995486,2.649531,-4.9806576,5000,0,0,1,1
217286729,-0.009070711,0.007722884,0.022693885,5000,0,1.7477045,0.2540561,-14.086686,5000,0,0,1,1
217291729,-0.01093228,-0.11379771,0.02627532,5000,0,-5.1808143,-1.6433425,-7.9807982,5000,0,0,1,1
217296729,0.0215997,0.07313973,0.09132823,5000,0,-0.92417896,0.48809037,-10.0513525,5000,0,0,1,1
217301729,-0.060837436,-0.0047093043,0.057542928,5000,0,-0.6729324,-0.32856202,-11.7462635,5000,0,0,1,1
217306729,-0.036315158,-0.017491618,0.030277533,5000,0,-1.1105113,3.9304416,-7.692513,5000,0,0,1,1
217311729,0.12351974,-0.022283578,0.013495029,5000,0,0.17790164,-3.7236836,-11.561121,5000,0,0,1,1
217316729,-0.029539207,-0.007432069,0.07144759,5000,0,-4.158882,3.6594982,-7.988724,5000,0,0,1,1
217321729,-0.114805296,0.08911316,0.023056926,5000,0,1.4540849,-3.354079,-10.423351,5000,0,0,1,1
217326729,0.011830005,-0.012290897,0.04696628,5000,0,3.8238513,2.5194938,-11.588446,5000,0,0,1,1
217331728,-0.028864276,-0.00019010587,0.054773584,4999,0,-5.863333,-1.6139101,-8.199473,4999,0,0,1,1
217336729,0.03426373,0.016990349,0.018268932,5001,0,-0.83216286,2.7721314,-12.015862,5001,0,0,1,1
217341729,-0.055065595,0.0016068344,0.03461752,5000,0,1.1695654,-0.16163686,-9.664887,5000,0,0,1,1
217346729,-0.11880311,0.042046003,0.025450211,5000,0,-2.0932593,0.46930543,-9.912329,5000,0,0,1,1
217351729,-0.018382052,-0.008880944,0.03018168,5000,0,-0.9709484,-1.3261263,-7.682742,5000,0,0,1,1
217356730,-0.008869309,-0.06233004,0.08031261,5001,0,3.365861,0.09656648,-10.87502,5001,0,0,1,1
217361729,-0.063659646,0.023671832,0.0109904995,4999,0,-2.5986867,0.5701245,-10.993773,4999,0,0,1,1
217366729,-0.124964595,-0.057629116,0.0034405654,5000,0,-2.7555418,2.5003905,-12.413021,5000,0,0,1,1
217371729,0.01775784,-0.08617365,0.03302216,5000,0,-3.8938127,-4.883376,-7.8296824,5000,0,0,1,1
217376729,-0.086026505,0.02175958,0.05779842,5000,0,-3.7156026,5.12788,-6.956955,5000,0,0,1,1
217381729,-0.118644126,0.0678013,-0.008748019,5000,0,11.513659,0.5868182,-11.119025,5000,0,0,1,1
217386729,-0.024771085,-0.09691253,0.01295753,5000,0,-0.13855964,-2.3211653,-10.391799,5000,0,0,1,1
217391729,-0.11338923,-0.06580605,0.023211755,5000,0,-9.707717,0.6358412,-12.33648,5000,0,0,1,1
217396730,-0.047824882,0.023233358,0.047827743,5001,0,-1.6533077,0.3399629,-7.476131,5001,0,0,1,1
217401729,-0.056786202,0.035648443,0.04132052,4999,0,2.3930938,1.0879384,-8.451551,4999,0,0,1,1
217406730,-0.09984716,-0.056920603,-0.024882495,5001,0,0.43715888,1.1170112,-12.023542,5001,0,0,1,1
217411730,-0.0334031,-0.0071278512,0.00813553,5000,0,-1.5705844,-1.6193831,-7.275591,5000,0,0,1,1
217416729,-0.06671849,-0.015453968,0.067438886,4999,0,-2.908784,-0.18005386,-12.839984,4999,0,0,1,1
217421729,-0.1337016,-0.01590785,0.017837442,5000,0,0.866801,1.895486,-8.217533,5000,0,0,1,1
217426729,-0.043568455,0.011863348,0.01176987,5000,0,0.87368023,1.5188236,-10.228283,5000,0,0,1,1
217431729,0.029494826,-0.1375538,0.026584985,5000,0,-6.7797976,-3.897114,-10.966462,5000,0,0,1,1
217436732,-0.08045481,0.025501145,0.009948719,5003,0,-0.11575879,1.7529471,-7.625838,5003,0,0,1,1
217441729,-0.15058286,0.08313568,0.012696281,4997,0,4.050426,-0.26357254,-10.538288,4997,0,0,1,1
217446729,-0.006722597,-0.093685605,0.021860605,5000,0,-2.145661,-0.56061745,-9.532911,5000,0,0,1,1
217451729,-0.022535302,-0.037227657,0.029975371,5000,0,-2.399428,0.40541464,-9.5607195,5000,0,0,1,1
217456729,-0.030296918,-0.0022200148,0.0028564706,5000,0,0.9605196,1.4978614,-10.676218,5000,0,0,1,1
217461729,-0.045907058,-0.036147386,0.0087629985,5000,0,-3.787248,-0.077897474,-11.630314,5000,0,0,1,1
217466730,-0.08369326,-0.03710021,0.006213369,5001,0,-2.3214648,-0.42050275,-10.520009,5001,0,0,1,1
217471729,-0.004728385,0.05177593,0.024585143,4999,0,-0.52689624,-0.07563943,-6.46074,4999,0,0,1,1
217476729,-0.01259797,-0.040270872,0.02042755,5000,0,3.2523558,0.859732,-12.821894,5000,0,0,1,1
217481729,-0.06353798,-0.08330413,0.0070950445,5000,0,-1.4639038,0.24939764,-10.045258,5000,0,0,1,1
217486729,-0.022919739,-0.032146603,-0.007525603,5000,0,-5.053691,-0.93104875,-11.504709,5000,0,0,1,1
217491729,0.0667549,-0.13365453,0.059035413,5000,0,-2.7335222,-0.7668451,-10.055393,5000,0,0,1,1
217496729,-0.046629414,0.012109652,0.037378363,5000,0,1.4137406,3.5790331,-5.7837257,5000,0,0,1,1
217501729,0.011921352,-0.071367174,-0.041330077,5000,0,4.2746716,-0.3759554,-13.298568,5000,0,0,1,1
217506730,0.047397487,-0.2172678,0.033783037,5001,0,-2.5912552,-2.1151874,-7.888666,5001,0,0,1,1
217511729,0.00879074,-0.111100644,0.030355196,4999,0,-4.63027,0.23664704,-11.593846,4999,0,0,1,1
217516729,-0.066292115,-0.13388093,0.0066218344,5000,0,2.4042103,0.8951797,-10.466897,5000,0,0,1,1
217521729,0.036093354,-0.22689253,0.037375245,5000,0,-2.7528894,0.7816173,-9.386382,5000,0,0,1,1
217526729,0.09246836,-0.21452539,0.024896456,5000,0,-2.8648982,0.34739003,-10.904905,5000,0,0,1,1
217531729,-0.00020121876,-0.17989695,-0.004023867,5000,0,4.399253,0.93603086,-8.527069,5000,0,0,1,1
217536729,-0.008156544,-0.24683587,0.0057867165,5000,0,-1.1843809,-1.3382409,-11.772789,5000,0,0,1,1
217541729,-0.012384003,-0.33320957,-0.004938691,5000,0,-4.2069287,0.30059505,-9.031871,5000,0,0,1,1
217546729,0.0391223,-0.24220031,0.056341704,5000,0,2.9826336,-1.4994307,-8.746663,5000,0,0,1,1
217551730,0.037814625,-0.3629289,0.030483827,5001,0,0.35163027,2.1099732,-10.258114,5001,0,0,1,1
217556729,-0.038109064,-0.3864883,-0.0031700276,4999,0,-0.5241694,1.235771,-10.776113,4999,0,0,1,1
217561729,0.10064503,-0.40443075,0.008426318,5000,0,-2.4325664,-3.0185053,-11.384048,5000,0,0,1,1
217566729,-0.026975412,-0.41723987,0.036325347,5000,0,-4.427015,3.4062936,-10.414446,5000,0,0,1,1
217571729,-0.07352305,-0.36975712,0.011094458,5000,0,4.5357985,-2.670759,-6.88547,5000,0,0,1,1
217576729,0.050924357,-0.41966197,0.006557152,5000,0,3.916671,1.4993417,-11.479868,5000,0,0,1,1
217581729,0.0014225169,-0.53744686,0.0548776,5000,0,-6.844384,0.2700291,-11.63399,5000,0,0,1,1
217586729,0.006363471,-0.42500553,-0.0011278447,5000,0,3.2827363,-1.0522945,-7.3028913,5000,0,0,1,1
217591729,-0.056233425,-0.43926585,0.03836353,5000,0,-2.4069424,2.3317018,-14.097126,5000,0,0,1,1
217596729,0.013086316,-0.58273023,0.00021126431,5000,0,-6.553845,-0.652522,-10.410334,5000,0,0,1,1
217601729,0.06362481,-0.44355872,0.046769775,5000,0,1.326918,1.0128655,-2.5904992,5000,0,0,1,1
217606730,-0.011164572,-0.43119207,0.013178851,5001,0,7.490083,-0.36865294,-12.521947,5001,0,0,1,1
217611729,-0.01273841,-0.6379691,-0.03297834,4999,0,-3.0650156,0.7923041,-13.593056,4999,0,0,1,1
217616729,0.0053790947,-0.5430099,0.056922045,5000,0,-1.778501,-2.5843267,-7.278131,5000,0,0,1,1
217621729,0.048202172,-0.54448104,0.03631066,5000,0,-3.643512,0.8459878,-10.369953,5000,0,0,1,1
217626729,-0.10895806,-0.5763989,0.0043915873,5000,0,2.0883071,4.6298246,-10.358638,5000,0,0,1,1
217631728,0.082986884,-0.5883666,0.00089614175,4999,0,3.2636628,-1.4542565,-6.9506884,4999,0,0,1,1
217636729,0.05485466,-0.64031035,0.01803199,5001,0,-7.050666,-0.30783194,-10.972508,5001,0,0,1,1
217641729,-0.0947856,-0.64078736,0.010231099,5000,0,1.7893039,-1.3831697,-10.7400055,5000,0,0,1,1
217646729,-0.018928004,-0.5402666,0.016711064,5000,0,3.1180017,-0.23654285,-7.557384,5000,0,0,1,1
217651729,0.0074155475,-0.699201,0.037207335,5000,0,-3.6615994,1.4798839,-12.264291,5000,0,0,1,1
217656729,0.048375893,-0.74186265,0.03016757,5000,0,-2.442423,-0.71124285,-8.055266,5000,0,0,1,1
217661729,0.08135934,-0.5981761,0.011241198,5000,0,3.9621122,0.40397742,-9.554289,5000,0,0,1,1
217666729,-0.036817595,-0.73156893,0.00089769857,5000,0,-5.519311,1.6340116,-13.431406,5000,0,0,1,1
217671730,0.01559191,-0.7358223,-0.009601798,5001,0,-3.87195,-2.20734,-4.934154,5001,0,0,1,1
217676729,0.050799314,-0.61857545,0.04905629,4999,0,6.0434394,0.8738631,-10.405977,4999,0,0,1,1
217681728,-0.007152131,-0.7389634,0.021709625,4999,0,0.5986546,3.2907302,-8.735909,4999,0,0,1,1
217686729,-0.02689242,-0.7438833,-0.027442878,5001,0,0.12840673,-3.4185226,-12.336285,5001,0,0,1,1
217691729,0.08363357,-0.82279396,0.01000708,5000,0,-4.499769,0.17527324,-11.265886,5000,0,0,1,1
217696729,-0.009328367,-0.7178578,0.054222096,5000,0,-6.4744883,1.6102979,-6.840203,5000,0,0,1,1
217701729,-0.057651535,-0.7075181,0.014879157,5000,0,4.379576,0.0073798806,-10.048809,5000,0,0,1,1
217706730,0.017752808,-0.80049425,0.012397574,5001,0,1.8134627,0.59472114,-8.198874,5001,0,0,1,1
217711729,-0.02144136,-0.7946803,0.011028827,4999,0,-6.4723854,-0.35466793,-11.6384945,4999,0,0,1,1
217716729,-0.016070565,-0.7564169,0.039434,5000,0,0.48346156,-0.4510352,-9.427962,5000,0,0,1,1
217721729,-0.06195577,-0.77735424,0.029598,5000,0,-1.2252501,0.4000288,-10.960102,5000,0,0,1,1
217726729,0.03718541,-0.79902595,0.011166948,5000,0,-1.9839916,0.75522417,-8.484253,5000,0,0,1,1
217731730,0.06433892,-0.7676906,-0.008883017,5001,0,0.6732601,1.075014,-8.437195,5001,0,0,1,1
217736729,-0.04483532,-0.77648675,0.014576537,4999,0,0.42115915,0.359554,-11.734491,4999,0,0,1,1
217741729,-0.07996473,-0.82831347,-0.0074419733,5000,0,-1.3710952,-1.8527025,-9.319273,5000,0,0,1,1
217746729,0.041231662,-0.7550476,0.03794652,5000,0,-0.9012365,0.20310809,-9.5370035,5000,0,0,1,1
217751729,0.075217366,-0.8827797,0.039623298,5000,0,-1.5257993,6.3854446,-10.346138,5000,0,0,1,1
217756730,-0.029880011,-0.81350905,-0.0029203547,5001,0,0.045915596,-2.5905886,-9.367145,5001,0,0,1,1
217761729,0.02701983,-0.8324589,-0.020477977,4999,0,-1.5596079,-1.203595,-11.868728,4999,0,0,1,1
217766729,-0.015489167,-0.88468426,0.04741834,5000,0,-4.1512256,2.457472,-7.398213,5000,0,0,1,1
217771729,0.016840141,-0.7442132,0.0199042,5000,0,8.374711,0.5590455,-8.674992,5000,0,0,1,1
217776729,0.03167986,-0.93590534,-0.031559773,5000,0,0.44852114,-0.06594242,-15.537815,5000,0,0,1,1
217781729,0.0044109365,-0.9598634,0.018616775,5000,0,-10.764978,-1.8930995,-8.779567,5000,0,0,1,1
217786729,0.046086833,-0.74933296,0.050782155,5000,0,-0.21311156,1.9177988,-6.4271917,5000,0,0,1,1
217791730,-0.024830488,-0.81592476,0.018364992,5001,0,5.38585,2.2474418,-10.124264,5001,0,0,1,1
217796729,0.0054543107,-1.0063818,-0.05813385,4999,0,-1.1036345,-5.6390185,-10.871771,4999,0,0,1,1
217801729,0.1085327,-0.84202605,0.032724705,5000,0,-3.708095,-1.4899884,-10.198656,5000,0,0,1,1
217806729,-0.09236471,-0.80990344,0.045934845,5000,0,-1.4930638,2.7571402,-10.19338,5000,0,0,1,1
