timestamp,load,ram_usage
199871269,0.42315668,0.392216
200371271,0.5521388,0.46432328
200871304,0.54170895,0.46432328
201371265,0.5284812,0.46432328
201871284,0.51726013,0.46432328
202371294,0.5182853,0.46432328
202871299,0.5195611,0.46432328
203371266,0.52336586,0.46432328
203871304,0.5215255,0.46432328
204371266,0.52367806,0.46432328
205371294,0.51995933,0.46432328
205871266,0.5204622,0.46432328
206871294,0.5068369,0.46432328
207371267,0.5215188,0.46432328
207871265,0.52255774,0.46458626
208371293,0.51635945,0.46458626
208871271,0.51807165,0.46458626
209371300,0.5207788,0.46458626
209871295,0.5186747,0.46458626
210371280,0.5202508,0.46458626
210871266,0.51869476,0.46458626
211371294,0.504694,0.46458626
211871282,0.51856935,0.46458626
212371266,0.5214671,0.46458626
213371266,0.5069134,0.46458626
213871265,0.518069,0.46458626
214371333,0.5187486,0.46458626
214871266,0.51155126,0.46458626
215371266,0.51605195,0.46458626
215871340,0.5188026,0.46458626
216371304,0.51978755,0.46458626
216871276,0.51888275,0.46458626
217371358,0.5195453,0.46458626
217871317,0.5133364,0.46458626
218371266,0.5182283,0.46458626
218871307,0.5166527,0.46458626
219371321,0.51976395,0.46458626
219871317,0.5167978,0.46458626
220371354,0.52061236,0.46458626
221371321,0.5132105,0.46458626
221871345,0.5180607,0.46458626
222371358,0.5210506,0.46458626
222871362,0.50922334,0.46458626
223371355,0.5184101,0.46458626
223871279,0.5197525,0.46458626
224371285,0.5163776,0.46458626
224871316,0.51701176,0.46458626
225371283,0.5187093,0.46458626
225871317,0.50247514,0.46458626
226371315,0.5166502,0.46481416
226871286,0.51834476,0.46481416
227371288,0.5116656,0.46481416
227871352,0.5184058,0.46481416
228371299,0.5194597,0.46481416
228871357,0.5140814,0.46481416
229371315,0.5158435,0.46481416
229871288,0.51951075,0.46481416
230371285,0.5170354,0.46481416
230871306,0.51690316,0.46481416
231371289,0.5153601,0.46481416
231871321,0.51978755,0.46481416
232371321,0.52027655,0.46481416
232871289,0.51594985,0.46481416
233371286,0.51769555,0.46481416
233871312,0.5170542,0.46481416
234371320,0.50778246,0.46481416
234871315,0.500209,0.46481416
235371347,0.5173831,0.46481416
235871312,0.5183792,0.46481416
236371323,0.5145812,0.46481416
236871326,0.5196092,0.46481416
237371290,0.5189072,0.46481416
237871286,0.5089681,0.46481416
238371314,0.52042043,0.46481416
238871276,0.5165956,0.46481416
239371273,0.50970614,0.46481416
239871306,0.5159792,0.46481416
240371273,0.5167948,0.46481416
240871276,0.51433825,0.46481416
241371305,0.5177752,0.46481416
241871301,0.5169142,0.46481416
242871322,0.5098889,0.46481416
243371276,0.51904,0.46481416
243871277,0.5141632,0.46481416
244371299,0.517311,0.46481416
244871274,0.51611185,0.46481416
245371275,0.5125799,0.46481416
245871305,0.50844336,0.46481416
246371269,0.51824033,0.46481416
246871276,0.5183777,0.46481416
247371296,0.5040566,0.46481416
247871270,0.5042275,0.46481416
248371302,0.51742387,0.46481416
248871312,0.51452315,0.46481416
249371287,0.51221395,0.46481416
249871270,0.51789963,0.46481416
250371297,0.5192866,0.46481416
250871269,0.51285994,0.46481416
251371269,0.5205893,0.46481416
251871297,0.51824915,0.46481416
252371270,0.5080669,0.46481416
252871269,0.51358783,0.46481416
253371297,0.51853085,0.46481416
253871270,0.5130242,0.46481416
254371266,0.516301,0.46481416
254871353,0.5140203,0.46481416
255371267,0.5169432,0.46481416
255871279,0.51687586,0.46481416
256371296,0.51679504,0.46481416
257371269,0.50067484,0.46481416
257871294,0.50764745,0.46481416
258371266,0.5204308,0.46481416
258871268,0.5157915,0.46481416
259371295,0.5181438,0.46481416
259871267,0.5176202,0.46481416
260371266,0.5190742,0.46481416
260871393,0.51749384,0.46481416
261371301,0.5186708,0.46481416
261871286,0.5027242,0.46481416
262371322,0.5182257,0.46481416
262871288,0.5188972,0.46481416
263371287,0.5190984,0.46481416
263871311,0.50966585,0.46481416
264371284,0.5185617,0.46481416
264871277,0.5180011,0.46481416
265371313,0.5209031,0.46481416
265871277,0.51648045,0.46481416
266371279,0.5208424,0.46481416
266871351,0.51013446,0.46481416
267371283,0.51041436,0.46481416
267871318,0.5180433,0.46481416
268371316,0.51703715,0.46481416
268871291,0.5152595,0.46481416
269371282,0.5176344,0.46481416
269871310,0.5188028,0.46481416
270371304,0.5214422,0.46481416
270871283,0.5176114,0.46481416
271871283,0.49929398,0.46481416
272371279,0.51959026,0.46481416
272871306,0.518067,0.46481416
273371278,0.5192403,0.46481416
273871276,0.5074487,0.46481416
274371337,0.51934165,0.46481416
274871277,0.515432,0.46481416
275371282,0.5119183,0.46481416
275871313,0.51333284,0.46481416
276371267,0.51795805,0.46481416
276871267,0.516646,0.46481416
277371295,0.515494,0.46481416
277871267,0.51592594,0.46481416
278371269,0.51668596,0.46481416
278871294,0.51831365,0.46481416
279371267,0.51878905,0.46481416
279871267,0.50704503,0.46481416
280371296,0.508351,0.46481416
280871299,0.515724,0.46481416
281371266,0.5173382,0.46481416
281871308,0.5081923,0.46481416
282371286,0.51964265,0.46481416
282871269,0.51824987,0.46481416
283371299,0.5116351,0.46481416
283871269,0.50798666,0.46481416
284371268,0.5176052,0.46481416
284871297,0.51842344,0.46481416
285371270,0.5085051,0.46481416
285871272,0.5141933,0.46481416
286371297,0.5158495,0.46481416
286871270,0.5110471,0.46481416
287371301,0.5152956,0.46481416
287871297,0.512921,0.46481416
288371281,0.504688,0.46481416
288871270,0.51347375,0.46481416
289371298,0.51152194,0.46481416
289871269,0.5048753,0.46481416
290371270,0.51222396,0.46481416
290871329,0.50950027,0.46481416
291371269,0.51358235,0.46481416
291871269,0.51049936,0.46481416
292371298,0.51383984,0.46509466
293371270,0.50419396,0.46509466
293871333,0.5098809,0.46509466
294371270,0.5116221,0.46509466
294871277,0.5009821,0.46509466
295371311,0.50993514,0.46509466
295871266,0.51391244,0.46509466
296371267,0.5022842,0.46509466
296871298,0.50333863,0.46509466
297371267,0.51336753,0.46509466
297871268,0.5120162,0.46509466
298371294,0.5046363,0.46509466
298871282,0.5223433,0.46509466
299371266,0.5211824,0.46509466
299871296,0.5132307,0.46509466
300371318,0.5199621,0.46523494
300871267,0.519188,0.46523494
301371424,0.5194219,0.46523494
301871289,0.532896,0.46523494
302371298,0.52974534,0.46523494
302871313,0.5120981,0.46523494
303371285,0.5211967,0.46523494
303871282,0.51331997,0.46523494
304371312,0.513428,0.46523494
304871278,0.5073903,0.46523494
305371278,0.514889,0.46523494
305871324,0.5170578,0.46523494
306371279,0.49929994,0.46523494
306871316,0.50897586,0.46523494
307371310,0.5149802,0.46523494
307871299,0.5217563,0.46523494
308371286,0.51692945,0.46523494
308871315,0.52094424,0.46523494
309371286,0.51966,0.46523494
309871284,0.51658714,0.46523494
310371334,0.51563203,0.46523494
310871286,0.5187755,0.46523494
311371295,0.5183434,0.46523494
311871310,0.500555,0.46523494
312371277,0.5100574,0.46523494
312871279,0.51213515,0.46523494
313371342,0.5128185,0.46523494
313871277,0.5095179,0.46523494
314371288,0.5038725,0.46523494
314871308,0.5157253,0.46523494
315371289,0.51586676,0.46523494
316371296,0.5067476,0.46523494
316871277,0.5103983,0.46523494
317371267,0.5131461,0.46523494
318371266,0.5064211,0.46523494
318871268,0.5090911,0.46523494
319371303,0.5094671,0.46523494
319871303,0.5052,0.46523494
320371267,0.51236403,0.46523494
320871346,0.510278,0.46523494
321371267,0.50025797,0.46523494
321871268,0.50864494,0.46523494
322371298,0.5107136,0.46523494
322871287,0.5095043,0.46523494
323371272,0.512093,0.46523494
323871297,0.51097214,0.46523494
324871287,0.5054711,0.46523494
325371298,0.51073134,0.46523494
325871269,0.51050925,0.46523494
326371304,0.5084368,0.46523494
326871298,0.5120131,0.46523494
327371279,0.5132873,0.46523494
327871270,0.5055539,0.46523494
328371313,0.5138078,0.46523494
328871270,0.51243734,0.46523494
329371269,0.50204825,0.46523494
329871298,0.50050604,0.46523494
330371270,0.510098,0.46523494
330871270,0.5124956,0.46523494
331371315,0.50554013,0.46523494
331871271,0.51155484,0.46523494
332371269,0.5103147,0.46523494
332871329,0.52644646,0.46523494
333371288,0.5445665,0.46523494
333871280,0.5290823,0.46523494
334371298,0.52451193,0.46523494
334871267,0.5394541,0.46523494
335371273,0.5230832,0.46523494
335871297,0.5102795,0.46523494
336371267,0.50990343,0.46523494
336871267,0.5180913,0.46523494
337371296,0.5328131,0.46523494
337871268,0.52486134,0.46523494
338371267,0.5096282,0.46523494
338871313,0.5125216,0.46523494
339371301,0.50688493,0.46523494
339871268,0.5118031,0.46523494
340371306,0.52499074,0.46523494
340871268,0.5258329,0.46523494
341371268,0.5392601,0.46523494
341871358,0.5398991,0.46523494
342371279,0.5265342,0.46523494
342871267,0.5320978,0.46523494
343371295,0.526614,0.46523494
343871268,0.5111732,0.46523494
344371268,0.5215342,0.46523494
344871300,0.5337732,0.46523494
345371268,0.5257563,0.46523494
345871268,0.5281265,0.46523494
346371297,0.5244556,0.46523494
347871298,0.5304785,0.46523494
348371268,0.53328943,0.46523494
348871269,0.5280318,0.46523494
349371313,0.53439075,0.46523494
349871269,0.5420265,0.46523494
350371268,0.5339625,0.46523494
350871296,0.52532953,0.46523494
351371269,0.51683563,0.46523494
351871269,0.51673335,0.46523494
352371332,0.535389,0.46523494
352871270,0.53269804,0.46523494
353371281,0.5390812,0.46523494
353871297,0.54131836,0.46523494
354371269,0.5459123,0.46523494
354871268,0.5425694,0.46523494
355871269,0.5325659,0.46537519
356371268,0.5434016,0.46537519
356871298,0.5390745,0.46537519
357371268,0.54113674,0.46537519
357871284,0.54250854,0.46537519
358371298,0.538206,0.46537519
359371274,0.56459594,0.46541023
359871317,0.64354926,0.46541023
