timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err
200936265,200739871,0.016527152,0.036139116,0.004457708,1,0,0,0,0,0,0,0,0,0,0
201936340,201742066,0.015704457,0.031915806,0.0038370965,1,0,0,0,0,0,0,0,0,0,0
202936266,202742091,0.014896537,0.035226926,0.0049425014,1,0,0,0,0,0,0,0,0,0,0
203936269,203742071,0.013637255,0.03659019,0.0059297243,1,0,0,0,0,0,0,0,0,0,0
204936192,204742083,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
205936261,205743861,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
206936207,206742861,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
207936211,207741102,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
208936187,208741118,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
209936248,209742861,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
211936213,211742862,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
212936184,212741076,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
213936230,213742860,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
214936186,214739861,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
215936297,215739862,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
216936208,216737518,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
217936256,217741095,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
218936191,218739862,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
219936214,219741103,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
220936213,220742861,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
221936206,221743862,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
222936193,222742081,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
223936210,223742867,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
224936185,224742861,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
225936259,225739863,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
226936187,226742081,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
227936203,227742860,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
228936252,228742868,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
