timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err
229936247,229743862,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
230936184,230742862,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
231936229,231743863,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
232936187,232741081,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
234936185,234742081,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
236936181,236742082,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
237936212,237742071,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
238936205,238743867,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
239936205,239743861,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
240936190,240742861,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
241936256,241743868,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
242936198,242742861,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
243936254,243741092,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
244936185,244742076,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
245936200,245742860,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
246936180,246742860,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
247936197,247742860,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
248936213,248742095,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
249936238,249743861,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
250936185,250742863,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
251936203,251743860,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
252936184,252742081,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
253936249,253742060,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
254936242,254741331,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
255936417,255741345,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
256936380,256742863,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
257936394,257742068,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
258936407,258742075,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
259936444,259743861,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
260936374,260742862,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
261936389,261742860,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
262936377,262742862,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
263936474,263742861,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
264936376,264742861,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
265936267,265742077,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
266936208,266739873,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
267936248,267741083,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
268936273,268739863,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
269936195,269741094,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
270936196,270742070,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
271936185,271742862,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
272936235,272741102,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
273936241,273742860,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
274936201,274742861,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
275936184,275739868,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
276936228,276742068,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
277936203,277742087,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
278936247,278741107,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
280936272,280741105,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
281936194,281741078,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
282936246,282741098,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
283936209,283741074,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
284936007,284739862,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
285935985,285739049,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
286936003,286739862,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
287935989,287737861,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
288936005,288737861,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
289935984,289737442,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
290936000,290735878,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
291936000,291735861,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
292936004,292737345,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
293935999,293735860,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
294936003,294737450,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
295935981,295735861,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
296936004,296735874,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
298935988,298735871,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
299935969,299737861,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
300936110,300737862,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
301935998,301738977,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
302936112,302737870,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
303935971,303739104,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
304936004,304739001,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
305935978,305738962,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
306936026,306741077,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
308936202,308737862,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
309936191,309741108,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
310936198,310738977,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
311936019,311739002,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
312936004,312737417,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
313935988,313737490,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
314936008,314737722,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
315935986,315737713,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
316936031,316737862,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
317935982,317737670,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
318935998,318737862,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
319935983,319737861,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
320935998,320735879,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
321936016,321737703,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
322936003,322741089,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
323935981,323737930,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
324936002,324737712,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
326026012,325834863,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
327025994,326834862,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
328025975,327834860,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
329025992,328833862,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
330025983,329833863,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
331026023,330833863,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
332025979,331833862,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
333026126,332832863,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
334025977,333832861,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
335025966,334832860,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
336026014,335832862,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
337025987,336833862,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
338025980,337832861,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
340025980,339833863,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
341026096,340832861,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
342026105,341832861,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
343026090,342832862,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
344026011,343832863,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
345025968,344832862,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
346026124,345833866,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
347026095,346832862,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
348026131,347832861,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
349026092,348833862,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
350026114,349834861,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
351026089,350834862,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
351936407,351735876,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
352946091,352751473,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
353946110,353747561,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
354936418,354735861,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
356026114,355834860,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
356926354,356734860,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
357936111,357737920,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
358936105,358735862,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
360026093,359833862,0.014168697,0.078808084,0.014990822,1,0,0,0,0,0,1,0,0,0,0
