timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],gyro_clipping[0],gyro_clipping[1],gyro_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
200898784,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6412.373,6412.373,0.33055016,0.0051447656,1.9641815e-10,-0.1226811,0.3739101,-9.922067,-0.010190833,-0.0033554786,-0.001046982,3.40151,1.2914387,0.8389669,0.0013356494,0.00050911185,0.00027640947,22.715847,22.715847
201938796,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6412.3613,6412.3613,0.42483652,0.006765166,2.2970174e-10,-0.0672922,0.36845642,-9.936682,-0.010919409,-0.0027382185,-0.00051398313,3.9761167,1.1130452,2.341527,0.0008566124,0.0005962722,0.00014858256,22.720568,22.720568
202973788,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6412.363,6412.363,0.4898317,0.0081572635,2.7820987e-10,-0.119769454,0.37166098,-9.917447,-0.011949466,-0.0029747623,-0.0008611522,4.2617183,1.3016148,1.8033243,0.00092924153,0.00057771575,0.00013695698,22.738941,22.738941
203908782,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6412.377,6412.377,0.6544209,0.011843272,9.305132e-10,-0.04463548,0.37869573,-9.912805,-0.009963916,-0.0027667775,-0.00060386304,10.140167,17.528723,2.4783452,0.0041613327,0.0008885667,0.00037847695,22.740667,22.740667
204953790,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6412.3906,6412.3906,3.578318,0.052102897,6.624358e-09,-0.0976402,0.19313736,-9.85631,-0.006427738,-0.0045762407,0.0016023668,32.945145,23.35752,29.971308,0.008799795,0.010658029,0.0016186967,22.747799,22.747799
205993780,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6412.3984,6412.3984,3.9801471,0.06082046,3.9495763e-08,-0.10315101,0.23307225,-10.071329,-0.1715892,-0.1284744,0.11814513,80.47835,39.370625,59.800396,0.05588712,0.027826546,0.008760813,22.727861,22.727861
206938780,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6412.3857,6412.3857,4.6512437,0.078394346,3.407677e-08,0.040873762,0.18790966,-10.56828,0.05858002,-0.017548954,0.03845533,109.79037,51.823227,73.829956,0.034466162,0.036299456,0.005466137,22.761148,22.761148
207978778,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6412.4033,6412.4033,3.7052386,0.06176222,4.7346987e-08,-0.06275502,0.1422145,-10.086302,0.13368173,0.02154735,-0.17050762,54.03604,41.35977,33.329346,0.03252543,0.012116994,0.004645413,22.738369,22.738369
208923778,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6412.398,6412.398,4.2641935,0.07420063,5.050364e-08,-0.30406696,-0.12675957,-10.184973,-0.004786305,-0.19181284,0.018502695,95.34743,39.708218,56.813473,0.029575635,0.020033574,0.00328755,22.748573,22.748573
209968793,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6412.4053,6412.4053,3.9604576,0.06408359,5.0449582e-08,-0.5119368,0.016649067,-10.077476,-0.016229546,0.13176283,0.120410115,114.17761,58.24266,71.39975,0.028393876,0.0501782,0.014403172,22.738934,22.738934
211953787,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6412.399,6412.399,4.6883497,0.07101011,5.0774116e-08,-0.35675824,0.069929376,-8.050931,-0.0780161,-0.06212461,-0.078190774,170.10252,82.75231,71.37354,0.03872554,0.031473625,0.007414908,22.74811,22.74811
212898779,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6412.39,6412.39,4.879458,0.080020666,7.389666e-08,-0.8639828,0.44437134,-10.57857,-0.033455122,0.13032322,-0.020846607,357.66882,206.62648,234.99324,0.13556857,0.10994317,0.021010105,22.770521,22.770521
213933781,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6412.3896,6412.3896,4.325883,0.07193841,3.3283165e-08,-0.3184299,0.24966905,-9.958625,0.038972594,-0.064854555,0.04512482,137.79881,56.840206,84.23008,0.058451448,0.041243453,0.005155778,22.760014,22.760014
214973781,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6412.407,6412.407,4.1505055,0.067435786,3.8315996e-08,-0.45450506,0.003393352,-10.006219,-0.03004644,0.040441312,-0.027669081,207.92917,132.26424,105.60429,0.1032866,0.05142228,0.00995887,22.754475,22.754475
215913780,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6412.399,6412.399,5.5513005,0.0783533,9.966841e-08,-0.6569777,-0.0012416169,-9.830744,-0.1663639,-0.04199952,-0.13771623,920.54767,188.50073,279.73566,0.09060129,0.18159418,0.00954213,22.756344,22.756344
216953782,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6412.399,6412.399,6.153591,0.09651822,1.8392497e-07,-0.893494,0.27776638,-10.030136,0.054433376,0.43809256,0.013130204,851.0683,257.66916,216.80278,0.17506212,0.21323358,0.03572365,22.765154,22.765154
217898779,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6412.386,6412.386,7.849171,0.11517706,3.2982976e-07,-0.43447706,0.38350135,-10.143125,0.019955102,-0.8170546,0.008077877,813.3759,368.62695,240.90962,0.21637383,0.14277346,0.024363836,22.751173,22.751173
218943778,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6412.4053,6412.4053,7.377592,0.11334533,9.40512e-08,-1.0415819,0.40818527,-10.573451,-0.05791973,-0.07076559,-0.06651552,691.47144,409.51324,309.38446,0.22475383,0.20545326,0.038870208,22.769669,22.769669
219983782,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6412.4116,6412.4116,6.8774767,0.10364996,9.379691e-08,-1.4171147,0.13259602,-9.146469,-0.12652667,-0.13129424,-0.0056760185,770.1484,172.83252,293.61337,0.16232757,0.17022488,0.017731749,22.761948,22.761948
220923782,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6412.412,6412.412,6.788426,0.109178685,8.412581e-08,-0.30899513,0.09473267,-9.759276,0.06552024,0.16515595,0.015606904,470.78937,309.06442,255.07202,0.17564611,0.12595797,0.026529817,22.76994,22.76994
221973784,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6412.41,6412.41,6.0503945,0.08984932,6.0509336e-08,-0.3087485,0.51097864,-10.221101,0.103933334,-0.0900735,0.07031884,371.4462,161.29631,227.65068,0.13283513,0.05491665,0.018666297,22.761656,22.761656
222913806,3407890,3407890,0,0,0,0,0,0,0,0,799.9995,799.9995,6412.4185,6412.4185,4.4086914,0.06960009,3.3502314e-08,-0.28829882,0.005349405,-9.826879,-0.081283204,0.039463542,-0.056380406,90.56094,31.307287,88.67566,0.027795553,0.038836822,0.0037444548,22.769627,22.769627
223953829,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6412.4155,6412.4155,4.150179,0.06363033,5.987906e-08,-0.02242823,0.14033133,-9.775669,-0.13667043,-0.08750065,-0.06808575,117.43957,66.63224,89.85738,0.040235046,0.045572326,0.00581438,22.76769,22.76769
224998780,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6412.4023,6412.4023,3.8163915,0.060669415,2.0064563e-08,-0.38930243,0.0840951,-9.908404,0.053995524,-0.037962988,-0.025757257,145.27643,26.849916,99.4237,0.030077858,0.04855646,0.004591049,22.774885,22.774885
225938788,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6412.4136,6412.4136,3.7022245,0.062011342,3.0290483e-08,-0.44678864,-0.07097249,-10.261011,0.096217275,0.06149474,-0.023034712,110.13335,38.979477,69.466805,0.035269275,0.06390511,0.007454642,22.774624,22.774624
226988782,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6412.4097,6412.4097,4.3332243,0.07159554,4.233923e-08,-0.39840057,-0.30627626,-9.902498,-0.010311897,0.121598616,-0.09044393,175.63367,45.452244,90.04029,0.03389289,0.06878343,0.00810048,22.765608,22.765608
