timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],reset_integral,fw_control_yaw_wheel
202142543,0.0,-0.0,-2.1887782,0.0,-0.4585894,0.0,0.0,0.8886483,0.0,0.0,-0.001,0,0
202152306,0.0,-0.0,-2.1887712,0.0,-0.4585925,0.0,0.0,0.88864666,0.0,0.0,-0.001,0,0
202162567,0.0,-0.0,-2.188765,0.0,-0.4585953,0.0,0.0,0.88864523,0.0,0.0,-0.001,0,0
202172391,0.0,-0.0,-2.188763,0.0,-0.45859626,0.0,0.0,0.88864475,0.0,0.0,-0.001,0,0
202182332,0.0,-0.0,-2.1887581,0.0,-0.4585984,0.0,0.0,0.8886437,0.0,0.0,-0.001,0,0
202192301,0.0,-0.0,-2.1887577,0.0,-0.45859855,0.0,0.0,0.88864356,0.0,0.0,-0.001,0,0
202202306,0.0,-0.0,-2.1887326,0.0,-0.4586097,0.0,0.0,0.8886378,0.0,0.0,-0.001,0,0
202212309,0.0,-0.0,-2.1887178,0.0,-0.45861626,0.0,0.0,0.88863444,0.0,0.0,-0.001,0,0
202222312,0.0,-0.0,-2.1887207,0.0,-0.45861498,0.0,0.0,0.8886351,0.0,0.0,-0.001,0,0
202232805,0.0,-0.0,-2.1887212,0.0,-0.4586148,0.0,0.0,0.88863516,0.0,0.0,-0.001,0,0
202242290,0.0,-0.0,-2.1887105,0.0,-0.45861962,0.0,0.0,0.8886327,0.0,0.0,-0.001,0,0
202252304,0.0,-0.0,-2.1887043,0.0,-0.45862234,0.0,0.0,0.8886313,0.0,0.0,-0.001,0,0
202262324,0.0,-0.0,-2.1887054,0.0,-0.45862177,0.0,0.0,0.8886316,0.0,0.0,-0.001,0,0
202272392,0.0,-0.0,-2.1887188,0.0,-0.45861587,0.0,0.0,0.8886346,0.0,0.0,-0.001,0,0
202282278,0.0,-0.0,-2.1886969,0.0,-0.45862558,0.0,0.0,0.8886296,0.0,0.0,-0.001,0,0
202292300,0.0,-0.0,-2.1886735,0.0,-0.45863596,0.0,0.0,0.88862425,0.0,0.0,-0.001,0,0
202302598,0.0,-0.0,-2.1886845,0.0,-0.4586311,0.0,0.0,0.88862675,0.0,0.0,-0.001,0,0
