timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err
243934180,243741092,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
244934152,244742076,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
245934158,245742860,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
246934149,246742860,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
247934157,247742860,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
248934180,248742095,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
249944144,249743861,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
250934150,250742863,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
251944139,251743860,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
252934202,252742081,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
253934511,253742060,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
254934436,254741331,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
255934435,255741345,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
256934451,256742863,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
257934418,257742068,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
258934483,258742075,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
259944137,259743861,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
260934454,260742862,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
261934409,261742860,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
262934444,262742862,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
263934181,263742861,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
264934152,264742861,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
265934160,265742077,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
266934172,266739873,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
267934182,267741083,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
268934182,268739863,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
269934158,269741094,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
270934160,270742070,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
271934157,271742862,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
272934152,272741102,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
273934188,273742860,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
274934184,274742861,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
275934153,275739868,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
276934152,276742068,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
277934147,277742087,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
278934154,278741107,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
280934150,280741105,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
281934167,281741078,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
282934152,282741098,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
283934152,283741074,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
284933971,284739862,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
285933974,285739049,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
286933972,286739862,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
287933971,287737861,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
288933970,288737860,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
289933972,289737442,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
290934010,290735878,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
291934037,291735861,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
292933972,292737345,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
293933963,293735860,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
294933963,294737450,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
295933965,295735861,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
296933996,296735874,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
298933953,298735871,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
299934077,299737861,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
300933957,300737862,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
301934107,301738977,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
302934113,302737870,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
303933953,303739104,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
304933954,304739001,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
305933956,305738962,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
306933986,306741077,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
308934162,308737862,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
309934155,309741108,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
310934149,310738977,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
311934000,311739002,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
312933968,312737417,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
313933972,313737490,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
314933975,314737722,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
315933970,315737713,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
316934000,316737862,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
317933970,317737670,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
318934009,318737862,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
319933963,319737861,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
320933992,320735879,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
321934004,321737703,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
322933970,322741089,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
323933981,323737930,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
324933972,324737712,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
325933969,325735875,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
326933993,326734860,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
327933963,327733863,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
328933991,328733861,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
329933965,329733864,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
330933968,330733870,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
331933994,331734862,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
333024068,332832863,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
334023947,333832861,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
335023945,334832860,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
336023944,335832862,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
336924249,336732863,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
338023943,337832861,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
339934180,339733862,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
341024073,340832861,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
342023946,341832861,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
343024074,342832862,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
344023995,343832863,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
345024080,344832862,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
345934398,345733869,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
347023952,346832862,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
348024070,347832861,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
348923944,348732862,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
349934106,349733863,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
350934074,350734861,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
351934458,351735876,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
352944074,352751473,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
353944080,353747561,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
354934457,354735861,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
355934088,355733864,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
356934078,356734860,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,1
357934092,357737920,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
358934076,358735862,nan,nan,nan,1,0,0,0,0,0,1,0,0,0,0
359934183,359733886,0.016160512,0.05940681,0.012857092,1,0,0,0,0,0,1,0,0,0,0
