timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
201052188,201051730,60.18773289172699,24.83266066091774,-6.6077566,10.97601,2.0861626e-07,0.24063857,0.22792988,-6.698232,3,2,1,0
202052270,202051729,60.187732797689286,24.832660501121058,-6.664547,10.916504,2.0861626e-07,0.24133354,0.22825553,-6.744635,3,2,1,0
203052272,203051731,60.18773262720953,24.832660349754864,-6.714944,10.865783,2.0861626e-07,0.24183239,0.22892977,-6.7973237,3,2,1,0
204052226,204051730,60.187732405418856,24.83266016513271,-6.776429,10.805285,2.0861626e-07,0.2422787,0.22907664,-6.8597755,3,2,1,0
205052227,205051729,60.18773236317366,24.832660286639364,-6.840505,10.744841,2.0861626e-07,0.24272728,0.22972777,nan,3,2,0,0
206052187,206051729,60.187733324033374,24.832659359693338,-6.7321024,10.862401,2.0861626e-07,0.24315825,0.23035043,nan,3,2,0,0
207052218,207051729,60.18773422600736,24.832659741000285,-6.2083845,11.399177,2.0861626e-07,0.24359913,0.23037311,nan,3,2,0,0
208052172,208051729,60.1877328838035,24.8326603146507,-5.3107486,12.313364,2.0861626e-07,0.24405771,0.23081306,nan,3,2,0,0
209052258,209051729,60.18773168177959,24.832659314942546,-4.1456437,13.499477,2.0861626e-07,0.24460366,0.23071477,nan,3,2,0,0
210052175,210051729,60.1877266204982,24.832643910900075,-2.746832,14.919348,2.0861626e-07,0.24506584,0.23102914,nan,3,2,0,0
212052193,212051729,60.18770544008206,24.83256012069193,0.42286205,18.115139,2.0861626e-07,0.24608457,0.23106545,nan,3,2,0,0
213052212,213051729,60.187696689883325,24.83251863646046,1.2476807,18.947113,2.0861626e-07,0.24656762,0.23160617,nan,3,2,0,0
214052216,214051729,60.18769425248198,24.832501374482028,1.9065638,19.602417,2.0861626e-07,0.247617,0.23234923,nan,3,2,0,0
215052278,215051730,60.187694759909945,24.832499701598433,2.5193644,20.199352,2.0861626e-07,0.25113207,0.2348486,nan,3,2,0,0
216052188,216051729,60.18769604712798,24.832502265081487,3.089511,20.74699,2.0861626e-07,0.2574514,0.2389135,nan,3,2,0,0
217052210,217051729,60.18769604950579,24.8325006178358,3.5216122,21.151506,2.0861626e-07,0.25932226,0.24139687,nan,3,2,0,0
218052180,218051729,60.187695403209354,24.83249874848479,3.9378357,21.538399,2.0861626e-07,0.25840333,0.24267206,nan,3,2,0,0
219052244,219051729,60.1876907081686,24.8324748365058,4.4121943,21.993385,2.0861626e-07,0.25786808,0.2426059,nan,3,2,0,0
220052190,220051729,60.18768598617002,24.832452501411478,4.774556,22.339725,2.0861626e-07,0.25793365,0.24290635,nan,3,2,0,0
221052217,221051731,60.18768188628515,24.83243301874764,5.052574,22.59896,2.0861626e-07,0.25815204,0.24310958,nan,3,2,0,0
222052171,222051730,60.18768064596471,24.832427002809315,5.2820244,22.808146,2.0861626e-07,0.25786573,0.24235594,nan,3,2,0,0
223052203,223051728,60.1876802998619,24.832425568584487,5.5185804,23.028584,2.0861626e-07,0.2573814,0.24183051,nan,3,2,0,0
224052213,224051729,60.187678890835926,24.832424404538436,5.7563515,23.256445,2.0861626e-07,0.2569298,0.24061854,nan,3,2,0,0
225052218,225051729,60.18767942302342,24.832424890534167,6.029889,23.52776,2.0861626e-07,0.2568692,0.2401942,nan,3,2,0,0
