timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
262841245,262840121,4395041,-0.1477889,0.12931527,0.1972848,nan,0
263841237,263840111,4395041,-0.18473612,0.08497862,0.20107876,nan,0
264841247,264840101,4395041,-0.14040184,0.12192792,0.18972147,nan,0
265840685,265839549,4395041,-0.16626535,0.103453994,0.19731033,nan,0
267840683,267839543,4395041,-0.20690091,0.0997558,0.1896724,nan,0
268840664,268839540,4395041,-0.18842761,0.11083978,0.17449859,nan,0
269840638,269839514,4395041,-0.12931307,0.14039706,0.17829204,nan,0
270840637,270839512,4395041,0.0,0.04802975,0.18206194,nan,0
271840638,271839514,4395041,-0.0073890663,-0.0775852,0.170661,nan,0
272840642,272839514,4395041,-0.11822506,-0.12561412,0.170661,nan,0
273840652,273839528,4395041,-0.22536652,-0.08866879,0.16686854,nan,0
274841179,274840055,4395041,-0.2586129,0.03325023,0.18580683,nan,0
275841140,275840016,4395041,-0.18103212,0.12561412,0.18583088,nan,0
276841141,276840017,4395041,-0.044333644,0.11822304,0.17822288,nan,0
277841141,277840017,4395041,0.0036944072,0.036944073,0.1895743,nan,0
278840641,278839472,4395041,-0.01477788,0.07019494,0.18201484,nan,0
280840528,280839404,4395041,-0.014777629,0.036944073,0.1857828,nan,0
281840518,281839393,4395041,-0.011083411,0.044333644,0.17822288,nan,0
282840515,282839391,4395041,-0.018472036,0.04063848,0.18199132,nan,0
283840513,283839389,4395041,-0.022166066,0.073886886,0.20850477,nan,0
284840523,284839398,4395041,-0.16255115,0.11083034,0.1781768,nan,0
285840515,285839391,4395041,-0.15886222,0.10713963,0.20097473,nan,0
286841085,286839960,4395041,-0.1588541,0.066497065,0.2084778,nan,0
287841060,287839936,4395041,-0.18101671,0.06649594,0.20466085,nan,0
288841065,288839941,4395041,-0.17733154,0.073888145,0.20474023,nan,0
289841059,289839935,4395041,-0.19579358,0.09604969,0.20087083,nan,0
290841064,290839940,4395041,-0.21057047,0.11082656,0.19708082,nan,0
291840499,291839291,4395041,-0.20318203,0.11082656,0.18950078,nan,0
292840404,292839280,4395041,-0.20687623,0.118214995,0.18950078,nan,0
293840395,293839271,4395041,-0.2179515,0.114516884,0.18187374,nan,0
294840395,294839270,4395041,-0.20687273,0.11451883,0.1894763,nan,0
295840376,295839251,4395041,-0.20685863,0.11820494,0.1893784,nan,0
296840375,296839251,4395041,-0.21055613,-0.10343109,0.19697897,nan,0
298840373,298839249,4395041,-0.12190093,0.06279744,0.21970731,nan,0
299840920,299839796,4395041,-0.12928887,0.09234919,0.21970731,nan,0
300840901,300839777,4395041,-0.21424283,0.09973373,0.20450224,nan,0
301840920,301839795,4395041,-0.21794035,0.09604151,0.2007411,nan,0
302840898,302839774,4395041,-0.2142392,0.099732034,0.20447583,nan,0
303840298,303839173,4395041,-0.23640186,0.099732034,0.1855429,nan,0
304840286,304839162,4395041,-0.21793666,0.08495836,0.20071515,nan,0
305840289,305839164,4395041,-0.2105454,0.12558849,0.1855429,nan,0
306840271,306839146,4395041,-0.21423554,0.11450521,0.17794673,nan,0
307840268,307839144,4395041,-0.21423554,0.10711777,0.15901624,nan,0
308840269,308839143,4395041,-0.14405495,0.25117272,0.11736912,nan,0
309840262,309839137,4395041,-0.15143722,0.14774363,0.17033055,nan,0
310840224,310839100,4395041,-0.23638579,0.022161169,0.18544711,nan,0
311840236,311839112,4395041,-0.22900651,-0.011080961,0.18170936,nan,0
312840761,312839621,4395041,-0.16251247,0.08864317,0.20812805,nan,0
313840763,313839621,4395041,-0.1809798,0.0738693,0.22326463,nan,0
314840761,314839619,4395041,-0.18098594,0.096033365,0.20818178,nan,0
315840761,315839621,4395041,-0.20313369,0.07756014,0.20429118,nan,0
316840204,316839080,4395041,-0.21052037,0.02585338,0.2156407,nan,0
317840202,317839078,4395041,-0.19205041,0.11818487,0.18913409,nan,0
318840158,318839030,4395041,-0.21421006,0.11079832,0.19291677,nan,0
319840180,319839056,4395041,-0.19943361,0.07017108,0.17019874,nan,0
320840168,320839044,4395041,-0.17726831,0.11079269,0.2041858,nan,0
321840159,321839034,4395041,-0.17726831,0.11079269,0.18906093,nan,0
322840164,322839040,4395041,-0.21051325,0.099716805,0.17776313,nan,0
323840116,323838992,4395041,-0.21050611,0.11079269,0.18906093,nan,0
324840658,324839533,4395041,-0.19942684,0.12187196,0.18906093,nan,0
325840666,325839542,4395041,-0.20311648,0.107097775,0.18903656,nan,0
326840658,326839534,4395041,-0.13294673,0.12186783,0.18901218,nan,0
327840663,327839539,4395041,-0.13663737,0.107094154,0.19654733,nan,0
328840636,328839510,4395041,-0.1883412,0.12186783,0.17767145,nan,0
329840058,329838933,4395041,-0.1772623,0.18464823,0.15498999,nan,0
330840072,330838948,4395041,-0.19941333,0.18094914,0.1587293,nan,0
331840057,331838933,4395041,-0.20680252,0.15879478,0.17008905,nan,0
332840085,332838961,4395041,-0.206799,0.12555654,0.1851842,nan,0
333840061,333838937,4395041,-0.1735605,0.11078331,0.18516032,nan,0
334840079,334838955,4395041,-0.16617496,0.12186164,0.17760277,nan,0
335840055,335838931,4395041,-0.17355758,0.13293773,0.18513648,nan,0
336840009,336838869,4395041,-0.17355758,0.13293773,0.19269307,nan,0
337840505,337839380,4395041,-0.17725028,0.19940658,0.18135817,nan,0
339840506,339839382,4395041,-0.1735517,0.13293321,0.19642074,nan,0
340840516,340839392,4395041,-0.19201465,0.13293321,0.20397538,nan,0
341839963,341838838,4395041,-0.19200815,0.13662119,0.2001465,nan,0
342839906,342838782,4395041,-0.17354877,0.1366235,0.20017229,nan,0
343839903,343838779,4395041,-0.18830934,0.13661657,0.20387036,nan,0
344839884,344838761,4395041,-0.18093076,0.14400612,0.1850411,nan,0
345839897,345838772,4395041,-0.18093076,0.14031366,0.2001465,nan,0
346839869,346838745,4395041,-0.19200492,0.1403113,0.192569,nan,0
347839868,347838743,4395041,-0.19199844,0.14399883,0.19629431,nan,0
348839883,348838759,4395041,-0.18092771,0.1329265,0.20012073,nan,0
349839893,349838769,4395041,-0.18461387,0.14030655,0.20006919,nan,0
350840374,350839250,4395041,-0.17722933,0.13661428,0.20006919,nan,0
351840372,351839248,4395041,-0.18092161,0.14399883,0.19629431,nan,0
352840359,352839222,4395041,-0.1956841,0.14030181,0.20001769,nan,0
353840337,353839213,4395041,-0.18829662,0.14399153,0.1924451,nan,0
354839832,354838707,4395041,-0.18461077,0.13291974,0.20004344,nan,0
355839832,355838707,4395041,-0.18829662,0.13660735,0.20753883,nan,0
356839833,356838707,4395041,-0.18091244,0.14029942,0.20376539,nan,0
357839832,357838708,4395041,-0.17353119,0.13660966,0.20001769,nan,0
358839832,358838708,4395041,-0.1809094,0.13291302,0.20751213,nan,0
359839846,359838708,4395041,-0.18090633,0.13660273,0.20748542,nan,0
