timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
200841898,200840769,4395041,-0.24017744,0.099766016,0.2012089,nan,0
201841881,201840734,4395041,-0.23648645,0.09976772,0.19743808,nan,0
202841892,202840722,4395041,-0.2438808,0.10346458,0.2050584,nan,0
203841315,203840191,4395041,-0.23279135,0.103462815,0.20503184,nan,0
204841301,204840176,4395041,-0.22540884,0.103466354,0.18989348,nan,0
205841320,205840196,4395041,-0.24018155,0.12932852,0.17085987,nan,0
206841301,206840177,4395041,-0.20322706,0.096070975,0.18222694,nan,0
207841325,207840201,4395041,-0.21062075,0.12193832,0.17465676,nan,0
208841303,208840179,4395041,-0.19584033,0.110853024,0.17845365,nan,0
209841324,209840192,4395041,-0.1219404,0.11455008,0.19746365,nan,0
211841766,211840641,4395041,-0.20692211,0.12193624,0.18981974,nan,0
212841755,212840630,4395041,-0.28821787,0.114548124,0.17465676,nan,0
213841762,213840638,4395041,-0.24757597,0.09976942,0.18986888,nan,0
214841755,214840630,4395041,-0.19953544,0.103462815,0.1936412,nan,0
215841768,215840643,4395041,-0.17736484,0.110853024,0.18604742,nan,0
216841213,216840088,4395041,-0.14410894,0.09607262,0.1936412,nan,0
217841167,217840031,4395041,-0.118243225,0.09976772,0.19743808,nan,0
218841160,218840020,4395041,-0.19954567,0.092382245,0.1975148,nan,0
219841138,219840014,4395041,-0.16258998,0.09607589,0.19369136,nan,0
220841139,220840015,4395041,-0.21801093,0.103462815,0.18604742,nan,0
221841131,221840007,4395041,-0.19584033,0.09237752,0.20123497,nan,0
222841137,222840012,4395041,-0.1921485,0.11085491,0.1860715,nan,0
223841135,223840011,4395041,-0.21062432,0.13672106,0.1860715,nan,0
224841658,224840534,4395041,-0.20693271,0.103466354,0.18989348,nan,0
225841657,225840533,4395041,-0.18475819,0.09237909,0.19366626,nan,0
226841656,226840531,4395041,-0.17736785,0.14411138,0.17467937,nan,0
227841655,227840531,4395041,-0.18845657,0.14041862,0.18229774,nan,0
228841063,228839938,4395041,-0.1921485,0.11824524,0.1860715,nan,0
229841060,229839935,4395041,-0.18476135,0.12194249,0.18989348,nan,0
230841063,230839939,4395041,-0.19585037,0.11085871,0.1975148,nan,0
231841033,231839909,4395041,-0.19953884,0.10715975,0.19746365,nan,0
232841019,232839895,4395041,-0.18845014,0.09607262,0.1936412,nan,0
234840995,234839871,4395041,-0.19584367,0.12563556,0.18986888,nan,0
235840992,235839867,4395041,-0.20323054,0.17366974,0.2202194,nan,0
236841505,236840381,4395041,-0.20322706,0.114546165,0.2012089,nan,0
237841496,237840372,4395041,-0.21061353,0.09976431,0.19738695,nan,0
238841486,238840362,4395041,-0.20692563,0.110853024,0.17465676,nan,0
239841475,239840351,4395041,-0.24387248,0.22539729,0.1366702,nan,0
240840923,240839799,4395041,-0.19953544,0.103462815,0.18604742,nan,0
241840916,241839791,4395041,-0.18105684,0.062815644,0.20500532,nan,0
242840914,242839790,4395041,-0.18844369,0.084984414,0.19738695,nan,0
243840916,243839792,4395041,-0.18105684,0.03325534,0.2163945,nan,0
244840919,244839795,4395041,-0.21061714,0.15519159,0.18981974,nan,0
245840928,245839803,4395041,-0.21430853,0.14779897,0.18599926,nan,0
246840913,246839789,4395041,-0.26603362,0.2697285,0.10247612,nan,0
247840935,247839811,4395041,-0.19582696,0.062812425,0.19354095,nan,0
248840913,248839788,4395041,-0.18474555,0.05542367,0.20115682,nan,0
249841464,249840340,4395041,-0.18844369,0.09976431,0.19738695,nan,0
250841458,250840334,4395041,-0.18843727,0.15148878,0.1859511,nan,0
251841359,251840235,4395041,-0.1958303,0.14040662,0.17838436,nan,0
252841347,252840222,4395041,-0.18843406,0.12931749,0.18213262,nan,0
253840794,253839670,4395041,-0.18473928,0.11823314,0.20110478,nan,0
254840784,254839660,4395041,-0.16257334,0.062812425,0.20113079,nan,0
255840775,255839649,4395041,-0.18104447,0.10714878,0.18972147,nan,0
257840775,257839650,4395041,-0.16996303,0.1145403,0.18215618,nan,0
258840765,258839623,4395041,-0.20690799,0.11084356,0.18592705,nan,0
259840760,259839614,4395041,-0.18104447,0.08867485,0.19351591,nan,0
260840761,260839616,4395041,-0.18843085,0.09606278,0.18969694,nan,0
261841256,261840132,4395041,-0.16626535,0.11823314,0.19351591,nan,0
