timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
244550821,244550671,-0.56551665,-0.010023171,0.02309135,0.82435274,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
245050813,245050670,-0.56880933,-0.024771227,0.03378337,0.8214019,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
245550814,245550671,-0.56294674,-0.01779566,0.03364921,0.8256161,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
246050815,246050672,-0.55739516,-0.0070048478,0.020607669,0.82996196,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
246550815,246550671,-0.55773187,-0.012937976,0.020070588,0.8296776,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
247050813,247050671,-0.54784197,-0.062040526,0.044343702,0.833099,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
248050813,248050671,-0.5470398,0.061501782,-0.04394509,0.83368695,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
248550815,248550671,-0.5493137,0.06455159,-0.043193184,0.83199877,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
249050811,249050671,-0.56615895,0.055093218,-0.033394117,0.8217747,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
249550809,249550671,-0.5689327,0.035829894,-0.025647746,0.8212029,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
250050810,250050671,-0.5674648,0.014735466,-0.012159251,0.82317597,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
250550816,250550671,-0.571735,-0.0017935024,0.018114377,0.82023644,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
251050815,251050672,-0.56977206,-0.015856298,0.034588873,0.8209215,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
251550819,251550675,-0.5670339,-0.0038318972,0.027095264,0.82323974,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
252050813,252050671,-0.5636778,0.003847914,0.022040011,0.8256917,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
252550816,252550672,-0.5535357,0.014809954,0.018746343,0.83248276,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
253050823,253050671,-0.5536159,0.0077523203,0.01975211,0.8325017,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
253550820,253550671,-0.55663854,-0.014165929,0.027092587,0.8301921,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
254050815,254050672,-0.5714302,0.028970465,-0.008944105,0.8200905,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
