timestamp,timestamp_sample,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4],yaw_composite_valid
201016241,200825671,-2.642293,3.5191717,-2.5178318,-1.2691833,-0.0077609923,1.2599263,2.5185373,0.01370157,0.008900053,0.008359128,0.012866848,0.0161394,-0.08344686,-0.08443424,-0.08933345,-0.09133665,-0.0876821,0.20467103,0.2008797,0.19590902,0.1965716,0.20196867,0
202016256,201825671,-2.4620938,3.518185,-2.51634,-1.2671728,-0.0081849,1.2574732,2.5172768,-0.06626249,-0.069794826,-0.06974263,-0.06610968,-0.06396547,0.051765226,0.050536186,0.0467725,0.045664582,0.04879253,0.20382357,0.20138168,0.19704889,0.19679008,0.20095581,0
203016012,202825671,-1.377979,3.5387735,-2.511098,-1.260688,-0.00942118,1.2501645,2.5140462,0.01301562,0.011612898,0.01136855,0.01263543,0.013662839,0.08773375,0.08752152,0.08612277,0.08545026,0.086458735,0.20130035,0.20307393,0.20058456,0.19730377,0.19773729,0
204015995,203825671,-1.5859113,3.5993416,-2.5082994,-1.2634544,-0.014080476,1.249936,2.5184708,-0.0008488484,-0.0033407174,-0.0012230873,0.0026541501,0.0028797705,-0.013116559,-0.016183767,-0.01952817,-0.01854312,-0.014532255,0.20314845,0.20500734,0.19991288,0.19498414,0.19694713,0
205015979,204825671,-0.7784177,3.6910129,-2.5019336,-1.2531123,-0.014001672,1.2394834,2.511861,-0.0069682864,-0.009405575,-0.014255874,-0.014948124,-0.010392083,0.003719035,0.008050644,0.0071423864,0.0022054953,1.940236e-05,0.19874138,0.20663089,0.2053036,0.19664896,0.19267516,0
206015997,205825671,-1.9206874,1.0444826,-2.2723346,-1.4637365,-0.3749673,1.3298318,2.9854963,-0.062380865,-0.06420857,-0.13796163,-0.20282318,-0.12693988,-0.049018674,0.019003538,0.056829832,-0.024442343,-0.09111847,0.40346912,0.37609285,0.08780417,0.025997387,0.10663648,0
207015980,206825671,-1.8510648,0.27677494,-2.0591917,-1.56907,-0.7408174,1.5162026,-2.8089263,0.04635739,0.04930626,0.10431698,0.2120296,0.084405676,0.075229876,0.027998216,-0.026402421,0.08249074,0.1302624,0.51281977,0.4354077,0.017940957,0.00024883932,0.033582672,0
208016031,207825671,-1.9435532,0.20162521,-2.1303918,-1.6981725,-0.92568725,1.5199757,-2.7842402,-0.054379612,-0.06019157,-0.052082762,0.022679374,-0.03399016,0.025353372,0.008609032,-0.021495404,0.0018848665,0.042441964,0.5453182,0.41781542,0.009155313,3.6521815e-05,0.027674688,0
209015991,208825671,-2.118321,0.15795927,-2.2455034,-1.873359,-1.1650175,1.5419154,-2.7995,0.114642985,0.14622632,0.1966926,0.12439395,0.076076314,0.103898674,0.100208275,0.12535894,0.25360632,0.13246949,0.59704643,0.37233537,0.003535767,3.4209622e-06,0.027079068,0
210015997,209825671,-1.9701138,0.035465438,-1.988166,-1.8915412,-1.6829969,2.3422315,-2.1425734,-0.0026721954,0.019607604,0.07112098,-0.021692634,-0.035620034,0.065734625,0.05475855,0.03933549,0.44645548,0.08776456,0.63379484,0.36000466,0.00020056561,1.2089514e-06,0.0059988163,1
212016001,211825671,-1.9746228,0.017417355,-1.9931642,-1.9527165,-1.864586,3.1331642,-2.057188,0.004664421,0.00091958046,-0.00776124,0.034203053,0.010320544,0.038446426,0.041953087,0.0490427,-0.097064495,0.032598495,0.68661034,0.3062618,6.049695e-05,5.405884e-06,0.007061903,1
213016011,212825670,-2.0008035,0.013296628,-2.01078,-1.9751484,-1.8975418,-3.050703,-2.067123,-0.013372481,-0.023843229,-0.04758066,0.13638133,0.0027760267,0.14808416,0.15452456,0.1671462,-0.16053629,0.13710785,0.69182056,0.30092412,5.389803e-05,2.1067924e-06,0.007199199,1
214015993,213825671,-1.983772,0.0062552467,-1.9852082,-1.9673238,-1.9285619,-2.5506458,-2.0133185,-0.07656474,-0.08075022,-0.09003746,0.034817837,-0.069972835,0.037612915,0.039259553,0.04256779,-0.05012852,0.034880817,0.7042563,0.28845158,3.79197e-05,1.4029633e-06,0.007252826,1
215015989,214825671,-1.9532739,0.0058587664,-1.9584309,-1.9421347,-1.9068553,-2.477684,-1.9840171,-0.0035847053,-0.00401178,-0.004947409,0.008817472,-0.0029093698,0.0026135147,0.0026899576,0.0028395206,-0.0033416674,0.0024846122,0.6974139,0.29579672,4.1312243e-05,1.3258917e-05,0.0067349114,1
216015993,215825671,-1.9716147,0.0059460513,-1.9874316,-1.9711869,-1.9360052,-2.5054185,-2.0129452,-0.08559785,-0.085403115,-0.08496056,-0.0904666,-0.08590368,-0.03471365,-0.03485488,-0.035140336,-0.028831258,-0.034481086,0.6966718,0.2965885,4.1754163e-05,1.1034342e-05,0.0066868826,1
217015976,216825671,-2.0044546,0.005664078,-2.0055285,-1.9900984,-1.9566995,-2.4976194,-2.0297518,0.10470499,0.10638916,0.110157676,0.061831586,0.10206302,-0.13963094,-0.14078909,-0.14319086,-0.09071988,-0.13776049,0.7000403,0.29304776,3.948781e-05,5.7696725e-06,0.0068667857,1
218016032,217825671,-1.9792238,0.005654445,-1.9822675,-1.9671249,-1.9343659,-2.46594,-2.0060313,0.063291825,0.06369518,0.06461106,0.054249242,0.062663354,-0.035993047,-0.036440592,-0.03737736,-0.019155215,-0.03527587,0.6987508,0.29443237,4.0134284e-05,3.6751721e-06,0.0067730737,1
219015981,218825671,-1.9524164,0.0040707695,-1.9581099,-1.947218,-1.923309,-2.3149767,-1.9753904,0.075457364,0.07546967,0.075509965,0.076051325,0.075440526,0.37065053,0.3704623,0.37006688,0.37660468,0.37094772,0.67785174,0.31652814,8.4042884e-05,8.4042884e-05,0.0054520266,1
220016002,219825671,-1.9529072,0.0039943377,-1.9561894,-1.945497,-1.9224783,-2.3045769,-1.9728922,0.014297187,0.014053285,0.013504446,0.019328237,0.0146737695,-0.045300364,-0.04482031,-0.043792486,-0.062033772,-0.046048522,0.67241174,0.32229787,9.037311e-05,2.237641e-05,0.0051775705,1
221015982,220825671,-1.9606045,0.0040152394,-1.9656281,-1.9551657,-1.9321973,-2.3090765,-1.9822261,0.010998696,0.009501815,0.0061929226,0.056414604,0.013369411,-0.032999158,-0.032520294,-0.03154075,-0.05695021,-0.03377247,0.6738201,0.32082966,8.8613735e-05,2.3701512e-05,0.0052378275,1
