timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_angle_clipping,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
200503783,200503649,3407890,3407890,-1.9286406e-05,-3.6322774e-05,-9.896055e-06,-0.0014243454,0.003919534,-0.049724925,5001,5001,0,0,1,1
201003788,201003649,3407890,3407890,-1.0686721e-05,-2.6187975e-06,-2.9813812e-06,0.00033568728,0.0036763998,-0.048196062,5000,5000,0,0,1,1
201503773,201503647,3407890,3407890,-1.0104417e-05,1.3994974e-05,2.5987904e-06,-0.0007213084,0.0015142345,-0.049955484,4999,4999,0,0,1,1
202003774,202003648,3407890,3407890,-5.1082003e-05,4.925957e-06,-7.3190627e-06,-0.00030194488,0.00114219,-0.048462585,5000,5000,0,0,1,1
202503777,202503648,3407890,3407890,-3.1127198e-05,-1.880603e-05,-3.0470958e-06,-4.924575e-05,0.0013190034,-0.048623282,5000,5000,0,0,1,1
203003776,203003648,3407890,3407890,-1.3260483e-05,-2.7674892e-05,2.0166724e-05,-0.0022082122,0.0008089216,-0.048810918,5000,5000,0,0,1,1
203503774,203503648,3407890,3407890,-2.8216857e-05,-2.3250503e-05,-1.5714326e-05,2.5058976e-05,0.0026549695,-0.049945004,5001,5001,0,0,1,1
204003778,204003648,3407890,3407890,-9.4105024e-05,-5.0687355e-05,2.9483568e-05,-0.0061404775,0.0026171713,-0.04725137,5000,5000,0,0,1,1
204503774,204503647,3407890,3407890,-0.00013983945,1.39180775e-05,-3.3145992e-05,0.0015829615,-0.008787366,-0.040104013,4999,4999,0,0,1,1
205003775,205003648,3407890,3407890,5.651284e-05,-0.00011791311,-5.5472454e-05,0.0018435036,-0.01651867,-0.055316105,5000,5000,0,0,1,1
205503775,205503648,3407890,3407890,0.0021451048,0.0002708994,3.962389e-05,-0.015558801,0.0016997778,-0.049435582,5001,5001,0,0,1,1
206003776,206003648,3407890,3407890,-0.0004761239,-0.00037350404,0.0005084465,-0.0010944905,0.00087045477,-0.04550674,5000,5000,0,0,1,1
207003776,207003647,3407890,3407890,0.0001443225,0.0007961468,0.00028731444,0.0010382533,-4.7918158e-05,-0.06350054,4999,4999,0,0,1,1
207503776,207503648,3407890,3407890,-0.00016162723,0.000104684725,-0.00071393006,0.0056343493,0.0047594267,-0.05812022,5000,5000,0,0,1,1
208003776,208003648,3407890,3407890,0.0011355072,0.0005963428,-0.000808288,0.005139328,-0.0018624611,-0.051307958,5001,5001,0,0,1,1
208503780,208503647,3407890,3407890,-0.00036919882,-0.00068063434,-0.0002165031,0.010719088,0.0021015322,-0.053043094,4999,4999,0,0,1,1
209003773,209003648,3407890,3407890,0.00025421978,-0.00039304572,0.00036440557,0.0127572855,0.0047045723,-0.038205143,5000,5000,0,0,1,1
209503773,209503647,3407890,3407890,-0.00020043895,-0.0010657347,0.0012421053,-0.009543757,-0.0015774197,-0.044502176,5000,5000,0,0,1,1
210003774,210003647,3407890,3407890,0.00032910536,0.0006334461,0.0004558541,0.0024514087,-0.005618534,-0.05188112,4999,4999,0,0,1,1
210503783,210503648,3407890,3407890,0.00050979987,-0.0002126245,-9.5918294e-05,-0.010024084,0.009337503,-0.054008964,5000,5000,0,0,1,1
211503777,211503648,3407890,3407890,0.0005368006,0.0009460551,-7.718979e-05,-0.013068665,-0.016236445,-0.039551646,5000,5000,0,0,1,1
212003796,212003648,3407890,3407890,0.00021711188,0.00019544612,-0.00031484335,0.017857036,-0.009685236,-0.034136146,5000,5000,0,0,1,1
