timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_type_parachute,heartbeat_type_open_drone_id,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy,open_drone_id_system_healthy,parachute_system_healthy
261964962,1200.0,0.39491013,1047.5538,0.0,6596,0,565.36224,6576,242,0,0,2,0.036800485,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262924973,1200.0,0.39491013,960.37506,0.0,6625,0,570.2846,6597,250,0,0,2,0.037896015,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263955131,1200.0,0.39491013,1217.847,0.0,6647,0,474.26727,6618,257,0,0,2,0.038833484,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265025015,1200.0,0.39491013,1173.2673,0.0,6679,0,339.60397,6635,265,0,0,2,0.039939713,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265935202,1200.0,0.39491013,1173.2673,0.0,6699,0,339.60397,6661,266,0,0,2,0.039933942,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266945024,1200.0,0.39491013,928.7129,0.0,6723,0,692.0792,6686,269,0,0,2,0.040233325,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267995089,1200.0,0.39491013,1059.406,0.0,6755,0,504.9505,6710,272,0,0,2,0.04053651,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268924981,1200.0,0.39491013,1232.9988,0.0,6774,0,593.99945,6734,274,0,0,2,0.04068904,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269944986,1200.0,0.39491013,899.0099,0.0,6807,0,565.34656,6757,278,0,0,2,0.04114252,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270985070,1200.0,0.39491013,1222.9744,0.0,6829,0,478.98996,6785,278,0,0,2,0.040972736,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271934961,1200.0,0.39491013,930.7124,0.0,6853,0,633.6765,6806,285,0,0,2,0.041874815,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272935085,1200.0,0.39491013,1067.3278,0.0,6885,0,500.0005,6821,296,0,0,2,0.043395396,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273944967,1200.0,0.39491013,1243.9988,0.0,6905,0,317.9997,6833,304,0,0,2,0.044489976,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274945067,1200.0,0.39491013,899.9261,0.0,6937,0,271.26486,6841,330,0,0,2,0.04823856,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275954964,1200.0,0.39491013,1242.6776,0.0,6959,0,178.23265,6863,332,0,0,2,0.048375346,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276995090,1200.0,0.39491013,942.5743,0.0,6983,0,544.55444,6888,338,0,0,2,0.049070846,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277904962,1200.0,0.39491013,969.9991,0.0,7012,0,593.99945,6910,342,0,0,2,0.049493488,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278924982,1200.0,0.39491013,1267.2991,0.0,7034,0,405.93173,6934,345,0,0,2,0.049754832,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281034962,1200.0,0.39491013,1273.1866,0.0,7089,0,565.3107,6983,353,0,0,2,0.05055134,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281915097,1200.0,0.39491013,929.7619,0.0,7112,0,512.9038,7005,356,0,0,2,0.050820842,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282975125,1200.0,0.39491013,1032.6732,0.0,7144,0,531.68317,7032,358,0,0,2,0.050910126,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283934961,1200.0,0.39491013,1289.1089,0.0,7164,0,519.802,7052,364,0,0,2,0.051616564,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284915103,1200.0,0.39491013,845.97723,0.0,7197,0,570.9846,7079,364,0,0,2,0.05141969,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285965015,1200.0,0.39491013,1317.8557,0.0,7218,0,565.3611,7101,369,0,0,2,0.05196451,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286924961,1200.0,0.39491013,939.9116,0.0,7241,0,524.9506,7123,374,0,0,2,0.052505966,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287925043,1200.0,0.39491013,1000.093,0.0,7273,0,519.85034,7146,378,0,0,2,0.052896727,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288174962,1200.0,0.39491013,1281.1893,0.0,7277,0,521.78265,7151,378,0,0,2,0.05285974,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289935118,1200.0,0.27365103,845.9992,0.0,7319,0,409.9996,7190,388,0,0,2,0.05396384,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290915100,1200.0,0.39491013,1558.4174,0.0,7351,0,590.09955,7215,391,0,0,2,0.054192655,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291985124,1200.0,0.39491013,862.9992,0.0,7375,0,524.9995,7241,393,0,0,2,0.054274272,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292975382,1200.0,0.39491013,960.9788,0.0,7404,0,663.98535,7264,398,0,0,2,0.05479075,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294034960,1200.0,0.39491013,1189.0853,0.0,7424,0,453.45636,7283,406,0,0,2,0.055746257,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294965049,1200.0,0.39491013,727.7538,0.0,7442,0,497.05087,7306,411,0,0,2,0.056255132,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295975143,1200.0,0.39491013,1237.9988,0.0,7470,0,499.9995,7332,412,0,0,2,0.056192037,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296984961,1200.0,0.39491013,828.9983,0.0,7493,0,549.9989,7349,418,0,0,2,0.05687849,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298957137,1200.0,0.39491013,1386.3503,0.0,7545,0,476.43307,7391,429,0,0,2,0.058043566,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300017208,1200.0,0.39491013,765.2272,0.0,7568,0,457.5379,7414,439,0,0,2,0.0592123,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301017229,1200.0,0.39491013,1250.9863,0.0,7594,0,501.9945,7430,446,0,0,2,0.060026918,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301967291,1200.0,0.39491013,801.927,0.0,7616,0,250.47844,7451,456,0,0,2,0.06119984,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303017129,1200.0,0.39491013,959.9318,0.0,7647,0,663.9528,7475,459,0,0,2,0.061404683,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304017200,1200.0,0.39491013,1202.1052,0.0,7666,0,520.84625,7498,459,0,0,2,0.061216325,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304957197,1200.0,0.39491013,758.35803,0.0,7686,0,632.62506,7528,459,0,0,2,0.06097237,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306017185,1200.0,0.39491013,1269.9403,0.0,7715,0,595.972,7555,459,0,0,2,0.060754467,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306957185,1200.0,0.39491013,833.717,0.0,7735,0,586.17633,7581,461,0,0,2,0.060809918,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307957250,1200.0,0.39491013,950.5176,0.0,7774,0,656.45123,7608,461,0,0,2,0.06059411,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309017172,1200.0,0.39491013,1436.908,0.0,7797,0,570.96344,7632,464,0,0,2,0.060796645,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309947261,1200.0,0.39491013,881.2798,0.0,7819,0,588.18,7657,468,0,0,2,0.061120544,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310957163,1200.0,0.39491013,1376.1123,0.0,7849,0,542.52484,7685,468,0,0,2,0.060897853,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311957184,1200.0,0.39491013,920.8933,0.0,7874,0,642.6449,7710,468,0,0,2,0.06070039,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313027243,1200.0,0.39491013,985.99506,0.0,7907,0,543.99725,7738,475,0,0,2,0.06138537,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313977255,1200.0,0.39491013,1304.8755,0.0,7927,0,633.62695,7765,475,0,0,2,0.061171927,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315017176,1200.0,0.39491013,876.88605,0.0,7950,0,524.93176,7790,477,0,0,2,0.06123235,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316027247,1200.0,0.39491013,1318.032,0.0,7980,0,656.54034,7813,482,0,0,2,0.06169205,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317037235,1200.0,0.39491013,852.42206,0.0,8009,0,496.9987,7835,484,0,0,2,0.06177409,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318027270,1200.0,0.39491013,1224.8434,0.0,8041,0,610.93646,7866,484,0,0,2,0.06153064,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319017211,1200.0,0.39491013,1250.9587,0.0,8058,0,662.9781,7894,484,0,0,2,0.06131239,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320027339,1200.0,0.39491013,789.105,0.0,8078,0,588.1159,7913,488,0,0,2,0.06167067,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320077205,1200.0,0.39491013,789.105,0.0,8079,0,588.1159,7916,490,0,0,2,0.06189995,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321097170,1200.0,0.39491013,1237.9518,0.0,8108,0,524.97955,7944,490,0,0,2,0.061681774,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322147324,1200.0,0.39491013,814.9902,0.0,8131,0,573.9931,7967,493,0,0,2,0.061880257,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323137196,1200.0,0.39491013,940.95953,0.0,8161,0,570.9754,7994,495,0,0,2,0.06192144,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324087322,1200.0,0.39491013,1225.9102,0.0,8180,0,588.1992,8017,498,0,0,2,0.062117998,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326047294,1200.0,0.39491013,857.52765,0.0,8227,0,588.1887,8067,501,0,0,2,0.062104873,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327047304,1200.0,0.39491013,1112.9922,0.0,8248,0,570.996,8090,501,0,0,2,0.061928306,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327077173,1200.0,0.39491013,1112.9922,0.0,8249,0,570.996,8091,504,0,0,2,0.062291436,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328247324,1200.0,0.39491013,944.51056,0.0,8283,0,542.549,8116,507,0,0,2,0.062469196,0,0,1,1,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
