timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_angle_clipping,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
200500803,200500673,3407882,3407882,-1.1688931e-05,-1.2604884e-05,1.0213928e-05,-0.0010972599,0.0028184026,-0.04796481,5002,5002,0,0,1,1
201000805,201000673,3407882,3407882,-1.8797165e-05,1.2217691e-05,1.6518342e-07,-0.0005235937,0.002245772,-0.04919837,5002,5002,0,0,1,1
201500799,201500671,3407882,3407882,-2.9273133e-05,-5.9474187e-06,1.0012698e-05,-0.0009813453,0.0024269803,-0.049591243,5000,5000,0,0,1,1
202000799,202000671,3407882,3407882,-3.2211305e-05,-8.402359e-06,-1.8399949e-06,-0.0013026845,0.0016909896,-0.048789795,5000,5000,0,0,1,1
202500805,202500671,3407882,3407882,-9.402533e-06,3.2708016e-05,9.580987e-06,-0.00014105365,0.0018796459,-0.04611511,5000,5000,0,0,1,1
203000799,203000671,3407882,3407882,3.8477596e-05,-4.657147e-06,1.3324848e-05,-0.0012786228,0.0011575853,-0.0491245,4988,4988,0,0,1,1
203500804,203500671,3407882,3407882,-6.4132264e-06,-1.4630086e-06,8.210079e-06,-0.0008318097,0.00038076908,-0.04700102,5001,5001,0,0,1,1
204000799,204000671,3407882,3407882,-2.5045733e-06,-2.4851606e-05,4.8227375e-06,-0.0003974492,0.0004657816,-0.047791813,5000,5000,0,0,1,1
204500798,204500671,3407882,3407882,8.313358e-05,2.1204349e-05,-2.0024188e-05,-0.0027517155,-0.00058395794,-0.0556549,5000,5000,0,0,1,1
205000799,205000671,3407882,3407882,0.00021160179,0.00021895475,-4.8657686e-05,0.008524554,0.0027914902,-0.0497223,5000,5000,0,0,1,1
205500800,205500671,3407882,3407882,0.0017063092,0.0003124814,0.00024101601,0.006382779,0.0015290311,-0.05175486,5000,5000,0,0,1,1
206000798,206000671,3407882,3407882,-0.00052306434,-0.00025838474,0.0006154571,-0.0071322457,-0.0014287079,-0.055301756,5000,5000,0,0,1,1
207000799,207000671,3407882,3407882,0.00026162446,0.00024811676,0.0002818629,-0.010601635,-0.00097635045,-0.053394753,5000,5000,0,0,1,1
207500801,207500671,3407882,3407882,0.00020459523,5.6476097e-06,-0.00064309104,-0.007315732,-0.002457689,-0.04301892,5000,5000,0,0,1,1
208000799,208000671,3407882,3407882,0.0011997776,0.0003036919,-0.0007745188,-0.0096353,-0.0010062227,-0.049994234,5000,5000,0,0,1,1
208500800,208500671,3407882,3407882,-0.00043250254,-0.00053096947,-6.7789355e-05,-0.0040737106,0.0033844123,-0.040475633,5000,5000,0,0,1,1
209000798,209000671,3407882,3407882,-0.00014172599,-0.00039290628,0.00033606662,-0.0013174168,-0.0033355332,-0.057442196,4999,4999,0,0,1,1
209500806,209500671,3407882,3407882,-0.00031708836,-0.00050380355,0.0011053247,0.0023279989,-0.0055305967,-0.042379513,5000,5000,0,0,1,1
210000800,210000671,3407882,3407882,0.0002546466,0.0009758133,0.00031968183,-0.01017331,0.0005026762,-0.049841426,5000,5000,0,0,1,1
210500799,210500671,3407882,3407882,0.00035441035,0.00033015665,-0.0001452101,-0.0050583854,-0.0016336401,-0.031197034,4998,4998,0,0,1,1
211500796,211500671,3407882,3407882,0.0007433798,0.0011203509,1.8407212e-05,0.0078442395,0.0050176186,-0.053715646,5000,5000,0,0,1,1
212000798,212000671,3407882,3407882,-0.00031158657,5.5216737e-05,-0.00028513846,-0.0032818925,0.014616227,-0.029573252,5000,5000,0,0,1,1
212500799,212500671,3407882,3407882,-0.0002531284,0.0018537691,4.2211213e-05,-0.002275717,0.0033658498,-0.05581711,5000,5000,0,0,1,1
213000799,213000671,3407882,3407882,-0.00024122505,-0.0003124532,-0.00010645707,-0.010199174,-0.0078103933,-0.05051391,5000,5000,0,0,1,1
213500799,213500671,3407882,3407882,-0.00033463127,-0.0011757929,0.0002526328,-0.030258922,-0.005880019,-0.071011394,5000,5000,0,0,1,1
214000796,214000671,3407882,3407882,-5.0782488e-05,-0.0005450251,0.0001401038,-0.0038594746,0.002852524,-0.052808747,5001,5001,0,0,1,1
214500798,214500671,3407882,3407882,-0.00046475712,-0.0005855988,-7.730357e-06,0.008534529,0.0034067724,-0.04721931,5001,5001,0,0,1,1
215000798,215000671,3407882,3407882,-0.0007612969,-7.32443e-05,-0.00026819675,-0.0052607697,0.0018659803,-0.045999017,5000,5000,0,0,1,1
215500798,215500671,3407882,3407882,-0.00021003383,-0.0009209874,0.00014321221,0.016890801,0.008034792,-0.049969885,5000,5000,0,0,1,1
216000799,216000671,3407882,3407882,0.00047246309,-0.0020953568,-0.0003106979,0.0032642127,0.007768806,-0.047442853,5000,5000,0,0,1,1
216500798,216500671,3407882,3407882,-0.00033327524,7.968324e-05,0.00017880672,-0.017187186,0.0008864726,-0.02331496,5000,5000,0,0,1,1
217000798,217000671,3407882,3407882,6.988453e-05,0.001968985,1.51985205e-05,0.033360854,0.015305962,-0.04493456,5000,5000,0,0,1,1
217500799,217500671,3407882,3407882,-0.00037866863,-0.00049562927,5.0722145e-05,0.014990561,0.018942107,-0.057037227,5000,5000,0,0,1,1
218000799,218000671,3407882,3407882,0.00065329095,-0.0030088478,-2.0405507e-05,0.013717354,0.012036845,-0.048336077,5000,5000,0,0,1,1
218500799,218500671,3407882,3407882,-0.0004792167,0.0035400344,-0.00020342626,0.011818212,0.0145053705,-0.055938408,5000,5000,0,0,1,1
219000799,219000671,3407882,3407882,-0.00012167663,-0.0017920595,-0.00047005754,-0.036499616,0.004699244,-0.057653572,4999,4999,0,0,1,1
219500799,219500671,3407882,3407882,0.0002655622,-0.00041853578,0.00020487164,-0.0068928907,-0.00028452923,-0.048482746,5000,5000,0,0,1,1
220000798,220000671,3407882,3407882,-0.00063409,0.00024462317,8.139806e-05,0.011346711,0.0033959534,-0.048235845,5000,5000,0,0,1,1
221000798,221000671,3407882,3407882,-0.0006184377,0.00044194504,0.0002748529,-0.0059282095,0.011855747,-0.04610387,5000,5000,0,0,1,1
221500798,221500671,3407882,3407882,-0.00056044065,-0.0005366959,7.113037e-05,0.008170328,0.006863995,-0.043491714,5000,5000,0,0,1,1
222000799,222000671,3407882,3407882,0.001114199,-0.0010464445,0.0001961593,-0.022431279,-0.00014033451,-0.07140455,5000,5000,0,0,1,1
222500800,222500671,3407882,3407882,0.00046113547,0.00066085625,-0.0005636783,0.0024441273,0.0036623718,-0.041127663,5000,5000,0,0,1,1
223000799,223000671,3407882,3407882,-4.756558e-05,0.0002930037,-0.00023762358,0.003511508,0.0022875788,-0.04776964,5000,5000,0,0,1,1
223500798,223500671,3407882,3407882,0.00044537178,0.00016005547,0.0007526157,-0.0018895364,0.0018075386,-0.04824931,5000,5000,0,0,1,1
224000806,224000671,3407882,3407882,-0.00022395088,-5.9443628e-05,-0.00047692662,-0.00091335725,0.003972709,-0.0457304,5000,5000,0,0,1,1
224500804,224500671,3407882,3407882,-0.00064199825,0.00017048638,-0.0004911807,0.0033190341,0.0015624273,-0.046784084,5000,5000,0,0,1,1
225000798,225000671,3407882,3407882,0.00013323726,-0.00025581958,9.8348566e-05,-0.015583737,-0.008265419,-0.053902097,5000,5000,0,0,1,1
226000799,226000671,3407882,3407882,0.00065179943,-7.814372e-06,0.00032229573,0.00024160933,-0.001337771,-0.030250916,5000,5000,0,0,1,1
226500799,226500671,3407882,3407882,-1.4009688e-05,0.000675003,-1.318305e-05,-0.021000762,-0.0061719143,-0.03654674,5000,5000,0,0,1,1
227000798,227000671,3407882,3407882,0.00025555576,0.00081605074,-0.00044082283,-0.013606746,-0.007815711,-0.025937166,5000,5000,0,0,1,1
227500797,227500671,3407882,3407882,0.00015126265,0.00046325967,-0.00031014998,-0.015278255,0.003372003,-0.04557979,5000,5000,0,0,1,1
228000798,228000671,3407882,3407882,0.00045014924,0.0007731123,0.00089428003,-0.011950842,0.0084606735,-0.044312187,5000,5000,0,0,1,1
228500802,228500671,3407882,3407882,-0.0019541539,0.0004230251,0.0002110369,-0.0062429425,0.00020289188,-0.05030563,5000,5000,0,0,1,1
229000799,229000671,3407882,3407882,0.000522468,0.0009795517,-0.00056460366,-0.00811078,0.0058949827,-0.027205324,4995,4995,0,0,1,1
229500803,229500671,3407882,3407882,-0.00016893017,0.000570058,0.00013848006,-0.009071728,0.00091055105,-0.038019612,5000,5000,0,0,1,1
230000805,230000671,3407882,3407882,-0.00032809353,0.00037969867,-0.00027298724,-0.012396304,-0.013296804,-0.03891345,5000,5000,0,0,1,1
230500799,230500671,3407882,3407882,-0.00024353889,0.0009143191,-0.00028511285,0.0047364747,0.0018060091,-0.041796733,5000,5000,0,0,1,1
231000799,231000671,3407882,3407882,0.00011343331,-0.00036658326,0.00023359721,0.0006692665,0.018424341,-0.051568884,5000,5000,0,0,1,1
231500798,231500671,3407882,3407882,-0.00045864593,0.00044044625,-4.955513e-05,-0.014818105,0.00011204002,-0.053588085,5000,5000,0,0,1,1
232000799,232000671,3407882,3407882,-0.00042438364,0.00027559182,-1.4386928e-05,-0.000664399,0.0032689213,-0.050967056,5000,5000,0,0,1,1
232500799,232500671,3407882,3407882,-0.00014892207,-0.000105142906,0.00021851517,-0.0084287785,-0.0036976896,-0.044355564,5000,5000,0,0,1,1
233000799,233000671,3407882,3407882,0.0011050954,-0.0007852909,-0.00029751146,-0.0061189625,0.0042356844,-0.05376275,5000,5000,0,0,1,1
233500798,233500671,3407882,3407882,0.00014221585,0.00033094952,-0.0005144031,-0.0012373268,-0.009516053,-0.032981537,5000,5000,0,0,1,1
235000799,235000671,3407882,3407882,-0.0005138715,-0.0022139116,-0.00017354566,0.008982417,0.0013464759,-0.049450476,5000,5000,0,0,1,1
235500799,235500671,3407882,3407882,-0.0006298716,-0.0009972136,-6.8231566e-05,-0.01781207,-0.000742092,-0.062348418,5000,5000,0,0,1,1
236000799,236000671,3407882,3407882,-0.00014600942,-0.0011754085,0.00034154896,0.011819541,-0.0044653425,-0.036223873,5000,5000,0,0,1,1
236500796,236500671,3407882,3407882,-0.00013666823,-0.0016423534,-0.0007639668,-0.002427598,-0.008526591,-0.050726436,5000,5000,0,0,1,1
237000800,237000671,3407882,3407882,-0.0004825791,-0.0019373433,-0.00014733819,-0.007814349,0.0037850307,-0.04047129,5000,5000,0,0,1,1
237500798,237500671,3407882,3407882,-0.00017020234,0.000452636,0.00044679389,0.004441313,-6.324629e-05,-0.04293752,5000,5000,0,0,1,1
238000798,238000671,3407882,3407882,-0.00089373183,-0.00045887515,0.00017267786,-0.0072240937,0.004523577,-0.05307149,5000,5000,0,0,1,1
238500799,238500671,3407882,3407882,-0.00025785237,-0.0004247944,0.0001696201,-0.0055737626,0.0027272725,-0.04309117,5000,5000,0,0,1,1
239000799,239000671,3407882,3407882,-0.0008333136,-0.0012977037,-0.0005314483,-0.006339748,-0.0032317878,-0.047760297,5000,5000,0,0,1,1
239500806,239500671,3407882,3407882,0.0004729029,0.00026210735,-0.00046669686,0.010473617,-0.0058755195,-0.046347722,5000,5000,0,0,1,1
240000799,240000671,3407882,3407882,-0.0014540971,-0.00038180876,-0.00021191261,-0.0061447266,-0.0046530687,-0.042145357,5000,5000,0,0,1,1
240500799,240500671,3407882,3407882,-0.0009466339,-0.00044497303,5.058e-05,-0.010148505,-0.004680549,-0.0593371,5000,5000,0,0,1,1
241000799,241000671,3407882,3407882,-0.0008307302,-0.00027576866,0.00014458306,0.00206988,0.0017020386,-0.036149096,5000,5000,0,0,1,1
241500799,241500671,3407882,3407882,-0.00021800055,-0.00017721785,0.00015830722,-0.0035388514,0.0011732216,-0.058174275,5000,5000,0,0,1,1
242000800,242000671,3407882,3407882,-4.362419e-05,-7.601257e-05,1.6353873e-05,0.0019628245,-0.0056718998,-0.06254502,5000,5000,0,0,1,1
243000799,243000671,3407882,3407882,-3.7461955e-06,0.00014660112,-0.00031125607,-0.01006379,0.000773205,-0.040365897,5000,5000,0,0,1,1
243500798,243500671,3407882,3407882,0.0021798473,0.0011349465,0.0004153726,-0.013491413,-0.0014405011,-0.042194813,4999,4999,0,0,1,1
244000807,244000672,3407882,3407882,0.0011809026,0.00063520134,0.00015219634,-0.0049648155,0.00062287645,-0.020832716,5001,5001,0,0,1,1
244500804,244500671,3407882,3407882,0.00092429225,0.00035888562,4.1606272e-05,0.020272858,-0.0061182696,-0.035024967,5000,5000,0,0,1,1
245000798,245000671,3407882,3407882,0.00046772577,-0.00013099634,0.000114939794,-0.020983309,-0.0004034575,-0.06004725,5000,5000,0,0,1,1
246000798,246000671,3407882,3407882,-0.0005090427,7.582007e-05,-0.00011185969,0.0031911698,0.004457132,-0.05207383,5000,5000,0,0,1,1
246500799,246500671,3407882,3407882,-0.0003656957,-3.722611e-05,-8.7588756e-05,-0.00060961355,0.00093895994,-0.039569452,5000,5000,0,0,1,1
247000798,247000671,3407882,3407882,-0.003807233,-0.0016589189,-0.00018089692,0.0013954178,-0.00021990808,-0.055471282,5000,5000,0,0,1,1
248000809,248000671,3407882,3407882,-0.0005457834,-0.00017761788,-9.612786e-05,-0.0054819155,0.0006928211,-0.06204585,5000,5000,0,0,1,1
248500799,248500671,3407882,3407882,0.000552915,-7.150755e-05,0.0002979048,0.0016075134,0.008920482,-0.041313894,5000,5000,0,0,1,1
249000799,249000671,3407882,3407882,0.0002650474,1.2127462e-05,0.00023398618,-0.0033716857,0.0056449627,-0.050790608,5000,5000,0,0,1,1
249500843,249500671,3407882,3407882,0.00013154904,0.00028090508,-8.9662644e-05,0.003694231,-0.0008534579,-0.05175339,5000,5000,0,0,1,1
250000799,250000671,3407882,3407882,0.0010472069,0.00013320494,0.00010220222,-0.0050172396,-0.0031184258,-0.045761477,5001,5001,0,0,1,1
250500799,250500671,3407882,3407882,0.00026870004,0.00011409484,-0.0001361689,0.0010350313,-0.0057775886,-0.05718751,5000,5000,0,0,1,1
251000799,251000671,3407882,3407882,0.00023767973,0.00018326026,5.249357e-05,-0.008904797,-0.00910622,-0.05059019,5000,5000,0,0,1,1
251500798,251500671,3407882,3407882,-7.3893105e-05,-0.00022601972,-0.00029479837,-0.00090308255,-0.009631446,-0.058821008,5000,5000,0,0,1,1
252000799,252000671,3407882,3407882,-0.00046585064,-5.3917458e-05,-0.00021522999,0.0011137914,0.0029062845,-0.07243521,5000,5000,0,0,1,1
