timestamp,bias_x[0],bias_x[1],bias_x[2],bias_x[3],bias_y[0],bias_y[1],bias_y[2],bias_y[3],bias_z[0],bias_z[1],bias_z[2],bias_z[3],valid[0],valid[1],valid[2],valid[3],stable[0],stable[1],stable[2],stable[3]
199996085,5.8499772e-05,0.0010308056,0.0,0.0,-2.6300415e-06,0.00084038003,0.0,0.0,5.2530137e-05,0.0026808064,0.0,0.0,0,0,0,0,0,0,0,0
360033139,8.731732e-09,-3.5857423e-07,0.0,0.0,-1.6931134e-08,-1.8231373e-06,0.0,0.0,-1.7023739e-08,-6.9304053e-07,0.0,0.0,0,0,0,0,0,0,0,0
360051707,-4.8708237e-08,-1.6823604e-06,0.0,0.0,-2.8868396e-08,1.603214e-06,0.0,0.0,2.8699484e-08,-6.8593243e-07,0.0,0.0,0,0,0,0,0,0,0,0
